holder_id,household_id,parcel_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s2q01,s2q01a,s2q02,s2q03,s2q04a_1,s2q04a_2,s2q04a_os,s2q04b_1,s2q04b_2,s2q04b_3,s2q04b_4,s2q05,s2q05_os,s2q06,s2q07_1,s2q07_2,s2q08,s2q09_1,s2q09_2,s2q10a,s2q10b,s2q10c,s2q11,s2q11_os,s2q12_1,s2q12_2,s2q12_os,s2q13,s2q14,s2q15a,s2q15b,s2q15c,s2q16,s2q16_os,s2q17
04200208880250308601,042002088802503086,3,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,86,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,25,5. Mixed type,,2. Fair
04200208880250309601,042002088802503096,1,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,96,1,1. crop production only,**CONFIDENTIAL**,1,8,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,2. NO,,,,,,,,,,,4. No,0,,,,5. Mixed type,,2. Fair
04200208880250309601,042002088802503096,2,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,96,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,2. NO,,,2. NO,,,,,,,,,,,4. No,0,,,,5. Mixed type,,2. Fair
04200208880250309601,042002088802503096,3,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,96,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,2. NO,,,2. NO,,,,,,,,,,,4. No,0,,,,5. Mixed type,,2. Fair
04200208880250309601,042002088802503096,4,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,96,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,2. NO,,,2. NO,,,,,,,,,,,4. No,0,,,,5. Mixed type,,2. Fair
04200208880250309601,042002088802503096,5,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,96,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,2. NO,,,,,,,,,,,4. No,0,,,,5. Mixed type,,2. Fair
04200708880190200701,042007088801902007,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,7,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,7,1. YES,1. TITLE DEED,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,1,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,2,3,,,,,,,,,4. No,4000,,,,3. Vertisol.,,2. Fair
04200708880190201701,042007088801902017,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,8,1. YES,1. TITLE DEED,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,3,4,,,,,,,,,4. No,4200,,,,3. Vertisol.,,2. Fair
04200708880190201701,042007088801902017,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,3,1. YES,1. TITLE DEED,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,3,4,,,,,,,,,4. No,5000,,,,3. Vertisol.,,2. Fair
04200708880190201701,042007088801902017,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,3,4,,,,,,,,,4. No,1000,,,,3. Vertisol.,,2. Fair
04200708880190201701,042007088801902017,4,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,4,5,,,,,,,,,4. No,1000,,,,3. Vertisol.,,2. Fair
04200708880190201701,042007088801902017,5,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,4,6,,,,,,,,,4. No,500,,,,3. Vertisol.,,2. Fair
04200708880190202701,042007088801902027,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,27,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,8,1. YES,1. TITLE DEED,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,3,4,,,,,,,,,4. No,1500,,,,3. Vertisol.,,2. Fair
04200708880190202701,042007088801902027,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,27,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,3,4,,,,,,,,,4. No,2000,,,,3. Vertisol.,,1. Good
04200708880190202701,042007088801902027,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,27,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,3,4,,,,,,,,,4. No,1100,,,,3. Vertisol.,,2. Fair
04200708880190203701,042007088801902037,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,37,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,3,1. YES,1. TITLE DEED,,,1,,,,2. Gift/Inherited,,2. NO,,,1. YES,3,,,,,,,,,,4. No,600,,,,3. Vertisol.,,1. Good
04200708880190203701,042007088801902037,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,37,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,7. Purchased,,2. NO,,,1. YES,3,,,,,,,,,,4. No,500,,,,3. Vertisol.,,2. Fair
04200708880190203701,042007088801902037,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,37,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,7. Purchased,,2. NO,,,1. YES,3,,,,,,,,,,4. No,800,,,,3. Vertisol.,,2. Fair
04200708880190203701,042007088801902037,4,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,37,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,2. NO,,,1. YES,3,,,,,,,,,,4. No,400,,,,3. Vertisol.,,3. Poor
04200708880190204701,042007088801902047,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,47,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,4,1. YES,1. TITLE DEED,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,4,5,,,,,,,,,4. No,1000,,,,3. Vertisol.,,1. Good
04200708880190204701,042007088801902047,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,47,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,4,5,,,,,,,,,4. No,1500,,,,3. Vertisol.,,3. Poor
04200708880190205701,042007088801902057,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,57,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,5,1. YES,1. TITLE DEED,,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,3,4,,,,,,,,,4. No,1500,,,,3. Vertisol.,,1. Good
04200708880190205701,042007088801902057,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,57,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,2. NO,,,,,,,,6. Shared Crop in,,,,,,,,,,0,1. Main Season,,2. FRIEND/NEIGHBOR,,,,,,,,3. Vertisol.,,2. Fair
04200708880190205701,042007088801902057,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,57,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,6. Shared Crop in,,,,,,,,,,0,1. Main Season,,2. FRIEND/NEIGHBOR,,,,,,,,3. Vertisol.,,2. Fair
04200708880190205701,042007088801902057,4,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,57,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,6. Shared Crop in,,,,,,,,,,0,1. Main Season,,2. FRIEND/NEIGHBOR,,,,,,,,3. Vertisol.,,2. Fair
04200708880190206701,042007088801902067,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,67,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,5,1. YES,1. TITLE DEED,,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,3,4,,,,,,,,,4. No,500,,,,3. Vertisol.,,1. Good
04200708880190206701,042007088801902067,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,67,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,3,1. YES,1. TITLE DEED,,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,5,6,,,,,,,,,4. No,700,,,,3. Vertisol.,,2. Fair
04200708880190206701,042007088801902067,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,67,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,6. Shared Crop in,,,,,,,,,,0,1. Main Season,,2. FRIEND/NEIGHBOR,,,,,,,,3. Vertisol.,,2. Fair
04200708880190206701,042007088801902067,4,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,67,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,6. Shared Crop in,,,,,,,,,,0,1. Main Season,,2. FRIEND/NEIGHBOR,,,,,,,,3. Vertisol.,,2. Fair
04200708880190206701,042007088801902067,5,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,67,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,3. CERTIFICATE OF OCCUPANCY,,1,,,,7. Purchased,,1. YES,1,2,1. YES,4,5,,,,,,,,,4. No,1000,,,,3. Vertisol.,,2. Fair
04200708880190207701,042007088801902077,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,77,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,4,1. YES,1. TITLE DEED,,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,3,4,,,,,,,,,4. No,2000,,,,3. Vertisol.,,1. Good
04200708880190207701,042007088801902077,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,77,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,4,1. YES,1. TITLE DEED,,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,4,5,,,,,,,,,4. No,1500,,,,3. Vertisol.,,1. Good
04200708880190207701,042007088801902077,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,77,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,5,6,,,,,,,,,4. No,200,,,,3. Vertisol.,,2. Fair
04200708880190207701,042007088801902077,4,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,77,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,2. NO,,,,,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,4,5,,,,,,,,,4. No,900,,,,3. Vertisol.,,2. Fair
04200708880190207701,042007088801902077,5,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,77,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,6. Shared Crop in,,,,,,,,,,0,1. Main Season,,1. RELATIVE,,,,,,,,3. Vertisol.,,2. Fair
04200708880190207701,042007088801902077,6,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,77,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,7. Purchased,,1. YES,1,2,1. YES,4,5,,,,,,,,,4. No,1500,,,,3. Vertisol.,,2. Fair
04200708880190208701,042007088801902087,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,87,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,7,1. YES,1. TITLE DEED,,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,4,6,,,,,,,,,4. No,2000,,,,3. Vertisol.,,2. Fair
04200708880190208701,042007088801902087,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,87,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,7. Purchased,,1. YES,1,2,1. YES,4,6,,,,,,,,,4. No,600,,,,3. Vertisol.,,2. Fair
04200708880190208701,042007088801902087,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,87,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,3,5,,,,,,,,,4. No,800,,,,3. Vertisol.,,1. Good
04200708880190208701,042007088801902087,4,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,87,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,3,5,,,,,,,,,4. No,1200,,,,3. Vertisol.,,1. Good
04200708880190208701,042007088801902087,5,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,87,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,4,6,,,,,,,,,4. No,1000,,,,3. Vertisol.,,1. Good
04200708880190208701,042007088801902087,6,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,87,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,2. NO,,,1. YES,4,6,,,,,,,,,4. No,400,,,,3. Vertisol.,,2. Fair
04200708880190208701,042007088801902087,7,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,87,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,7. Purchased,,1. YES,1,2,1. YES,4,6,,,,,,,,,4. No,600,,,,3. Vertisol.,,3. Poor
04200708880190209701,042007088801902097,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,97,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,6,1. YES,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,4,5,,,,,,,,,4. No,4200,,,,3. Vertisol.,,2. Fair
04200708880190209701,042007088801902097,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,97,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,3,2. NO,,,,,,,,6. Shared Crop in,,,,,,,,,,0,1. Main Season,,1. RELATIVE,,,,,,,,3. Vertisol.,,2. Fair
05010308880110301001,050103088801103010,1,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,10,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2500,,,,2. Cambisol,,3. Poor
05010308880110301001,050103088801103010,2,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,10,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,3000,,,,5. Mixed type,,2. Fair
05010308880110302001,050103088801103020,1,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,20,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,1. YES,1,,2. NO,,,,,,,,,,,4. No,2500,,,,2. Cambisol,,2. Fair
05010308880110302001,050103088801103020,2,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,20,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,3. Rent,,,,,,,,2800,0,,1. Main Season,,1. RELATIVE,,,,,,,,5. Mixed type,,2. Fair
05010308880110303001,050103088801103030,1,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,30,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2000,,,,1. Leptosol,,3. Poor
05010308880110303001,050103088801103030,2,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,30,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2500,,,,5. Mixed type,,2. Fair
05010308880110304001,050103088801103040,1,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,40,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,1. YES,1,,2. NO,,,,,,,,,,,4. No,2500,,,,5. Mixed type,,3. Poor
05010308880110304001,050103088801103040,2,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,40,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,3500,,,,5. Mixed type,,2. Fair
05010308880110305001,050103088801103050,1,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,50,1,2. livestock only ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,3000,,,,2. Cambisol,,3. Poor
05010308880110306001,050103088801103060,1,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,60,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,2,,1. YES,2,,,,,,,,,,4. No,2000,,,,5. Mixed type,,3. Poor
05010308880110306001,050103088801103060,2,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,60,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,1. Granted by Local Leaders,,1. YES,2,,1. YES,2,,,,,,,,,,4. No,3000,,,,5. Mixed type,,2. Fair
05010308880110307001,050103088801103070,1,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,70,1,2. livestock only ,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2500,,,,2. Cambisol,,3. Poor
05010308880110307001,050103088801103070,2,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,70,1,2. livestock only ,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,2. Gift/Inherited,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,3000,,,,5. Mixed type,,2. Fair
05010308880110308001,050103088801103080,1,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,80,1,2. livestock only ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2000,,,,2. Cambisol,,3. Poor
05010308880110309001,050103088801103090,1,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,90,1,2. livestock only ,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2500,,,,2. Cambisol,,3. Poor
05010308880110310001,050103088801103100,1,050103088801103,1. RURAL,1858.280555555556,5. SOMALI,01,03,8,88,011,03,100,1,2. livestock only ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2500,,,,2. Cambisol,,3. Poor
05010908880030100401,050109088800301004,1,050109088800301,1. RURAL,1822.197437971952,5. SOMALI,01,09,8,88,003,01,4,1,2. livestock only ,**CONFIDENTIAL**,1,2,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,6000,,,,3. Vertisol.,,2. Fair
05010908880030101101,050109088800301011,1,050109088800301,1. RURAL,185.570319001387,5. SOMALI,01,09,8,88,003,01,11,1,4. none ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,1500,,,,"7. OTHER PARCEL USE (BARN, RESIDENTIAL, ETC.)",,
05010908880030101401,050109088800301014,1,050109088800301,1. RURAL,1822.197437971952,5. SOMALI,01,09,8,88,003,01,14,1,2. livestock only ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2400,,,,"7. OTHER PARCEL USE (BARN, RESIDENTIAL, ETC.)",,
05010908880030101801,050109088800301018,1,050109088800301,1. RURAL,1822.197437971952,5. SOMALI,01,09,8,88,003,01,18,1,2. livestock only ,**CONFIDENTIAL**,1,2,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,4800,,,,3. Vertisol.,,2. Fair
05010908880030102201,050109088800301022,1,050109088800301,1. RURAL,1822.197437971952,5. SOMALI,01,09,8,88,003,01,22,1,2. livestock only ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,3600,,,,"7. OTHER PARCEL USE (BARN, RESIDENTIAL, ETC.)",,
05010908880030102701,050109088800301027,1,050109088800301,1. RURAL,1822.197437971952,5. SOMALI,01,09,8,88,003,01,27,1,2. livestock only ,**CONFIDENTIAL**,1,2,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,4800,,,,"7. OTHER PARCEL USE (BARN, RESIDENTIAL, ETC.)",,
05010908880030102701,050109088800301027,2,050109088800301,1. RURAL,1822.197437971952,5. SOMALI,01,09,8,88,003,01,27,1,2. livestock only ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,12000,,,,3. Vertisol.,,2. Fair
05010908880030103101,050109088800301031,1,050109088800301,1. RURAL,1822.197437971952,5. SOMALI,01,09,8,88,003,01,31,1,2. livestock only ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,1400,,,,"7. OTHER PARCEL USE (BARN, RESIDENTIAL, ETC.)",,
05010908880030103501,050109088800301035,1,050109088800301,1. RURAL,1822.197437971952,5. SOMALI,01,09,8,88,003,01,35,1,2. livestock only ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,3600,,,,"7. OTHER PARCEL USE (BARN, RESIDENTIAL, ETC.)",,
05010908880030103901,050109088800301039,1,050109088800301,1. RURAL,1822.197437971952,5. SOMALI,01,09,8,88,003,01,39,1,2. livestock only ,**CONFIDENTIAL**,1,2,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,1000,,,,3. Vertisol.,,2. Fair
05010908880030104301,050109088800301043,1,050109088800301,1. RURAL,1822.197437971952,5. SOMALI,01,09,8,88,003,01,43,1,2. livestock only ,**CONFIDENTIAL**,1,2,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2000,,,,3. Vertisol.,,2. Fair
05010908880030104701,050109088800301047,1,050109088800301,1. RURAL,1822.197437971952,5. SOMALI,01,09,8,88,003,01,47,1,2. livestock only ,**CONFIDENTIAL**,1,2,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,1500,,,,3. Vertisol.,,2. Fair
05010908880030104901,050109088800301049,1,050109088800301,1. RURAL,185.570319001387,5. SOMALI,01,09,8,88,003,01,49,1,4. none ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,5. Moved in Without Permission,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,500,,,,"7. OTHER PARCEL USE (BARN, RESIDENTIAL, ETC.)",,
05090208880120200301,050902088801202003,1,050902088801202,1. RURAL,147.0287912087912,5. SOMALI,09,02,8,88,012,02,3,1,4. none ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,4. Borrowed for Free,,,,,,,,,,,3. Full Year,,1. RELATIVE,,,,,,,,4. Luvisol,,2. Fair
05090208880120201101,050902088801202011,1,050902088801202,1. RURAL,1829.691623931624,5. SOMALI,09,02,8,88,012,02,11,1,2. livestock only ,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,800,,,,3. Vertisol.,,2. Fair
05090208880120202601,050902088801202026,1,050902088801202,1. RURAL,1829.691623931624,5. SOMALI,09,02,8,88,012,02,26,1,2. livestock only ,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,200,,,,3. Vertisol.,,2. Fair
05090208880120202601,050902088801202026,2,050902088801202,1. RURAL,1829.691623931624,5. SOMALI,09,02,8,88,012,02,26,1,2. livestock only ,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,1000,,,,4. Luvisol,,2. Fair
