ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs5q01_1,cs5q01_2,cs5q01_3,cs5q01_os,cs5q02,cs5q03,cs5q04,cs5q05_1,cs5q05_2,cs5q05_os,cs5q06,cs5q07,cs5q08_1,cs5q08_2,cs5q08_os,cs5q09,cs5q10,cs5q11
050906010100116,2. URBAN,5. SOMALI,09,06,1,1,001,16,1. Farming,4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,5,2. Urban Centres,10. Civil Service,9. Professional Occupations,,1. YES,2. Urban Centres,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,2. NO,,
050907088800903,1. RURAL,5. SOMALI,09,07,8,88,009,03,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
051003088800201,2. URBAN,5. SOMALI,10,03,8,88,002,01,1. Farming,4. Small-Scale Trade & Service Provision,,,2. NO,,,,,,2. NO,,,,,2. NO,,
051004088801303,2. URBAN,5. SOMALI,10,04,8,88,013,03,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
051101088801203,2. URBAN,5. SOMALI,11,01,8,88,012,03,"3. Firewood, Charcoal Selling",1. Farming,9. Professional Occupations,,2. NO,,,,,,2. NO,,,,,2. NO,,
060101088800403,1. RURAL,6. BENISHANGUL GUMUZ,01,01,8,88,004,03,1. Farming,11. Other (Specify),,weriqi qufaro,2. NO,,,,,,2. NO,,,,,2. NO,,
060103088801802,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,018,02,1. Farming,,,,1. YES,10,3. Outside Ethiopia,9. Professional Occupations,,,2. NO,,,,,2. NO,,
060103088804602,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,046,02,1. Farming,,,,1. YES,15,2. Urban Centres,9. Professional Occupations,,,2. NO,,,,,2. NO,,
060103088806701,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,067,01,1. Farming,,,,1. YES,5,3. Outside Ethiopia,11. Other (Specify),,yegulbet sira,2. NO,,,,,1. YES,5,0
060104010100103,2. URBAN,6. BENISHANGUL GUMUZ,01,04,1,1,001,03,1. Farming,11. Other (Specify),"3. Firewood, Charcoal Selling",madin(werik)kufaro,2. NO,,,,,,1. YES,1. Rural Areas,1. Farming,11. Other (Specify),madin(werik kufaro),2. NO,,
060104088800802,1. RURAL,6. BENISHANGUL GUMUZ,01,04,8,88,008,02,1. Farming,11. Other (Specify),,Weriqi sira,2. NO,,,,,,2. NO,,,,,2. NO,,
060105088801701,1. RURAL,6. BENISHANGUL GUMUZ,01,05,8,88,017,01,1. Farming,,,,1. YES,20,2. Urban Centres,9. Professional Occupations,,,2. NO,,,,,2. NO,,
060105088803201,1. RURAL,6. BENISHANGUL GUMUZ,01,05,8,88,032,01,1. Farming,,,,1. YES,1,1. Rural Areas,11. Other (Specify),,yegulbet sira,1. YES,2. Urban Centres,9. Professional Occupations,,,2. NO,,
060107088800402,1. RURAL,6. BENISHANGUL GUMUZ,01,07,8,88,004,02,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
060108010100106,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,001,06,4. Small-Scale Trade & Service Provision,10. Civil Service,"3. Firewood, Charcoal Selling",,1. YES,30,2. Urban Centres,11. Other (Specify),,ye gulbet sira filega,1. YES,1. Rural Areas,11. Other (Specify),,ye gulbet sira filega,2. NO,,
060108010100205,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,002,05,9. Professional Occupations,"5. Beer Brewing, Kachasu","3. Firewood, Charcoal Selling",,1. YES,1,1. Rural Areas,11. Other (Specify),,ye gulbet sira,1. YES,1. Rural Areas,11. Other (Specify),,ye gulbet sira,2. NO,,
060108010100319,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,003,19,10. Civil Service,"5. Beer Brewing, Kachasu",4. Small-Scale Trade & Service Provision,,1. YES,3,2. Urban Centres,11. Other (Specify),,ye ken sira,1. YES,1. Rural Areas,11. Other (Specify),,ye ken sira,2. NO,,
060108010100415,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,004,15,10. Civil Service,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,1. YES,5,1. Rural Areas,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,1. YES,1. Rural Areas,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,1. YES,40,60
060201010100103,2. URBAN,6. BENISHANGUL GUMUZ,02,01,1,1,001,03,1. Farming,4. Small-Scale Trade & Service Provision,"5. Beer Brewing, Kachasu",,2. NO,,,,,,1. YES,1. Rural Areas,1. Farming,4. Small-Scale Trade & Service Provision,,2. NO,,
060201088801903,1. RURAL,6. BENISHANGUL GUMUZ,02,01,8,88,019,03,1. Farming,,,,1. YES,75,1. Rural Areas,1. Farming,,,1. YES,1. Rural Areas,1. Farming,,,2. NO,,
060203010100106,2. URBAN,6. BENISHANGUL GUMUZ,02,03,1,1,001,06,4. Small-Scale Trade & Service Provision,"5. Beer Brewing, Kachasu",10. Civil Service,,1. YES,5,2. Urban Centres,10. Civil Service,,,2. NO,,,,,1. YES,20,30
060203088800704,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,007,04,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
060203088802004,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,020,04,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
060204020100105,2. URBAN,6. BENISHANGUL GUMUZ,02,04,2,1,001,05,1. Farming,,,,1. YES,2,1. Rural Areas,1. Farming,,,2. NO,,,,,2. NO,,
060205040100108,2. URBAN,6. BENISHANGUL GUMUZ,02,05,4,1,001,08,1. Farming,,,,2. NO,,,,,,1. YES,1. Rural Areas,1. Farming,,,1. YES,23,15
060205088801701,1. RURAL,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,1. Farming,,,,1. YES,3,2. Urban Centres,10. Civil Service,1. Farming,,1. YES,1. Rural Areas,1. Farming,,,2. NO,,
060206020100103,2. URBAN,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,9. Professional Occupations,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
060206088800203,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,1. Farming,,,,1. YES,10,2. Urban Centres,11. Other (Specify),,Yegulbet sira,1. YES,1. Rural Areas,1. Farming,,,2. NO,,
060206088800904,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,1. Farming,,,,1. YES,1,2. Urban Centres,10. Civil Service,,,1. YES,1. Rural Areas,1. Farming,,,2. NO,,
060207030100102,2. URBAN,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,1. Farming,,,,2. NO,,,,,,1. YES,1. Rural Areas,1. Farming,,,2. NO,,
060207088801401,1. RURAL,6. BENISHANGUL GUMUZ,02,07,8,88,014,01,1. Farming,,,,2. NO,,,,,,1. YES,1. Rural Areas,1. Farming,,,2. NO,,
060302010100105,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,1. Farming,10. Civil Service,4. Small-Scale Trade & Service Provision,,1. YES,20,1. Rural Areas,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,1. YES,2. Urban Centres,1. Farming,,,1. YES,30,10
060305010100106,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,1. Farming,10. Civil Service,4. Small-Scale Trade & Service Provision,,1. YES,15,1. Rural Areas,1. Farming,,,1. YES,2. Urban Centres,1. Farming,4. Small-Scale Trade & Service Provision,,1. YES,10,5
060401088802401,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
070104088801204,1. RURAL,7. SNNP,01,04,8,88,012,04,1. Farming,4. Small-Scale Trade & Service Provision,,,1. YES,2,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,2. NO,,,,,2. NO,,
070108088800802,1. RURAL,7. SNNP,01,08,8,88,008,02,1. Farming,"5. Beer Brewing, Kachasu",9. Professional Occupations,,1. YES,33,2. Urban Centres,9. Professional Occupations,,,2. NO,,,,,2. NO,,
070110010100205,2. URBAN,7. SNNP,01,10,1,1,002,05,4. Small-Scale Trade & Service Provision,,,,1. YES,3,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,60,40
070112088800907,1. RURAL,7. SNNP,01,12,8,88,009,07,1. Farming,4. Small-Scale Trade & Service Provision,"3. Firewood, Charcoal Selling",,1. YES,10,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,2. NO,,,,,2. NO,,
070205030100103,2. URBAN,7. SNNP,02,05,3,1,001,03,1. Farming,4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,25,2. Urban Centres,"6. Handicraft Production, Small-Scale Industry",,,1. YES,1. Rural Areas,1. Farming,,,2. NO,,
070205088801202,1. RURAL,7. SNNP,02,05,8,88,012,02,1. Farming,,,,1. YES,5,3. Outside Ethiopia,9. Professional Occupations,,,2. NO,,,,,2. NO,,
070210088801703,1. RURAL,7. SNNP,02,10,8,88,017,03,1. Farming,,,,1. YES,20,2. Urban Centres,1. Farming,9. Professional Occupations,,2. NO,,,,,2. NO,,
070211010100614,2. URBAN,7. SNNP,02,11,1,1,006,14,4. Small-Scale Trade & Service Provision,9. Professional Occupations,10. Civil Service,,1. YES,2,3. Outside Ethiopia,11. Other (Specify),,yebet west sera,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,11. Other (Specify),yebet west sera,1. YES,50,30
070302088800701,1. RURAL,7. SNNP,03,02,8,88,007,01,1. Farming,,,,1. YES,20,2. Urban Centres,1. Farming,,,2. NO,,,,,2. NO,,
070305088801101,1. RURAL,7. SNNP,03,05,8,88,011,01,1. Farming,,,,1. YES,7,2. Urban Centres,1. Farming,,,2. NO,,,,,2. NO,,
070309010100307,2. URBAN,7. SNNP,03,09,1,1,003,07,4. Small-Scale Trade & Service Provision,1. Farming,10. Civil Service,,1. YES,25,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,30,15
070403088802407,1. RURAL,7. SNNP,04,03,8,88,024,07,1. Farming,"3. Firewood, Charcoal Selling",,,1. YES,5,1. Rural Areas,1. Farming,,,2. NO,,,,,2. NO,,
070407088801207,1. RURAL,7. SNNP,04,07,8,88,012,07,1. Farming,,,,1. YES,2,2. Urban Centres,11. Other (Specify),,á‹¨áŒ‰áˆá‰ á‰µ áˆµáˆ«,2. NO,,,,,2. NO,,
070409010100108,2. URBAN,7. SNNP,04,09,1,1,001,08,10. Civil Service,4. Small-Scale Trade & Service Provision,1. Farming,,1. YES,13,2. Urban Centres,9. Professional Occupations,10. Civil Service,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,2. NO,,
070410088800810,1. RURAL,7. SNNP,04,10,8,88,008,10,1. Farming,4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,10,2. Urban Centres,9. Professional Occupations,11. Other (Specify),Yeken Sera,2. NO,,,,,2. NO,,
070414088800609,1. RURAL,7. SNNP,04,14,8,88,006,09,1. Farming,4. Small-Scale Trade & Service Provision,,,1. YES,1,2. Urban Centres,9. Professional Occupations,,,2. NO,,,,,2. NO,,
070418088801803,1. RURAL,7. SNNP,04,18,8,88,018,03,1. Farming,,,,1. YES,20,2. Urban Centres,11. Other (Specify),,ye Gulbet sra,2. NO,,,,,2. NO,,
070420010100106,2. URBAN,7. SNNP,04,20,1,1,001,06,10. Civil Service,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,2. NO,,,,,,1. YES,1. Rural Areas,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,2. NO,,
070501088800605,1. RURAL,7. SNNP,05,01,8,88,006,05,1. Farming,4. Small-Scale Trade & Service Provision,"5. Beer Brewing, Kachasu",,1. YES,20,1. Rural Areas,1. Farming,11. Other (Specify),ye kene sera,2. NO,,,,,1. YES,5,5
070503088801401,1. RURAL,7. SNNP,05,03,8,88,014,01,1. Farming,4. Small-Scale Trade & Service Provision,"5. Beer Brewing, Kachasu",,1. YES,5,2. Urban Centres,11. Other (Specify),,ye kene sera,2. NO,,,,,2. NO,,
070602088802005,1. RURAL,7. SNNP,06,02,8,88,020,05,1. Farming,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",,2. NO,,,,,,2. NO,,,,,1. YES,10,5
070603010100105,2. URBAN,7. SNNP,06,03,1,1,001,05,4. Small-Scale Trade & Service Provision,9. Professional Occupations,10. Civil Service,,1. YES,11,2. Urban Centres,9. Professional Occupations,10. Civil Service,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,50,35
070606088801009,1. RURAL,7. SNNP,06,06,8,88,010,09,1. Farming,"6. Handicraft Production, Small-Scale Industry",4. Small-Scale Trade & Service Provision,,1. YES,35,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,2. NO,,,,,2. NO,,
070610088800907,1. RURAL,7. SNNP,06,10,8,88,009,07,1. Farming,"6. Handicraft Production, Small-Scale Industry",4. Small-Scale Trade & Service Provision,,1. YES,40,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,2. NO,,,,,2. NO,,
070613010100707,2. URBAN,7. SNNP,06,13,1,1,007,07,4. Small-Scale Trade & Service Provision,9. Professional Occupations,7. Transport,,1. YES,45,2. Urban Centres,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,1. YES,1. Rural Areas,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,1. YES,55,45
070701010100104,2. URBAN,7. SNNP,07,01,1,1,001,04,4. Small-Scale Trade & Service Provision,10. Civil Service,1. Farming,,2. NO,,,,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,10. Civil Service,,2. NO,,
070702088802709,1. RURAL,7. SNNP,07,02,8,88,027,09,1. Farming,4. Small-Scale Trade & Service Provision,"5. Beer Brewing, Kachasu",,1. YES,5,2. Urban Centres,4. Small-Scale Trade & Service Provision,1. Farming,,2. NO,,,,,1. YES,10,10
070706088801507,1. RURAL,7. SNNP,07,06,8,88,015,07,1. Farming,4. Small-Scale Trade & Service Provision,,,2. NO,,,,,,1. YES,2. Urban Centres,10. Civil Service,4. Small-Scale Trade & Service Provision,,2. NO,,
070904030100101,2. URBAN,7. SNNP,09,04,3,1,001,01,4. Small-Scale Trade & Service Provision,"5. Beer Brewing, Kachasu",1. Farming,,2. NO,,,,,,1. YES,1. Rural Areas,9. Professional Occupations,"6. Handicraft Production, Small-Scale Industry",,1. YES,2,1
070904088801204,1. RURAL,7. SNNP,09,04,8,88,012,04,1. Farming,,,,1. YES,5,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,1. Farming,,,2. NO,,
070909088800504,1. RURAL,7. SNNP,09,09,8,88,005,04,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
071003088801004,1. RURAL,7. SNNP,10,03,8,88,010,04,1. Farming,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,1. YES,25,2. Urban Centres,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,2. NO,,,,,1. YES,15,10
071005020100101,2. URBAN,7. SNNP,10,05,2,1,001,01,1. Farming,4. Small-Scale Trade & Service Provision,"3. Firewood, Charcoal Selling",,1. YES,10,2. Urban Centres,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,1. YES,1. Rural Areas,1. Farming,9. Professional Occupations,,2. NO,,
071008088801603,1. RURAL,7. SNNP,10,08,8,88,016,03,1. Farming,,,,1. YES,100,2. Urban Centres,"6. Handicraft Production, Small-Scale Industry",4. Small-Scale Trade & Service Provision,,2. NO,,,,,2. NO,,
071013088801005,1. RURAL,7. SNNP,10,13,8,88,010,05,1. Farming,"6. Handicraft Production, Small-Scale Industry",9. Professional Occupations,,1. YES,75,2. Urban Centres,9. Professional Occupations,,,2. NO,,,,,2. NO,,
071016010100610,2. URBAN,7. SNNP,10,16,1,1,006,10,4. Small-Scale Trade & Service Provision,"3. Firewood, Charcoal Selling",10. Civil Service,,2. NO,,,,,,1. YES,1. Rural Areas,9. Professional Occupations,"3. Firewood, Charcoal Selling",,1. YES,5,5
071104088800912,1. RURAL,7. SNNP,11,04,8,88,009,12,1. Farming,,,,2. NO,,,,,,1. YES,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,2. NO,,
071110010100102,2. URBAN,7. SNNP,11,10,1,1,001,02,1. Farming,4. Small-Scale Trade & Service Provision,"5. Beer Brewing, Kachasu",,1. YES,10,1. Rural Areas,1. Farming,,,2. NO,,,,,1. YES,3,3
071110088800906,1. RURAL,7. SNNP,11,10,8,88,009,06,1. Farming,,,,1. YES,1,1. Rural Areas,1. Farming,,,2. NO,,,,,2. NO,,
071201088801101,1. RURAL,7. SNNP,12,01,8,88,011,01,1. Farming,,,,1. YES,5,1. Rural Areas,1. Farming,,,1. YES,1. Rural Areas,"6. Handicraft Production, Small-Scale Industry",,,2. NO,,
071201088802507,1. RURAL,7. SNNP,12,01,8,88,025,07,1. Farming,,,,1. YES,10,3. Outside Ethiopia,1. Farming,9. Professional Occupations,,2. NO,,,,,2. NO,,
071304010100212,2. URBAN,7. SNNP,13,04,1,1,002,12,1. Farming,10. Civil Service,9. Professional Occupations,,2. NO,,,,,,1. YES,1. Rural Areas,8. Large-Scale Commercial Industry,,,1. YES,49,51
071308010100210,2. URBAN,7. SNNP,13,08,1,1,002,10,4. Small-Scale Trade & Service Provision,9. Professional Occupations,1. Farming,,1. YES,2,2. Urban Centres,9. Professional Occupations,11. Other (Specify),Yeken Sera,1. YES,1. Rural Areas,9. Professional Occupations,11. Other (Specify),Yeken Sera,2. NO,,
071501030100102,2. URBAN,7. SNNP,15,01,3,1,001,02,1. Farming,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,1. YES,1. Rural Areas,1. Farming,4. Small-Scale Trade & Service Provision,,2. NO,,
071502088801308,1. RURAL,7. SNNP,15,02,8,88,013,08,1. Farming,,,,1. YES,1,2. Urban Centres,1. Farming,8. Large-Scale Commercial Industry,,2. NO,,,,,2. NO,,
071504088803610,1. RURAL,7. SNNP,15,04,8,88,036,10,1. Farming,"5. Beer Brewing, Kachasu",4. Small-Scale Trade & Service Provision,,1. YES,2,1. Rural Areas,1. Farming,4. Small-Scale Trade & Service Provision,,2. NO,,,,,2. NO,,
071601088800404,1. RURAL,7. SNNP,16,01,8,88,004,04,1. Farming,,,,1. YES,16,3. Outside Ethiopia,9. Professional Occupations,,,2. NO,,,,,2. NO,,
071601088804904,1. RURAL,7. SNNP,16,01,8,88,049,04,1. Farming,,,,1. YES,10,3. Outside Ethiopia,9. Professional Occupations,,,2. NO,,,,,2. NO,,
071701030100103,2. URBAN,7. SNNP,17,01,3,1,001,03,4. Small-Scale Trade & Service Provision,1. Farming,"5. Beer Brewing, Kachasu",,1. YES,25,2. Urban Centres,4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,50,25
071701088802301,1. RURAL,7. SNNP,17,01,8,88,023,01,1. Farming,"5. Beer Brewing, Kachasu",10. Civil Service,,1. YES,5,2. Urban Centres,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,2. NO,,,,,2. NO,,
071704088800902,1. RURAL,7. SNNP,17,04,8,88,009,02,1. Farming,10. Civil Service,4. Small-Scale Trade & Service Provision,,1. YES,10,2. Urban Centres,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,2. NO,,,,,2. NO,,
071801088800504,1. RURAL,7. SNNP,18,01,8,88,005,04,1. Farming,4. Small-Scale Trade & Service Provision,"5. Beer Brewing, Kachasu",,1. YES,10,2. Urban Centres,11. Other (Specify),9. Professional Occupations,ye gulbet sira,2. NO,,,,,2. NO,,
071801088801406,1. RURAL,7. SNNP,18,01,8,88,014,06,1. Farming,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,1. YES,10,2. Urban Centres,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,2. NO,,,,,2. NO,,
071901088801705,1. RURAL,7. SNNP,19,01,8,88,017,05,1. Farming,4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,5,2. Urban Centres,9. Professional Occupations,8. Large-Scale Commercial Industry,,2. NO,,,,,2. NO,,
071901088803902,1. RURAL,7. SNNP,19,01,8,88,039,02,1. Farming,4. Small-Scale Trade & Service Provision,10. Civil Service,,2. NO,,,,,,2. NO,,,,,2. NO,,
072001088800308,1. RURAL,7. SNNP,20,01,8,88,003,08,1. Farming,,,,1. YES,50,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,9. Professional Occupations,,,2. NO,,
072003088802401,1. RURAL,7. SNNP,20,03,8,88,024,01,1. Farming,,,,1. YES,1,1. Rural Areas,1. Farming,,,1. YES,1. Rural Areas,1. Farming,,,2. NO,,
072005010100203,2. URBAN,7. SNNP,20,05,1,1,002,03,4. Small-Scale Trade & Service Provision,,,,1. YES,1,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,9. Professional Occupations,,,1. YES,60,40
120101088801001,1. RURAL,12. GAMBELA,01,01,8,88,010,01,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
120102088800501,1. RURAL,12. GAMBELA,01,02,8,88,005,01,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
120103010100101,2. URBAN,12. GAMBELA,01,03,1,1,001,01,1. Farming,2. Fishing,10. Civil Service,,2. NO,,,,,,2. NO,,,,,1. YES,10,5
120103010100402,2. URBAN,12. GAMBELA,01,03,1,1,004,02,1. Farming,,,,1. YES,10,2. Urban Centres,9. Professional Occupations,,,2. NO,,,,,1. YES,5,3
120103088800301,1. RURAL,12. GAMBELA,01,03,8,88,003,01,1. Farming,2. Fishing,"5. Beer Brewing, Kachasu",,2. NO,,,,,,2. NO,,,,,2. NO,,
120105010100102,2. URBAN,12. GAMBELA,01,05,1,1,001,02,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",,,2. NO,,,,,,1. YES,1. Rural Areas,"6. Handicraft Production, Small-Scale Industry",4. Small-Scale Trade & Service Provision,,1. YES,3,2
120105030100103,2. URBAN,12. GAMBELA,01,05,3,1,001,03,11. Other (Specify),"6. Handicraft Production, Small-Scale Industry",4. Small-Scale Trade & Service Provision,Maden Qufaro,1. YES,20,2. Urban Centres,1. Farming,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,11. Other (Specify),Maden Qufaro(Gold),2. NO,,
120105088800804,1. RURAL,12. GAMBELA,01,05,8,88,008,04,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
120105088801201,1. RURAL,12. GAMBELA,01,05,8,88,012,01,"5. Beer Brewing, Kachasu",4. Small-Scale Trade & Service Provision,11. Other (Specify),maeden kufaro,1. YES,10,1. Rural Areas,1. Farming,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,11. Other (Specify),maeden kufaro,2. NO,,
120106010100108,2. URBAN,12. GAMBELA,01,06,1,1,001,08,10. Civil Service,4. Small-Scale Trade & Service Provision,"3. Firewood, Charcoal Selling",,2. NO,,,,,,1. YES,1. Rural Areas,11. Other (Specify),,Kensera,2. NO,,
120106010100205,2. URBAN,12. GAMBELA,01,06,1,1,002,05,4. Small-Scale Trade & Service Provision,,,,2. NO,,,,,,1. YES,1. Rural Areas,9. Professional Occupations,10. Civil Service,,1. YES,90,30
120106010100215,2. URBAN,12. GAMBELA,01,06,1,1,002,15,4. Small-Scale Trade & Service Provision,,,,2. NO,,,,,,1. YES,1. Rural Areas,9. Professional Occupations,10. Civil Service,,1. YES,90,30
120106010100303,2. URBAN,12. GAMBELA,01,06,1,1,003,03,4. Small-Scale Trade & Service Provision,,,,1. YES,20,1. Rural Areas,1. Farming,,,1. YES,1. Rural Areas,10. Civil Service,,,2. NO,,
120106010100313,2. URBAN,12. GAMBELA,01,06,1,1,003,13,4. Small-Scale Trade & Service Provision,,,,1. YES,20,1. Rural Areas,1. Farming,,,1. YES,1. Rural Areas,10. Civil Service,,,2. NO,,
120106010100323,2. URBAN,12. GAMBELA,01,06,1,1,003,23,4. Small-Scale Trade & Service Provision,,,,1. YES,20,1. Rural Areas,1. Farming,,,1. YES,1. Rural Areas,10. Civil Service,,,2. NO,,
120106010100504,2. URBAN,12. GAMBELA,01,06,1,1,005,04,11. Other (Specify),,,yemengeset sera and neged,2. NO,,,,,,1. YES,2. Urban Centres,11. Other (Specify),,Iengid and lemengiset  sera,1. YES,65,35
120106010100515,2. URBAN,12. GAMBELA,01,06,1,1,005,15,11. Other (Specify),,,yemengeset sera and neged,2. NO,,,,,,1. YES,2. Urban Centres,11. Other (Specify),,Iengid and lemengiset  sera,1. YES,65,35
120106010100525,2. URBAN,12. GAMBELA,01,06,1,1,005,25,11. Other (Specify),,,yemengeset sera and neged,2. NO,,,,,,1. YES,2. Urban Centres,11. Other (Specify),,Iengid and lemengiset  sera,1. YES,65,35
120201010100102,2. URBAN,12. GAMBELA,02,01,1,1,001,02,4. Small-Scale Trade & Service Provision,10. Civil Service,"3. Firewood, Charcoal Selling",,1. YES,10,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,2. NO,,
120201088800501,1. RURAL,12. GAMBELA,02,01,8,88,005,01,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
120201088802501,1. RURAL,12. GAMBELA,02,01,8,88,025,01,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
120202088802101,1. RURAL,12. GAMBELA,02,02,8,88,021,01,1. Farming,2. Fishing,,,2. NO,,,,,,1. YES,2. Urban Centres,1. Farming,10. Civil Service,,2. NO,,
120203010100102,2. URBAN,12. GAMBELA,02,03,1,1,001,02,1. Farming,,,,1. YES,10,2. Urban Centres,10. Civil Service,,,1. YES,1. Rural Areas,10. Civil Service,,,2. NO,,
120205010100101,2. URBAN,12. GAMBELA,02,05,1,1,001,01,1. Farming,,,,2. NO,,,,,,1. YES,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,5,0
120301010100101,2. URBAN,12. GAMBELA,03,01,1,1,001,01,4. Small-Scale Trade & Service Provision,1. Farming,10. Civil Service,,1. YES,60,1. Rural Areas,1. Farming,4. Small-Scale Trade & Service Provision,,1. YES,1. Rural Areas,11. Other (Specify),4. Small-Scale Trade & Service Provision,lebure work,2. NO,,
120301010100113,2. URBAN,12. GAMBELA,03,01,1,1,001,13,4. Small-Scale Trade & Service Provision,1. Farming,10. Civil Service,,1. YES,60,1. Rural Areas,1. Farming,4. Small-Scale Trade & Service Provision,,1. YES,1. Rural Areas,11. Other (Specify),4. Small-Scale Trade & Service Provision,lebure work,2. NO,,
120301010100211,2. URBAN,12. GAMBELA,03,01,1,1,002,11,1. Farming,4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,10,1. Rural Areas,1. Farming,,,1. YES,1. Rural Areas,1. Farming,4. Small-Scale Trade & Service Provision,,1. YES,5,0
120301088800101,1. RURAL,12. GAMBELA,03,01,8,88,001,01,1. Farming,10. Civil Service,9. Professional Occupations,,2. NO,,,,,,2. NO,,,,,2. NO,,
120301088800201,1. RURAL,12. GAMBELA,03,01,8,88,002,01,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
