household_id,loan_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,s15q02b,s15q02b_os,s15q03_1,s15q03_2,s15q04,s15q04_os,s15q05,s15q06a,s15q06b,s15q07,s15q08,s15q09a,s15q09b,s15q10a,s15q10b,s15q10c
050407010100404018,2,050407010100404,2. URBAN,872.1951642006495,5. SOMALI,04,07,1,1,004,04,18,3. GROCERY/LOCAL MERCHANT,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,1. SEPTEMBER,2012,5000,0,5000
050407010100404027,1,050407010100404,2. URBAN,872.1951642006495,5. SOMALI,04,07,1,1,004,04,27,3. GROCERY/LOCAL MERCHANT,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,6. FEBRUARY,2012,3000,0,3000
050407010100404036,1,050407010100404,2. URBAN,872.1951642006495,5. SOMALI,04,07,1,1,004,04,36,3. GROCERY/LOCAL MERCHANT,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,5. JANUARY,2012,10000,0,10000
050407010100404054,1,050407010100404,2. URBAN,872.1951642006495,5. SOMALI,04,07,1,1,004,04,54,3. GROCERY/LOCAL MERCHANT,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,5. JANUARY,2012,5000,0,5000
050407010100404063,1,050407010100404,2. URBAN,872.1951642006495,5. SOMALI,04,07,1,1,004,04,63,3. GROCERY/LOCAL MERCHANT,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2012,3500,0,3500
050407010100404072,1,050407010100404,2. URBAN,872.1951642006495,5. SOMALI,04,07,1,1,004,04,72,3. GROCERY/LOCAL MERCHANT,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2012,10000,0,10000
050407010100404081,1,050407010100404,2. URBAN,872.1951642006495,5. SOMALI,04,07,1,1,004,04,81,3. GROCERY/LOCAL MERCHANT,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2012,10000,0,10000
050407010100404090,1,050407010100404,2. URBAN,872.1951642006495,5. SOMALI,04,07,1,1,004,04,90,3. GROCERY/LOCAL MERCHANT,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,6. FEBRUARY,2012,5000,0,5000
050407010100404099,1,050407010100404,2. URBAN,872.1951642006495,5. SOMALI,04,07,1,1,004,04,99,3. GROCERY/LOCAL MERCHANT,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2012,17000,0,17000
050407010100404108,1,050407010100404,2. URBAN,872.1951642006495,5. SOMALI,04,07,1,1,004,04,108,3. GROCERY/LOCAL MERCHANT,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2012,5000,0,5000
050407010100404117,1,050407010100404,2. URBAN,872.1951642006495,5. SOMALI,04,07,1,1,004,04,117,3. GROCERY/LOCAL MERCHANT,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2012,7000,0,7000
050407010100404126,1,050407010100404,2. URBAN,872.1951642006495,5. SOMALI,04,07,1,1,004,04,126,3. GROCERY/LOCAL MERCHANT,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,6. FEBRUARY,2012,14200,0,14200
050506088800603004,1,050506088800603,1. RURAL,1415.832804232804,5. SOMALI,05,06,8,88,006,03,4,3. GROCERY/LOCAL MERCHANT,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2010,1. DAILY,1. YES,,,650,0,650
050506088800603005,1,050506088800603,1. RURAL,1415.832804232804,5. SOMALI,05,06,8,88,006,03,5,3. GROCERY/LOCAL MERCHANT,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,5. JANUARY,2011,3. MONTHLY,1. YES,,,1800,0,1800
050511010100602140,1,050511010100602,2. URBAN,900.0486540378864,5. SOMALI,05,11,1,1,006,02,140,1. RELATIVE,,1,,8. WORKING CAPITAL FOR NON-FARM ENTERPRISE,,1,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,300,0,300
050602088800702003,1,050602088800702,1. RURAL,1192.627819237148,5. SOMALI,06,02,8,88,007,02,3,2. NEIGHBOR,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,3. MONTHLY,1. YES,,,4000,0,4000
050602088800702006,1,050602088800702,1. RURAL,1192.627819237148,5. SOMALI,06,02,8,88,007,02,6,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,3000,0,3000
050602088800702027,1,050602088800702,1. RURAL,1192.627819237148,5. SOMALI,06,02,8,88,007,02,27,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,2500,0,2500
050701088801207002,1,050701088801207,1. RURAL,2586.107106481481,5. SOMALI,07,01,8,88,012,07,2,3. GROCERY/LOCAL MERCHANT,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,2. OCTOBER,2011,2. WEEKLY,2. NO,12. AUGUST,2011,570,0,570
050703088800901008,1,050703088800901,1. RURAL,1984.694198790628,5. SOMALI,07,03,8,88,009,01,8,3. GROCERY/LOCAL MERCHANT,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,3. NOVEMBER,2011,3. MONTHLY,1. YES,,,500,0,500
050704088801101008,1,050704088801101,1. RURAL,1524.370768229167,5. SOMALI,07,04,8,88,011,01,8,3. GROCERY/LOCAL MERCHANT,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,3. MONTHLY,1. YES,,,1200,0,1200
050704088801101009,1,050704088801101,1. RURAL,1524.370768229167,5. SOMALI,07,04,8,88,011,01,9,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,3. MONTHLY,2. NO,13. PAGUME,2011,560,0,560
050704088801101010,1,050704088801101,1. RURAL,1524.370768229167,5. SOMALI,07,04,8,88,011,01,10,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,5. JANUARY,2011,3. MONTHLY,2. NO,12. AUGUST,2011,1140,0,1140
050707088800603001,1,050707088800603,1. RURAL,1872.912685914261,5. SOMALI,07,07,8,88,006,03,1,3. GROCERY/LOCAL MERCHANT,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,5. JANUARY,2011,4. EVERY THREE MONTHS,2. NO,12. AUGUST,2012,1,0,1
050707088800603002,1,050707088800603,1. RURAL,1872.912685914261,5. SOMALI,07,07,8,88,006,03,2,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,4. EVERY THREE MONTHS,2. NO,5. JANUARY,2012,0,0,0
050707088800603036,1,050707088800603,1. RURAL,1872.912685914261,5. SOMALI,07,07,8,88,006,03,36,3. GROCERY/LOCAL MERCHANT,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,6. FEBRUARY,2011,3. MONTHLY,1. YES,,,0,0,0
050801010100308002,1,050801010100308,2. URBAN,1041.706077348066,5. SOMALI,08,01,1,1,003,08,2,3. GROCERY/LOCAL MERCHANT,,1,2,10. FOOD/NON-FOOD EXPENDITURE,,,7. MARCH,2011,5. EVERY SIX MONTHS,2. NO,1. SEPTEMBER,2012,5000,0,5000
050801010100308014,1,050801010100308,2. URBAN,1041.706077348066,5. SOMALI,08,01,1,1,003,08,14,3. GROCERY/LOCAL MERCHANT,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,7. MARCH,2011,6. ANNUALLY,2. NO,12. AUGUST,2011,3500,2500,6000
050801010100308026,1,050801010100308,2. URBAN,1041.706077348066,5. SOMALI,08,01,1,1,003,08,26,3. GROCERY/LOCAL MERCHANT,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,6. FEBRUARY,2011,5. EVERY SIX MONTHS,1. YES,,,3000,0,3000
050801010100308038,1,050801010100308,2. URBAN,1041.706077348066,5. SOMALI,08,01,1,1,003,08,38,3. GROCERY/LOCAL MERCHANT,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,10. JUNE,2011,3. MONTHLY,1. YES,,,2500,0,2500
050801010100308146,1,050801010100308,2. URBAN,1041.706077348066,5. SOMALI,08,01,1,1,003,08,146,2. NEIGHBOR,,1,,7. PURCHASE NON-FARM INPUTS,,1,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,4. DECEMBER,2012,3000,0,3000
050801010100308158,1,050801010100308,2. URBAN,1041.706077348066,5. SOMALI,08,01,1,1,003,08,158,2. NEIGHBOR,,1,,11. HEALTH & EDUCATION EXPENDITURE,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,8. APRIL,2012,4800,0,4800
050805088800704003,1,050805088800704,1. RURAL,3082.559509803922,5. SOMALI,08,05,8,88,007,04,3,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,3. MONTHLY,2. NO,10. JUNE,2011,0,0,0
050805088800704017,1,050805088800704,1. RURAL,3082.559509803922,5. SOMALI,08,05,8,88,007,04,17,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,4. EVERY THREE MONTHS,1. YES,,,0,0,0
050805088800704101,1,050805088800704,1. RURAL,3082.559509803922,5. SOMALI,08,05,8,88,007,04,101,3. GROCERY/LOCAL MERCHANT,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,3. NOVEMBER,2013,3500,0,3500
050907088800903007,1,050907088800903,1. RURAL,854.3818646232439,5. SOMALI,09,07,8,88,009,03,7,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,2. OCTOBER,2012,2000,0,2000
050907088800903016,1,050907088800903,1. RURAL,854.3818646232439,5. SOMALI,09,07,8,88,009,03,16,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1300,0,1300
050907088800903025,1,050907088800903,1. RURAL,854.3818646232439,5. SOMALI,09,07,8,88,009,03,25,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,500,0,500
050907088800903033,1,050907088800903,1. RURAL,854.3818646232439,5. SOMALI,09,07,8,88,009,03,33,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,3. NOVEMBER,2011,3. MONTHLY,1. YES,,,1500,0,1500
050907088800903041,1,050907088800903,1. RURAL,854.3818646232439,5. SOMALI,09,07,8,88,009,03,41,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,3. NOVEMBER,2012,3000,0,3000
050907088800903049,1,050907088800903,1. RURAL,854.3818646232439,5. SOMALI,09,07,8,88,009,03,49,2. NEIGHBOR,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2010,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,3. NOVEMBER,2012,500,0,500
050907088800903057,1,050907088800903,1. RURAL,854.3818646232439,5. SOMALI,09,07,8,88,009,03,57,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,6. FEBRUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,1. SEPTEMBER,2012,3500,0,3500
050907088800903065,1,050907088800903,1. RURAL,854.3818646232439,5. SOMALI,09,07,8,88,009,03,65,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,5. JANUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,2500,0,2500
050907088800903073,1,050907088800903,1. RURAL,854.3818646232439,5. SOMALI,09,07,8,88,009,03,73,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,3. NOVEMBER,2012,3400,0,3400
051101088801203071,1,051101088801203,1. RURAL,2280.997528778778,5. SOMALI,11,01,8,88,012,03,71,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,150,150,300
060101088800403077,1,060101088800403,1. RURAL,1031.427067669173,6. BENISHANGUL GUMUZ,01,01,8,88,004,03,77,2. NEIGHBOR,,1,2,11. HEALTH & EDUCATION EXPENDITURE,,,5. JANUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,2000,200,2200
060101088800403097,1,060101088800403,1. RURAL,1031.427067669173,6. BENISHANGUL GUMUZ,01,01,8,88,004,03,97,1. RELATIVE,,1,2,11. HEALTH & EDUCATION EXPENDITURE,,,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2011,5000,0,5000
060101088800403177,1,060101088800403,1. RURAL,1031.427067669173,6. BENISHANGUL GUMUZ,01,01,8,88,004,03,177,1. RELATIVE,,1,,11. HEALTH & EDUCATION EXPENDITURE,,,6. FEBRUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,3000,0,3000
060101088800403197,1,060101088800403,1. RURAL,1031.427067669173,6. BENISHANGUL GUMUZ,01,01,8,88,004,03,197,1. RELATIVE,,1,2,3. PURCHASE INPUTS FOR OTHER CROPS,,,6. FEBRUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,200,0,200
060104010100103146,1,060104010100103,2. URBAN,483.0505494505495,6. BENISHANGUL GUMUZ,01,04,1,1,001,03,146,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,3. MONTHLY,1. YES,,,350,0,350
060104010100103176,1,060104010100103,2. URBAN,483.0505494505495,6. BENISHANGUL GUMUZ,01,04,1,1,001,03,176,2. NEIGHBOR,,1,,11. HEALTH & EDUCATION EXPENDITURE,,,2. OCTOBER,2011,3. MONTHLY,1. YES,,,3000,0,3000
060105088803201070,1,060105088803201,1. RURAL,793.9507325013564,6. BENISHANGUL GUMUZ,01,05,8,88,032,01,70,10. SACCOS,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,8. APRIL,2011,3. MONTHLY,2. NO,9. MAY,2012,10000,5000,15000
060108010100106001,1,060108010100106,2. URBAN,745.4010371650822,6. BENISHANGUL GUMUZ,01,08,1,1,001,06,1,1. RELATIVE,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1500,0,1500
060108010100106162,1,060108010100106,2. URBAN,745.4010371650822,6. BENISHANGUL GUMUZ,01,08,1,1,001,06,162,1. RELATIVE,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,7. MARCH,2011,4. EVERY THREE MONTHS,1. YES,,,1000,1000,2000
060108010100106260,1,060108010100106,2. URBAN,745.4010371650822,6. BENISHANGUL GUMUZ,01,08,1,1,001,06,260,1. RELATIVE,,1,,4. PURCHASE HOUSE/LEASE LAND FOR BUSINESS,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,400,400,800
060108010100106324,1,060108010100106,2. URBAN,745.4010371650822,6. BENISHANGUL GUMUZ,01,08,1,1,001,06,324,10. SACCOS,,1,2,4. PURCHASE HOUSE/LEASE LAND FOR BUSINESS,,,12. AUGUST,2010,3. MONTHLY,2. NO,12. AUGUST,2011,15000,2000,17000
060108010100205037,1,060108010100205,2. URBAN,339.5969410706253,6. BENISHANGUL GUMUZ,01,08,1,1,002,05,37,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,6. FEBRUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,150,0,150
060108010100205047,1,060108010100205,2. URBAN,339.5969410706253,6. BENISHANGUL GUMUZ,01,08,1,1,002,05,47,1. RELATIVE,,2,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,200,0,200
060108010100205067,1,060108010100205,2. URBAN,339.5969410706253,6. BENISHANGUL GUMUZ,01,08,1,1,002,05,67,1. RELATIVE,,1,,5. BUSINESS START-UP CAPITAL,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,200,0,200
060108010100205077,1,060108010100205,2. URBAN,339.5969410706253,6. BENISHANGUL GUMUZ,01,08,1,1,002,05,77,1. RELATIVE,,2,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2011,150,0,150
060108010100205087,1,060108010100205,2. URBAN,339.5969410706253,6. BENISHANGUL GUMUZ,01,08,1,1,002,05,87,1. RELATIVE,,1,,12. HOUSE CONSTRUCTION/MAINTENANCES,,,6. FEBRUARY,2011,5. EVERY SIX MONTHS,2. NO,12. AUGUST,2011,10000,0,10000
060108010100205097,1,060108010100205,2. URBAN,339.5969410706253,6. BENISHANGUL GUMUZ,01,08,1,1,002,05,97,1. RELATIVE,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,6. FEBRUARY,2011,5. EVERY SIX MONTHS,2. NO,12. AUGUST,2011,7000,0,7000
060108010100205137,1,060108010100205,2. URBAN,339.5969410706253,6. BENISHANGUL GUMUZ,01,08,1,1,002,05,137,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,9. MAY,2011,200,0,200
060108010100319013,1,060108010100319,2. URBAN,476.7498901098902,6. BENISHANGUL GUMUZ,01,08,1,1,003,19,13,1. RELATIVE,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,1. SEPTEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,500,0,500
060108010100319133,1,060108010100319,2. URBAN,476.7498901098902,6. BENISHANGUL GUMUZ,01,08,1,1,003,19,133,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,8. APRIL,2011,3. MONTHLY,2. NO,1. SEPTEMBER,2011,600,0,600
060108010100319148,1,060108010100319,2. URBAN,476.7498901098902,6. BENISHANGUL GUMUZ,01,08,1,1,003,19,148,1. RELATIVE,,1,,6. EXPANDING BUSINESS,,1,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1500,0,1500
060108010100319163,1,060108010100319,2. URBAN,476.7498901098902,6. BENISHANGUL GUMUZ,01,08,1,1,003,19,163,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,400,0,400
060108010100319178,1,060108010100319,2. URBAN,476.7498901098902,6. BENISHANGUL GUMUZ,01,08,1,1,003,19,178,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,200,0,200
060108010100319223,1,060108010100319,2. URBAN,476.7498901098902,6. BENISHANGUL GUMUZ,01,08,1,1,003,19,223,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,10. JUNE,2011,2. WEEKLY,1. YES,,,300,0,300
060201010100103012,1,060201010100103,2. URBAN,275.6538461538462,6. BENISHANGUL GUMUZ,02,01,1,1,001,03,12,1. RELATIVE,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,5. JANUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,5. JANUARY,2012,5000,0,5000
060201010100103032,1,060201010100103,2. URBAN,275.6538461538462,6. BENISHANGUL GUMUZ,02,01,1,1,001,03,32,1. RELATIVE,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,5. JANUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,5. JANUARY,2012,5000,0,5000
060203088802004059,1,060203088802004,1. RURAL,832.7818546365914,6. BENISHANGUL GUMUZ,02,03,8,88,020,04,59,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2011,1000,0,1000
060204020100105046,1,060204020100105,2. URBAN,381.1509971509972,6. BENISHANGUL GUMUZ,02,04,2,1,001,05,46,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,1. SEPTEMBER,2012,2400,0,2400
060205088801701021,1,060205088801701,1. RURAL,802.221052631579,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,21,7. MICROFINANCE INSTITUTION,,1,,3. PURCHASE INPUTS FOR OTHER CROPS,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,6. FEBRUARY,2011,1058,88,1146
060205088801701069,1,060205088801701,1. RURAL,802.221052631579,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,69,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,200,0,200
060205088801701093,1,060205088801701,1. RURAL,802.221052631579,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,93,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,1. SEPTEMBER,2011,2. WEEKLY,1. YES,,,500,0,500
060206020100103006,1,060206020100103,2. URBAN,293.1809693196977,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,6,1. RELATIVE,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,150,0,150
060206020100103042,1,060206020100103,2. URBAN,293.1809693196977,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,42,10. SACCOS,,1,,8. WORKING CAPITAL FOR NON-FARM ENTERPRISE,,1,7. MARCH,2011,3. MONTHLY,2. NO,7. MARCH,2012,2400,1110,3510
060206020100103096,1,060206020100103,2. URBAN,293.1809693196977,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,96,1. RELATIVE,,2,,11. HEALTH & EDUCATION EXPENDITURE,,,5. JANUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,12. AUGUST,2011,600,0,600
060206088800203023,1,060206088800203,1. RURAL,585.5628121398386,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,23,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,6. FEBRUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,9. MAY,9,160,0,160
060206088800203033,1,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,33,2. NEIGHBOR,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,50,0,50
060206088800203099,1,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,99,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,2. OCTOBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,3000,0,3000
060207030100102025,1,060207030100102,2. URBAN,327.5886287625419,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,25,1. RELATIVE,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,7. MARCH,2011,3. MONTHLY,1. YES,,,12000,0,12000
060207030100102064,1,060207030100102,2. URBAN,327.5886287625419,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,64,1. RELATIVE,,1,,4. PURCHASE HOUSE/LEASE LAND FOR BUSINESS,,,7. MARCH,2011,4. EVERY THREE MONTHS,2. NO,1. SEPTEMBER,2012,2000,0,2000
060207030100102090,1,060207030100102,2. URBAN,327.5886287625419,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,90,1. RELATIVE,,1,,8. WORKING CAPITAL FOR NON-FARM ENTERPRISE,,1,3. NOVEMBER,2011,6. ANNUALLY,2. NO,3. NOVEMBER,2012,100000,105000,205000
060207030100102116,1,060207030100102,2. URBAN,327.5886287625419,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,116,1. RELATIVE,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,8. APRIL,2011,2. WEEKLY,1. YES,,,1000,0,1000
060302010100105049,1,060302010100105,2. URBAN,220.523076923077,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,49,1. RELATIVE,,1,,6. EXPANDING BUSINESS,,1,11. JULY,2010,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,3000,0,3000
060305010100106054,1,060305010100106,2. URBAN,218.2259615384615,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,54,1. RELATIVE,,1,2,6. EXPANDING BUSINESS,,1,12. AUGUST,2010,6. ANNUALLY,1. YES,,,5000,2000,7000
