household_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,s8q01,s8q02a,s8q02b,s8q02c,s8q02d,s8q02e,s8q02f,s8q02g,s8q02h,s8q03a,s8q03b,s8q04,s8q05a,s8q05b,s8q05c,s8q06,s8q07__1,s8q07__2,s8q07__3,s8q07__4,s8q07__5,s8q07__6,s8q07__7,s8q07__8,s8q07__9,s8q07__10,s8q07__11,s8q07__12,s8q07__13,s8q07__14,s8q08_1,s8q08_2,s8q08_3,s8q08_os
140801010800119087,140801010800119,2. URBAN,1146.483771106942,14. ADDIS ABABA,08,01,1,8,001,19,87,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140801010800119107,140801010800119,2. URBAN,1146.483771106942,14. ADDIS ABABA,08,01,1,8,001,19,107,2. NO,0,2,0,0,0,0,0,0,4,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140801010800119117,140801010800119,2. URBAN,1146.483771106942,14. ADDIS ABABA,08,01,1,8,001,19,117,2. NO,0,3,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140801010800119127,140801010800119,2. URBAN,1146.483771106942,14. ADDIS ABABA,08,01,1,8,001,19,127,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140801010800119137,140801010800119,2. URBAN,1146.483771106942,14. ADDIS ABABA,08,01,1,8,001,19,137,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140801010800119147,140801010800119,2. URBAN,1146.483771106942,14. ADDIS ABABA,08,01,1,8,001,19,147,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140804010800447007,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,7,2. NO,0,0,0,0,0,0,0,0,3,3,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140804010800447012,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,12,1. YES,7,7,7,5,5,0,1,0,2,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,1. YES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
140804010800447020,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,20,2. NO,0,0,0,0,0,0,0,0,3,3,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140804010800447024,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,24,2. NO,0,0,0,0,0,0,0,0,3,3,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140804010800447033,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,33,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140804010800447036,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,36,2. NO,3,0,0,0,0,0,0,0,3,3,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140804010800447048,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,48,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140804010800447060,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,60,2. NO,1,1,1,0,0,0,0,1,2,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140804010800447072,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,72,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140804010800447084,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,84,2. NO,0,0,0,0,0,0,0,0,3,3,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140804010800447096,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,96,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140804010800447108,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,108,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140804010800447120,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,120,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140804010800447132,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,132,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140804010800447156,140804010800447,2. URBAN,1377.269465290806,14. ADDIS ABABA,08,04,1,8,004,47,156,1. YES,3,4,5,4,5,0,1,0,3,3,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140807010800749004,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,4,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140807010800749014,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,14,2. NO,0,0,0,0,0,0,0,0,4,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140807010800749024,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,24,2. NO,0,0,0,0,0,0,0,0,3,5,2. NO,1. áŠ á‹­áŠá‰³á‰¸á‹ á‹¨á‰ á‹›,2. áŠ á‹­áŠá‰³á‰¸á‹ á‹«áŠáˆ°,1. áŠ á‹­áŠá‰³á‰¸á‹ á‹¨á‰ á‹›,2. NO,,,,,,,,,,,,,,,,,,
140807010800749034,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,34,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140807010800749044,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,44,1. YES,2,2,1,1,1,2,0,0,2,3,1. YES,,,,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6. FOOD IN THE MARKET WAS VERY EXPENSIVE,11. OTHER (SPECIFY),,lack/low income/ money to buy food
140807010800749054,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,54,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140807010800749064,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,64,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140807010800749074,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,74,2. NO,0,0,0,0,0,0,0,0,4,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140807010800749084,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,84,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140807010800749094,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,94,2. NO,0,0,0,0,0,0,0,0,3,5,2. NO,1. áŠ á‹­áŠá‰³á‰¸á‹ á‹¨á‰ á‹›,2. áŠ á‹­áŠá‰³á‰¸á‹ á‹«áŠáˆ°,1. áŠ á‹­áŠá‰³á‰¸á‹ á‹¨á‰ á‹›,2. NO,,,,,,,,,,,,,,,,,,
140807010800749104,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,104,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140807010800749114,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,114,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140807010800749124,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,124,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140807010800749134,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,134,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140807010800749144,140807010800749,2. URBAN,1166.494365507104,14. ADDIS ABABA,08,07,1,8,007,49,144,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140809010800932011,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,11,1. YES,7,0,3,4,3,3,0,0,3,4,2. NO,1. áŠ á‹­áŠá‰³á‰¸á‹ á‹¨á‰ á‹›,2. áŠ á‹­áŠá‰³á‰¸á‹ á‹«áŠáˆ°,1. áŠ á‹­áŠá‰³á‰¸á‹ á‹¨á‰ á‹›,1. YES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11. OTHER (SPECIFY),,,lack/low income/ money to buy food
140809010800932025,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,25,2. NO,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140809010800932039,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,39,2. NO,0,0,0,5,0,0,0,0,2,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140809010800932053,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,53,1. YES,0,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140809010800932067,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,67,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140809010800932081,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,81,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140809010800932095,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,95,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140809010800932109,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,109,2. NO,0,0,0,0,0,0,0,0,4,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140809010800932123,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,123,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140809010800932137,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,137,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140809010800932151,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,151,1. YES,0,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140809010800932165,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,165,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140809010800932179,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,179,1. YES,3,2,3,2,3,0,0,0,2,3,1. YES,,,,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6. FOOD IN THE MARKET WAS VERY EXPENSIVE,11. OTHER (SPECIFY),,lack/low income/ money to buy food
140809010800932193,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,193,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140809010800932207,140809010800932,2. URBAN,1250.13963930806,14. ADDIS ABABA,08,09,1,8,009,32,207,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022005,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,5,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022007,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,7,2. NO,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022017,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,17,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022029,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,29,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022041,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,41,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022053,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,53,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022065,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,65,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022077,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,77,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022101,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,101,2. NO,0,0,0,0,0,0,0,0,3,3,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022113,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,113,2. NO,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022125,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,125,2. NO,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022137,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,137,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022161,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,161,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022173,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,173,2. NO,0,0,0,0,0,0,0,0,3,3,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801022185,140810010801022,2. URBAN,1575.660654885655,14. ADDIS ABABA,08,10,1,8,010,22,185,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801057003,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,3,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801057004,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,4,2. NO,0,0,0,0,0,0,0,0,,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801057012,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,12,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801057020,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,20,2. NO,0,0,0,0,0,0,0,0,3,5,2. NO,1. áŠ á‹­áŠá‰³á‰¸á‹ á‹¨á‰ á‹›,1. áŠ á‹­áŠá‰³á‰¸á‹ á‹¨á‰ á‹›,1. áŠ á‹­áŠá‰³á‰¸á‹ á‹¨á‰ á‹›,2. NO,,,,,,,,,,,,,,,,,,
140810010801057036,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,36,2. NO,0,0,0,0,0,0,0,0,4,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801057044,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,44,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801057052,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,52,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801057068,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,68,2. NO,0,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801057076,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,76,2. NO,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801057084,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,84,2. NO,0,0,0,0,0,0,0,0,4,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801057092,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,92,2. NO,0,0,0,0,0,0,0,0,4,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801057100,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,100,2. NO,0,0,0,0,0,0,0,0,4,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801057108,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,108,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801057116,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,116,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140810010801057124,140810010801057,2. URBAN,1260.000553846154,14. ADDIS ABABA,08,10,1,8,010,57,124,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140812010801246001,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,1,2. NO,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140812010801246014,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,14,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140812010801246019,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,19,2. NO,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140812010801246031,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,31,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140812010801246043,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,43,1. YES,7,7,7,7,7,0,0,0,2,99. NO PEOPLE IN THE AGE GROUP,2. NO,1. áŠ á‹­áŠá‰³á‰¸á‹ á‹¨á‰ á‹›,2. áŠ á‹­áŠá‰³á‰¸á‹ á‹«áŠáˆ°,1. áŠ á‹­áŠá‰³á‰¸á‹ á‹¨á‰ á‹›,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
140812010801246055,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,55,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140812010801246067,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,67,2. NO,0,0,0,0,0,0,0,0,,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140812010801246079,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,79,2. NO,0,0,0,0,0,0,0,0,,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140812010801246091,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,91,2. NO,0,0,0,0,0,0,0,0,,,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140812010801246103,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,103,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140812010801246115,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,115,2. NO,0,0,0,0,0,0,0,0,,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140812010801246127,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,127,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140812010801246139,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,139,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140812010801246151,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,151,2. NO,0,0,0,0,0,0,0,0,3,5,2. NO,2. áŠ á‹­áŠá‰³á‰¸á‹ á‹«áŠáˆ°,2. áŠ á‹­áŠá‰³á‰¸á‹ á‹«áŠáˆ°,1. áŠ á‹­áŠá‰³á‰¸á‹ á‹¨á‰ á‹›,2. NO,,,,,,,,,,,,,,,,,,
140812010801246175,140812010801246,2. URBAN,1793.829053254437,14. ADDIS ABABA,08,12,1,8,012,46,175,2. NO,0,0,0,0,0,0,0,0,4,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140813010801344005,140813010801344,2. URBAN,1319.925155925156,14. ADDIS ABABA,08,13,1,8,013,44,5,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140813010801344018,140813010801344,2. URBAN,1319.925155925156,14. ADDIS ABABA,08,13,1,8,013,44,18,1. YES,2,3,7,0,7,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11. OTHER (SPECIFY),,,lack of jobs/ Unemployment
140813010801344031,140813010801344,2. URBAN,1319.925155925156,14. ADDIS ABABA,08,13,1,8,013,44,31,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140813010801344044,140813010801344,2. URBAN,1319.925155925156,14. ADDIS ABABA,08,13,1,8,013,44,44,2. NO,0,0,0,0,0,0,0,0,4,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140813010801344057,140813010801344,2. URBAN,1319.925155925156,14. ADDIS ABABA,08,13,1,8,013,44,57,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
140813010801344070,140813010801344,2. URBAN,1319.925155925156,14. ADDIS ABABA,08,13,1,8,013,44,70,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
