"household_id","ea_id","saq14","pw_w4","saq01","saq02","saq03","saq04","saq05","saq06","saq07","saq08","saq09","saq11","saq12","saq13","saq17","saq18","InterviewStart","saq21"
"070205088801202095","070205088801202",1,6905.9525,7,"02","05",8,88,"012","02",95,7,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-24T21:14:19","**CONFIDENTIAL**"
"070205088801202107","070205088801202",1,6905.9525,7,"02","05",8,88,"012","02",107,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-24T16:15:49","**CONFIDENTIAL**"
"070205088801202119","070205088801202",1,6905.9525,7,"02","05",8,88,"012","02",119,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-28T16:14:42","**CONFIDENTIAL**"
"070210088801703007","070210088801703",1,633.573623853211,7,"02","10",8,88,"017","03",7,8,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-02T13:41:21","**CONFIDENTIAL**"
"070210088801703009","070210088801703",1,6652.52305045872,7,"02","10",8,88,"017","03",9,9,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T08:01:51","**CONFIDENTIAL**"
"070210088801703019","070210088801703",1,6652.52305045872,7,"02","10",8,88,"017","03",19,7,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-12T10:44:12","**CONFIDENTIAL**"
"070210088801703029","070210088801703",1,6652.52305045872,7,"02","10",8,88,"017","03",29,7,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-03T13:45:11","**CONFIDENTIAL**"
"070210088801703039","070210088801703",1,6652.52305045872,7,"02","10",8,88,"017","03",39,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T09:03:23","**CONFIDENTIAL**"
"070210088801703049","070210088801703",1,6652.52305045872,7,"02","10",8,88,"017","03",49,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T11:44:24","**CONFIDENTIAL**"
"070210088801703059","070210088801703",1,6652.52305045872,7,"02","10",8,88,"017","03",59,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T14:18:44","**CONFIDENTIAL**"
"070210088801703069","070210088801703",1,6652.52305045872,7,"02","10",8,88,"017","03",69,11,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T12:15:06","**CONFIDENTIAL**"
"070210088801703079","070210088801703",1,6652.52305045872,7,"02","10",8,88,"017","03",79,7,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-01T16:11:37","**CONFIDENTIAL**"
"070210088801703089","070210088801703",1,6652.52305045872,7,"02","10",8,88,"017","03",89,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-02T10:16:50","**CONFIDENTIAL**"
"070210088801703099","070210088801703",1,6652.52305045872,7,"02","10",8,88,"017","03",99,7,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T09:52:29","**CONFIDENTIAL**"
"070211010100614004","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",4,7,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-27T15:25:34","**CONFIDENTIAL**"
"070211010100614012","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",12,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-15T15:45:07","**CONFIDENTIAL**"
"070211010100614020","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",20,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T16:37:03","**CONFIDENTIAL**"
"070211010100614028","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",28,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-25T09:44:34","**CONFIDENTIAL**"
"070211010100614036","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",36,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-19T15:03:39","**CONFIDENTIAL**"
"070211010100614044","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",44,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-18T13:10:52","**CONFIDENTIAL**"
"070211010100614052","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",52,9,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-11T09:03:04","**CONFIDENTIAL**"
"070211010100614060","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",60,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-11T08:48:39","**CONFIDENTIAL**"
"070211010100614068","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",68,12,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T15:42:23","**CONFIDENTIAL**"
"070211010100614076","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",76,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-09T16:48:11","**CONFIDENTIAL**"
"070211010100614084","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",84,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-12T08:36:10","**CONFIDENTIAL**"
"070211010100614092","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",92,8,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-23T14:43:46","**CONFIDENTIAL**"
"070211010100614100","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",100,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-12T17:46:49","**CONFIDENTIAL**"
"070211010100614108","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",108,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-23T14:08:57","**CONFIDENTIAL**"
"070211010100614116","070211010100614",2,3340.77111111111,7,"02","11",1,1,"006","14",116,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T16:49:01","**CONFIDENTIAL**"
"070302088800701006","070302088800701",1,7370.77622596154,7,"03","02",8,88,"007","01",6,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-10T06:40:45","**CONFIDENTIAL**"
"070302088800701016","070302088800701",1,7370.77622596154,7,"03","02",8,88,"007","01",16,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-21T04:43:08","**CONFIDENTIAL**"
"070302088800701026","070302088800701",1,7370.77622596154,7,"03","02",8,88,"007","01",26,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T06:44:56","**CONFIDENTIAL**"
"070302088800701036","070302088800701",1,7370.77622596154,7,"03","02",8,88,"007","01",36,8,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T04:39:55","**CONFIDENTIAL**"
"070302088800701046","070302088800701",1,7370.77622596154,7,"03","02",8,88,"007","01",46,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T04:25:30","**CONFIDENTIAL**"
"070302088800701056","070302088800701",1,7370.77622596154,7,"03","02",8,88,"007","01",56,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T04:39:32","**CONFIDENTIAL**"
"070302088800701066","070302088800701",1,7370.77622596154,7,"03","02",8,88,"007","01",66,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-12T03:11:10","**CONFIDENTIAL**"
"070302088800701076","070302088800701",1,7370.77622596154,7,"03","02",8,88,"007","01",76,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-10T03:40:54","**CONFIDENTIAL**"
"070302088800701086","070302088800701",1,7370.77622596154,7,"03","02",8,88,"007","01",86,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-24T10:20:52","**CONFIDENTIAL**"
"070302088800701096","070302088800701",1,7370.77622596154,7,"03","02",8,88,"007","01",96,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-24T09:03:58","**CONFIDENTIAL**"
"070305088801101011","070305088801101",1,7081.52756355932,7,"03","05",8,88,"011","01",11,7,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-22T10:43:09","**CONFIDENTIAL**"
"070305088801101023","070305088801101",1,7081.52756355932,7,"03","05",8,88,"011","01",23,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T12:23:34","**CONFIDENTIAL**"
"070305088801101035","070305088801101",1,7081.52756355932,7,"03","05",8,88,"011","01",35,9,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T14:02:15","**CONFIDENTIAL**"
"070305088801101047","070305088801101",1,7081.52756355932,7,"03","05",8,88,"011","01",47,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-18T11:40:10","**CONFIDENTIAL**"
"070305088801101059","070305088801101",1,7081.52756355932,7,"03","05",8,88,"011","01",59,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-17T09:51:45","**CONFIDENTIAL**"
"070305088801101071","070305088801101",1,7081.52756355932,7,"03","05",8,88,"011","01",71,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-17T13:40:55","**CONFIDENTIAL**"
"070305088801101083","070305088801101",1,7081.52756355932,7,"03","05",8,88,"011","01",83,8,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-23T17:26:33","**CONFIDENTIAL**"
"070305088801101095","070305088801101",1,7081.52756355932,7,"03","05",8,88,"011","01",95,8,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-19T09:38:13","**CONFIDENTIAL**"
"070305088801101107","070305088801101",1,7081.52756355932,7,"03","05",8,88,"011","01",107,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T10:35:49","**CONFIDENTIAL**"
"070305088801101119","070305088801101",1,7081.52756355932,7,"03","05",8,88,"011","01",119,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-12T09:38:58","**CONFIDENTIAL**"
"070309010100307008","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",8,8,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-12T10:14:45","**CONFIDENTIAL**"
"070309010100307021","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",21,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-12T14:35:22","**CONFIDENTIAL**"
"070309010100307034","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",34,9,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T17:02:05","**CONFIDENTIAL**"
"070309010100307047","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",47,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T14:38:43","**CONFIDENTIAL**"
"070309010100307060","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",60,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T14:45:48","**CONFIDENTIAL**"
"070309010100307073","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",73,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-17T12:59:03","**CONFIDENTIAL**"
"070309010100307086","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",86,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-17T15:36:51","**CONFIDENTIAL**"
"070309010100307099","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",99,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T10:04:11","**CONFIDENTIAL**"
"070309010100307112","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",112,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T12:12:17","**CONFIDENTIAL**"
"070309010100307125","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",125,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-01T09:40:55","**CONFIDENTIAL**"
"070309010100307138","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",138,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-25T09:59:27","**CONFIDENTIAL**"
"070309010100307151","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",151,10,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-25T11:32:03","**CONFIDENTIAL**"
"070309010100307164","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",164,11,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-27T11:09:02","**CONFIDENTIAL**"
"070309010100307177","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",177,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-27T14:02:16","**CONFIDENTIAL**"
"070309010100307190","070309010100307",2,3632.38401035444,7,"03","09",1,1,"003","07",190,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-25T15:15:30","**CONFIDENTIAL**"
"070403088802407009","070403088802407",1,6708.63957142857,7,"04","03",8,88,"024","07",9,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-12T10:41:55","**CONFIDENTIAL**"
"070403088802407021","070403088802407",1,6708.63957142857,7,"04","03",8,88,"024","07",21,8,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-12T11:58:31","**CONFIDENTIAL**"
"070403088802407033","070403088802407",1,6708.63957142857,7,"04","03",8,88,"024","07",33,7,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T10:34:46","**CONFIDENTIAL**"
"070403088802407045","070403088802407",1,6708.63957142857,7,"04","03",8,88,"024","07",45,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-12T12:50:48","**CONFIDENTIAL**"
"070403088802407057","070403088802407",1,6708.63957142857,7,"04","03",8,88,"024","07",57,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T22:23:40","**CONFIDENTIAL**"
"070403088802407069","070403088802407",1,6708.63957142857,7,"04","03",8,88,"024","07",69,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-12T13:26:20","**CONFIDENTIAL**"
"070403088802407081","070403088802407",1,6708.63957142857,7,"04","03",8,88,"024","07",81,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T10:47:39","**CONFIDENTIAL**"
"070403088802407093","070403088802407",1,6708.63957142857,7,"04","03",8,88,"024","07",93,8,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T11:53:03","**CONFIDENTIAL**"
"070403088802407105","070403088802407",1,6708.63957142857,7,"04","03",8,88,"024","07",105,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T12:54:37","**CONFIDENTIAL**"
"070403088802407117","070403088802407",1,6708.63957142857,7,"04","03",8,88,"024","07",117,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-13T13:07:13","**CONFIDENTIAL**"
"070407088801207011","070407088801207",1,6954.93088652482,7,"04","07",8,88,"012","07",11,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-09-05T19:47:01","**CONFIDENTIAL**"
"070407088801207025","070407088801207",1,6954.93088652482,7,"04","07",8,88,"012","07",25,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-09-06T01:02:47","**CONFIDENTIAL**"
"070407088801207039","070407088801207",1,6954.93088652482,7,"04","07",8,88,"012","07",39,7,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-09-04T10:24:16","**CONFIDENTIAL**"
"070407088801207053","070407088801207",1,6954.93088652482,7,"04","07",8,88,"012","07",53,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-09-04T22:55:05","**CONFIDENTIAL**"
"070407088801207067","070407088801207",1,6954.93088652482,7,"04","07",8,88,"012","07",67,9,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-09-05T08:02:31","**CONFIDENTIAL**"
"070407088801207081","070407088801207",1,6954.93088652482,7,"04","07",8,88,"012","07",81,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-09-05T07:44:19","**CONFIDENTIAL**"
"070407088801207085","070407088801207",1,489.783865248227,7,"04","07",8,88,"012","07",85,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-09-05T07:57:45","**CONFIDENTIAL**"
"070407088801207096","070407088801207",1,6954.93088652482,7,"04","07",8,88,"012","07",96,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-09-04T11:57:54","**CONFIDENTIAL**"
"070407088801207110","070407088801207",1,6954.93088652482,7,"04","07",8,88,"012","07",110,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-09-05T07:54:28","**CONFIDENTIAL**"
"070407088801207124","070407088801207",1,6954.93088652482,7,"04","07",8,88,"012","07",124,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-09-04T09:09:38","**CONFIDENTIAL**"
"070407088801207138","070407088801207",1,6954.93088652482,7,"04","07",8,88,"012","07",138,7,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-09-05T07:58:02","**CONFIDENTIAL**"
"070409010100108004","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",4,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-22T11:00:31","**CONFIDENTIAL**"
"070409010100108006","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",6,13,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-15T15:58:06","**CONFIDENTIAL**"
"070409010100108008","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",8,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-17T11:14:38","**CONFIDENTIAL**"
"070409010100108011","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",11,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-26T16:42:47","**CONFIDENTIAL**"
"070409010100108017","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",17,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-22T09:59:35","**CONFIDENTIAL**"
"070409010100108030","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",30,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-25T09:18:36","**CONFIDENTIAL**"
"070409010100108043","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",43,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-23T08:51:41","**CONFIDENTIAL**"
"070409010100108056","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",56,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-23T17:18:49","**CONFIDENTIAL**"
"070409010100108080","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",80,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-18T09:25:58","**CONFIDENTIAL**"
"070409010100108082","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",82,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-24T15:10:39","**CONFIDENTIAL**"
"070409010100108109","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",109,9,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-25T12:05:02","**CONFIDENTIAL**"
"070409010100108122","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",122,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-22T16:15:30","**CONFIDENTIAL**"
"070409010100108148","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",148,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-21T15:50:34","**CONFIDENTIAL**"
"070409010100108174","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",174,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-25T10:41:07","**CONFIDENTIAL**"
"070409010100108186","070409010100108",2,2197.65329644998,7,"04","09",1,1,"001","08",186,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-06T08:09:41","**CONFIDENTIAL**"
"070410088800810008","070410088800810",1,6841.41088785047,7,"04","10",8,88,"008","10",8,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","##N/A##","**CONFIDENTIAL**"
"070410088800810018","070410088800810",1,6841.41088785047,7,"04","10",8,88,"008","10",18,8,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-14T13:45:19","**CONFIDENTIAL**"
"070410088800810028","070410088800810",1,6841.41088785047,7,"04","10",8,88,"008","10",28,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T09:59:24","**CONFIDENTIAL**"
"070410088800810038","070410088800810",1,6841.41088785047,7,"04","10",8,88,"008","10",38,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-07T13:02:06","**CONFIDENTIAL**"
"070410088800810048","070410088800810",1,6841.41088785047,7,"04","10",8,88,"008","10",48,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","##N/A##","**CONFIDENTIAL**"
"070410088800810058","070410088800810",1,6841.41088785047,7,"04","10",8,88,"008","10",58,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-21T10:27:40","**CONFIDENTIAL**"
"070410088800810068","070410088800810",1,6841.41088785047,7,"04","10",8,88,"008","10",68,7,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","##N/A##","**CONFIDENTIAL**"
"070410088800810078","070410088800810",1,6841.41088785047,7,"04","10",8,88,"008","10",78,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2015-01-09T05:08:10","**CONFIDENTIAL**"
"070410088800810088","070410088800810",1,6841.41088785047,7,"04","10",8,88,"008","10",88,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","##N/A##","**CONFIDENTIAL**"
