household_id,ii4_resp_id,phw1,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,ea_id,cs_startdate,cs_submissiondate,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,bi_locchange,bi_same_hhh,kn1_heard,kn2_meas_handwash,kn2_meas_handshake,kn2_meas_maskglove,kn2_meas_travel,kn2_meas_stayhome,kn2_meas_gatherings,kn2_meas_distance,kn2_meas_facetouch,kn3_gov,kn3_gov_1,kn3_gov_2,kn3_gov_3,kn3_gov_4,kn3_gov_5,kn3_gov_6,kn3_gov_7,kn3_gov_8,kn3_gov_9,kn3_gov_10,kn3_gov_11,kn3_gov_12,kn3_gov_0,kn3_gov__98,kn3_gov__99,kn3_gov__96,kn3_gov_other,bh1_handwash,bh2_handshake,bh3_gatherings,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac3_sch_child,ac4_sch_girls,ac4_sch_boys,ac4_2_edu,ac5_edu_type,ac5_edu_type_1,ac5_edu_type_2,ac5_edu_type_3,ac5_edu_type_4,ac5_edu_type_5,ac5_edu_type__98,ac5_edu_type__99,ac5_edu_type__96,ac5_edu_type_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em12_work_cur_able,em13_work_cur_notable_paid,em14_work_cur_notable_why,em14_work_cur_notable_why_other,em15_bus,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why__96,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why__96,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_rem_for,lc2_rem_for_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope_0,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope__96,lc4_total_chg_cope_other,fi7_outoffood,fi8_hungrynoteat,fi6_noteatfullday,as1_assist_type,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type_0,as1_assist_type__98,as1_assist_type__99,as1_assist_type__96,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,key
140710010701008062,1,1638.4305419921875,Urban,8,62,2,Addis Ababa,7,10,1,7,10,140710010701008,2020-04-30T19:50:50Z,2020-04-30T22:39:46Z,Female,25,Round 1 (Baseline),1,"No, different Village/Subkebele",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,No,Increase in price,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",No,,,,,,,.,Yes,Lost job/no business because of coronavirus,,Industry/manufacturing,,Employee (Private Sector),,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,,Reduced,4 11,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:818c1453-cd08-4611-adc8-50f43e608f9b
140710010701008072,1,1792.348388671875,Urban,8,72,2,Addis Ababa,7,10,1,7,10,140710010701008,2020-04-30T14:00:42Z,2020-04-30T18:28:01Z,Female,24,Round 1 (Baseline),1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,No,Yes,Construction,,Employee (Private Sector),,Yes,,.,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,Yes,Unrelated to coronavirus,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed a little difficulty speaking or understanding the language,Very confident,uuid:bb9b4bfb-bee0-48fc-b8a0-4abb1249c799
140710010701008082,1,2389.75048828125,Urban,8,82,1,Addis Ababa,7,10,1,7,10,140710010701008,2020-04-30T14:34:04Z,2020-04-30T18:28:21Z,Male,30,Round 1 (Baseline),1,"No, different Village/Subkebele",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,1,,No,,,,,,,,,,,No,,,,No,Yes,Industry/manufacturing,,Self-Employed,,Yes,,.,,,,,,,,,,,,Yes,"Restaurants, hotels, bars, cafes",,No income,,2,No,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:52678fbe-5ace-4615-85e8-5a75dd900ef2
140710010701008092,1,1638.4305419921875,Urban,8,92,1,Addis Ababa,7,10,1,7,10,140710010701008,2020-05-01T12:39:47Z,2020-05-01T14:16:47Z,Female,39,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,,1,Yes,3,No,No,Yes,No,No,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,Agriculture,,Employee (UPSNP Public Works),,Yes,,.,,,,,,,,No,"Yes, full normal payment",Business or Government Closed,,Yes,Wholesale and retail trade,,No income,,3 7,No,No,Yes,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,Yes,Total (100%) loss,Yes,Stayed the same,No,,No,,Yes,Stayed the same,No,,Yes,Total (100%) loss,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:d109e9e9-cd9e-42c6-a278-256979693f4e
140710010701008112,2,2389.75048828125,Urban,8,112,1,Addis Ababa,7,10,1,7,10,140710010701008,2020-04-30T14:50:38Z,2020-04-30T18:28:47Z,Male,32,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,No,No,,,,,,,.,No,,,,,,,,,,,Yes,Construction,,Less than usual,Decreased by less than half of the usual income,1,Yes,No,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:cc107c14-3ea7-4bc9-a9cd-f5332b74aac7
140710010701008122,1,1519.389404296875,Urban,8,122,1,Addis Ababa,7,10,1,7,10,140710010701008,2020-04-30T17:02:15Z,2020-04-30T18:29:31Z,Male,52,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,2,,Yes,3,No,No,Yes,No,No,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,Construction,,Employee (Private Sector),,Yes,,.,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Increased,No,,No,,Yes,Reduced,Yes,Stayed the same,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:99675431-918b-4d20-888b-e2474161821a
140710010701008132,1,1638.4305419921875,Urban,8,132,1,Addis Ababa,7,10,1,7,10,140710010701008,2020-04-30T15:18:49Z,2020-04-30T18:29:06Z,Male,58,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8 10,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,,1,No,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Industry/manufacturing,,Employee (Private Sector),,Yes,,.,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:6c9cab17-03f5-4e81-a805-9ae91b6ce25f
140710010701008142,1,1792.348388671875,Urban,8,142,1,Addis Ababa,7,10,1,7,10,140710010701008,2020-05-01T13:02:42Z,2020-05-01T14:17:15Z,Male,26,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 6 10 12,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Construction,,Self-Employed,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:33b0b773-469c-41e3-9df6-91810fca1d80
140710010701008152,1,1638.4305419921875,Urban,8,152,1,Addis Ababa,7,10,1,7,10,140710010701008,2020-05-01T13:22:44Z,2020-05-01T14:17:34Z,Male,31,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12 -96,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Declared a State of Emergency,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,1,,Yes,4,No,No,No,Yes,No,No,No,No,,No,,,,No,Yes,Industry/manufacturing,,Self-Employed,,Yes,,.,,,,,,,,,,,,Yes,Industry/manufacturing,,No income,,4,No,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,Yes,Total (100%) loss,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:cc7588c9-19cf-4012-bad0-3aea3ef1f9f5
140711010701116012,1,2113.728515625,Urban,16,12,1,Addis Ababa,7,11,1,7,11,140711010701116,2020-05-02T12:24:47Z,2020-05-02T18:31:10Z,Male,24,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 -96,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Limited Capacity Allowed in Public Transport,Yes,Yes,No,Not Applicable (did not need to buy medicine),,,No,Increase in price,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Other services (specify),Priest/Religious Role,Employee (NGO/Intl Organization),,Yes,,.,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:8c69dafa-3fcb-496a-86d8-e8ada2bce069
140711010701116031,1,2398.231689453125,Urban,16,31,1,Addis Ababa,7,11,1,7,11,140711010701116,2020-05-02T11:15:46Z,2020-05-02T12:31:02Z,Female,24,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9 10 11 12,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,No,No,,,,,,,.,Yes,Ill,,Wholesale and retail trade,,Employee (Private Sector),,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Total (100%) loss,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,Yes,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:1abae0d3-9469-4e64-a60f-860e4f08c40a
140711010701116122,1,3344.81884765625,Urban,16,122,1,Addis Ababa,7,11,1,7,11,140711010701116,2020-05-11T15:18:05Z,2020-05-11T19:51:18Z,Female,26,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 2 12,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,No,No,,,,,,,.,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:8eb5ed81-f3cf-4981-9241-3fc555c29bb5
140711010701116145,1,2113.728515625,Urban,16,145,1,Addis Ababa,7,11,1,7,11,140711010701116,2020-05-02T10:19:17Z,2020-05-02T12:30:46Z,Male,30,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 11 12,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Member of Cooperate,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:6bde16e0-1ac9-4253-b2b9-0d7bdc175b6c
140711010701116161,1,2113.728515625,Urban,16,161,1,Addis Ababa,7,11,1,7,11,140711010701116,2020-05-02T12:11:38Z,2020-05-02T12:32:15Z,Male,30,Round 1 (Baseline),2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8 10 11,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Government),,Yes,,.,,,,,,,,No,"Yes, full normal payment",Annual leave (forced or voluntary),,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:964d194b-dc84-44e7-b3df-879280794377
140711010701116178,1,2113.728515625,Urban,16,178,1,Addis Ababa,7,11,1,7,11,140711010701116,2020-05-11T17:11:19Z,2020-05-11T18:59:57Z,Male,47,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 2 11 12,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,,1,Yes,1,Yes,No,No,No,No,No,No,No,,No,,,,No,No,,,,,,,.,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:c582d085-c6bc-4dc0-bff6-8ada63fa3fd5
140711010701116200,2,2398.231689453125,Urban,16,200,1,Addis Ababa,7,11,1,7,11,140711010701116,2020-05-11T15:29:18Z,2020-05-11T19:04:44Z,Male,27,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 2 12,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,No,,,,,,,,,,,,,,No,,,,No,No,,,,,,,.,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,Yes,Stayed the same,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:53e555f5-1835-47e0-9225-f31d99c791f6
140711010701116221,1,2113.728515625,Urban,16,221,1,Addis Ababa,7,11,1,7,11,140711010701116,2020-05-02T14:15:40Z,2020-05-02T14:33:57Z,Male,34,Round 1 (Baseline),2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9 10 11 12,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,1,,No,,,,,,,,,,,No,,,,No,Yes,Public administration (government),,Employee (Government),,Yes,,.,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:8c75f5c6-2ba3-4278-8bfc-c270b9ba941c
140711010701116239,1,2398.231689453125,Urban,16,239,1,Addis Ababa,7,11,1,7,11,140711010701116,2020-05-02T18:02:05Z,2020-05-02T18:20:27Z,Male,32,Round 1 (Baseline),3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 11 12,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",No,,,,,,,.,Yes,Lost job/no business because of coronavirus,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Private Sector),,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Total (100%) loss,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:f0302042-2780-411f-a68c-f4e2afb75b90
140711010701116272,1,1932.2122802734375,Urban,16,272,1,Addis Ababa,7,11,1,7,11,140711010701116,2020-05-02T12:36:21Z,2020-05-02T12:54:29Z,Male,32,Round 1 (Baseline),2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,Yes,Yes,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",No,,,,,,,.,Yes,Temporarily absent,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Private Sector),,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,Yes,Stayed the same,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:f3efa776-3e8e-41b6-960c-6f34d2cdb15d
