household_id,phw5,cs4_sector,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_subcityid,cs3b_kebeleid,ea_id,key,cs_startdate,cs_submissiondate,cs3c_cityid,cs5_eaid,cs6_hhid,cs7_hhh_id,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,ii4_resp_same,ii4_resp_id,ii4_resp_gender,ii4_resp_age,ii4_resp_relhhh,bi_same_hhh,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac3a_pri_sch_child,ac4a_pri_child,ac5a_pri_edu_type,ac5a_pri_edu_type_1,ac5a_pri_edu_type_2,ac5a_pri_edu_type_3,ac5a_pri_edu_type_4,ac5a_pri_edu_type_5,ac5a_pri_edu_type__96,ac5a_pri_edu_type__98,ac5a_pri_edu_type__99,ac5a_pri_edu_type_other,ac3b_sec_sch_child,ac4b_sec_child,ac5b_sec_edu_type,ac5b_sec_edu_type_1,ac5b_sec_edu_type_2,ac5b_sec_edu_type_3,ac5b_sec_edu_type_4,ac5b_sec_edu_type_5,ac5b_sec_edu_type__96,ac5b_sec_edu_type__98,ac5b_sec_edu_type__99,ac5b_sec_edu_type_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em12_work_cur_able,em13_work_cur_notable_paid,em14_work_cur_notable_why,em14_work_cur_notable_why_other,em15_bus,em15a_bus_prev,em15b_bus_prev_closed,em15b_bus_prev_closed_other,em15c_bus_new,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why__96,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why__96,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_rem_for,lc2_rem_for_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_0,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope__96,lc4_total_chg_cope_other,fi1_enough,fi2_healthy,fi3_fewkinds,fi4_skipmeal,fi5_ateless,fi6_noteatfullday,fi7_outoffood,fi8_hungrynoteat,as1_assist_type,as1_assist_type_0,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type__98,as1_assist_type__99,as1_assist_type__96,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,as5_assist_fair,as6_assist_tension,ag1_crops,ag2_crops_able,ag3_crops_reas,ag3_crops_reas_1,ag3_crops_reas_2,ag3_crops_reas_3,ag3_crops_reas_4,ag3_crops_reas_5,ag3_crops_reas_6,ag3_crops_reas_7,ag3_crops_reas_8,ag3_crops_reas_9,ag3_crops_reas__96,ag3_crops_reas__98,ag3_crops_reas__99,ag3_crops_reas_other,ag4_crops_reas_fert,ag4_crops_reas_fert_other,ag5_crops_reas_seeds,ag5_crops_reas_seeds_other,ls1_livestock,ls2_type,ls2_type_1,ls2_type_2,ls2_type_3,ls2_type_4,ls2_type_5,ls2_type_6,ls2_type__96,ls2_type_other,ls3_covid,ls4_covid_impact,ls4_covid_impact_1,ls4_covid_impact_2,ls4_covid_impact_3,ls4_covid_impact_4,ls4_covid_impact__96,ls4_covid_impact_other,ls5_usual,ls6_revenue_chg,ls7_since_covid,ls8_because_covid,ls9_sell_able,ls10_sell_cond,ls11_sell_price,ls12_sell_notable,ls12_sell_notable_1,ls12_sell_notable_2,ls12_sell_notable_3,ls12_sell_notable_4,ls12_sell_notable_5,ls12_sell_notable_6,ls12_sell_notable__96,ls12_sell_notable_other,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident
140711010701116272,2058.200439453125,Urban,Addis Ababa,7,11,7,11,140711010701116,uuid:231b2b1c-1120-464c-9700-6a852f7c7cca,2020-09-03T10:39:11Z,2020-09-03T08:45:17Z,1,16,272,1,Male,39,Round 5,4,1,1,Male,39,Head,Yes,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,1,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Private Sector),,Yes,,,Yes,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Private Sector),,Yes,,,,Yes,Yes,,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Less than usual,Decreased by about half (50%) of the usual income,1,Yes,No,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,No,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701250006,1088.443359375,Urban,Addis Ababa,7,12,7,12,140712010701250,uuid:56f7f5de-e7fd-44ed-9493-6496aef7b9dc,2020-09-03T09:28:08Z,2020-09-03T06:44:40Z,1,50,6,1,Male,51,Round 5,4,1,2,Female,48,Spouse,Yes,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,1 2 5,Yes,Yes,No,No,Yes,No,No,No,,No,,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Education and Health,,Employee (NGO/Intl Organization),,Yes,,,Yes,,,Education and Health,,Employee (NGO/Intl Organization),,Yes,,,,No,No,Usual place of business closed because of coronavirus,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,Yes,Related to coronavirus,No,,No,,Yes,Reduced,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,,Reduced,9 10,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,Yes,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701250015,1213.39697265625,Urban,Addis Ababa,7,12,7,12,140712010701250,uuid:a4155466-a55a-4342-9ac0-fdf5f03a07bb,2020-09-02T13:48:21Z,2020-09-02T11:06:57Z,1,50,15,1,Female,60,Round 5,1,1,5,Female,21,Brother/Sister-in-Law,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,No,Decrease in regular income,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,,,,,,,,,Yes,Yes,1 2 3,Yes,Yes,Yes,No,No,No,No,No,,No,,,,No,No,,,,,,,,No,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701250024,1088.443359375,Urban,Addis Ababa,7,12,7,12,140712010701250,uuid:03c2b6be-bee0-4afd-8fb2-a21b794c044e,2020-09-09T19:41:23Z,2020-09-14T22:19:30Z,1,50,24,2,Male,29,Round 5,1,1,1,Female,26,Spouse,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",No,,,,,,,,No,,,,,,,,,,,Yes,,,,Yes,"Transport services (taxi, bus, bajaj, truck, etc.)",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701250051,1088.443359375,Urban,Addis Ababa,7,12,7,12,140712010701250,uuid:9ed99eb5-f90a-44e1-8923-e2c582de64eb,2020-09-03T13:36:24Z,2020-09-03T13:26:41Z,1,50,51,1,Male,35,Round 5,1,1,1,Male,35,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Other services (specify),Banking/Finance/Realty/Insurance,Self-Employed,,Yes,,,Yes,,,Other services (specify),Banking/Finance/Realty/Insurance,Self-Employed,,,,,,Yes,Yes,,,,Wholesale and retail trade,,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701250060,1213.39697265625,Urban,Addis Ababa,7,12,7,12,140712010701250,uuid:5b63be05-4dfd-4442-82b3-7ddb9b60b8c0,2020-09-04T16:18:51Z,2020-09-04T14:34:03Z,1,50,60,1,Male,36,Round 5,2,1,1,Male,36,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Private Sector),,Yes,,,Yes,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Private Sector),,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701250069,987.75592041015625,Urban,Addis Ababa,7,12,7,12,140712010701250,uuid:6267b737-acc4-4cbe-98d3-1c1cc5aba403,2020-09-04T14:43:37Z,2020-09-04T12:00:11Z,1,50,69,1,Female,58,Round 5,1,1,1,Female,58,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",No,,,,,,,,No,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701250078,987.75592041015625,Urban,Addis Ababa,7,12,7,12,140712010701250,uuid:806c6a99-60be-4bae-b16b-d5e5ff84e1ca,2020-09-02T14:07:11Z,2020-09-02T11:19:59Z,1,50,78,1,Male,32,Round 5,1,1,2,Female,27,Spouse,Yes,Not Applicable (did not need to buy medicine),,,No,Shops have run out of stock,,No,Shops have run out of stock,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",No,,,,,,,,No,,,,,,,,,,,Yes,,,,Yes,Construction,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701250087,1088.443359375,Urban,Addis Ababa,7,12,7,12,140712010701250,uuid:f6cd137d-7b12-47d3-9617-63eb62e52210,2020-09-04T19:24:33Z,2020-09-04T16:37:19Z,1,50,87,1,Male,38,Round 5,3,1,1,Male,38,Head,Yes,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,1 2 3,Yes,Yes,Yes,No,No,No,No,No,,No,,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Government),,Yes,,,Yes,,,Public administration (government),,Employee (Government),,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701250105,1088.443359375,Urban,Addis Ababa,7,12,7,12,140712010701250,uuid:2159fd61-6326-460d-9e12-2c7e44d56e95,2020-08-29T14:46:46Z,2020-08-29T19:15:03Z,1,50,105,1,Male,32,Round 5,1,1,1,Male,32,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Public administration (government),,Employee (Private Sector),,Yes,,,Yes,,,Public administration (government),,Employee (Private Sector),,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident
140712010701250114,987.75592041015625,Urban,Addis Ababa,7,12,7,12,140712010701250,uuid:95853506-4a49-49ee-bdca-14f0715d1b1d,2020-08-31T09:50:26Z,2020-08-31T14:46:01Z,1,50,114,1,Male,60,Round 5,1,1,1,Male,60,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,No,,,,,,,,,,,,Yes,No,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,"Transport services (taxi, bus, bajaj, truck, etc.)",,Self-Employed,,,,,No,,,,,,,,,,,Yes,,,,Yes,"Transport services (taxi, bus, bajaj, truck, etc.)",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701250123,1088.443359375,Urban,Addis Ababa,7,12,7,12,140712010701250,uuid:779422b3-6d7c-40c4-81d0-7e7e55ad4ebc,2020-09-02T15:52:20Z,2020-09-02T13:59:25Z,1,50,123,1,Male,38,Round 5,1,1,1,Male,38,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,1 2,Yes,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Government),,Yes,,,Yes,,,Public administration (government),,Employee (Government),,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701250132,987.75592041015625,Urban,Addis Ababa,7,12,7,12,140712010701250,uuid:871b316e-8abb-410a-85ba-3ac6e1fcf948,2020-09-02T12:02:32Z,2020-09-02T13:57:22Z,1,50,132,1,Male,38,Round 5,1,1,1,Male,38,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Private Sector),,Yes,,,Yes,,,Public administration (government),,Employee (Private Sector),,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701264014,2175.72802734375,Urban,Addis Ababa,7,12,7,12,140712010701264,uuid:e8b3478f-2959-40aa-b36e-270480fdd535,2020-09-04T13:23:18Z,2020-09-04T14:47:07Z,1,64,14,1,Male,24,Round 5,1,1,1,Male,24,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",No,,,,,,,,Yes,Seasonal/casual worker,,Construction,,Employee (Private Sector),,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701264030,1873.1817626953125,Urban,Addis Ababa,7,12,7,12,140712010701264,uuid:8038f84d-5a2e-4f19-ad6c-25ee41920d89,2020-08-24T12:40:09Z,2020-08-24T17:26:00Z,1,64,30,1,Male,26,Round 5,1,1,2,Female,23,Spouse,Yes,No,Decrease in regular income,,Yes,,,No,Decrease in regular income,,No,Decrease in regular income,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Total (100%) loss,4 9 10,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701264046,2175.72802734375,Urban,Addis Ababa,7,12,7,12,140712010701264,uuid:ec788ca1-76b3-4d75-94ff-989efaee8370,2020-08-24T12:10:05Z,2020-08-24T17:25:52Z,1,64,46,1,Male,27,Round 5,1,1,1,Male,27,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,No,Decrease in regular income,,No,Decrease in regular income,,No,Increase in price,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,No,,,,,,,,Yes,Lost job/no business because of coronavirus,,Construction,,Casual Worker,,,,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Total (100%) loss,2 11,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,Yes,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701264062,1680.28466796875,Urban,Addis Ababa,7,12,7,12,140712010701264,uuid:06fb7012-d11e-42b5-b958-64344c810d25,2020-08-31T12:00:04Z,2020-08-31T14:48:34Z,1,64,62,1,Male,54,Round 5,1,1,1,Male,54,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,Yes,No,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Government),,Yes,,,Yes,,,Public administration (government),,Employee (Government),,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
140712010701264078,2633.34619140625,Urban,Addis Ababa,7,12,7,12,140712010701264,uuid:f9851fc9-f37a-440e-afd3-210af68563bb,2020-08-28T11:30:47Z,2020-08-28T12:52:38Z,1,64,78,1,Female,32,Round 5,1,1,1,Female,32,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Casual Worker,,Yes,,,Yes,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Casual Worker,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,,Reduced,3 11,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident
