household_id,phw6,key,ea_id,cs_startdate,cs_submissiondate,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,ii4_resp_same,ii4_resp_id,ii4_resp_gender,ii4_resp_age,ii4_resp_relhhh,bi_same_hhh,bh1_handwash,bh2_handwash_freq,bh3_handshake,bh4_gatherings,bh5_mask,bh6_cov_fear,bh7_cov_fin,bh8_cov_test,bh9_cov_vaccine,bh10_cov_vaccine_why,bh10_cov_vaccine_why_1,bh10_cov_vaccine_why_2,bh10_cov_vaccine_why_3,bh10_cov_vaccine_why_4,bh10_cov_vaccine_why_5,bh10_cov_vaccine_why__96,bh10_cov_vaccine_why_other,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em12_work_cur_able,em13_work_cur_notable_paid,em14_work_cur_notable_why,em14_work_cur_notable_why_other,em15_bus,em15a_bus_prev,em15b_bus_prev_closed,em15b_bus_prev_closed_other,em15c_bus_new,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__96,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__96,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_for,lc2_rem_for_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope__96,lc4_total_chg_cope_0,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope_other,fi1_enough,fi2_healthy,fi3_fewkinds,fi4_skipmeal,fi5_ateless,fi6_noteatfullday,fi7_outoffood,fi8_hungrynoteat,as1_assist_type,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type__96,as1_assist_type_0,as1_assist_type__98,as1_assist_type__99,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,as5_assist_fair,as6_assist_tension,ag1_crops,ag2_crops_able,ag3_crops_reas,ag3_crops_reas_1,ag3_crops_reas_2,ag3_crops_reas_3,ag3_crops_reas_4,ag3_crops_reas_5,ag3_crops_reas_6,ag3_crops_reas_7,ag3_crops_reas_8,ag3_crops_reas_9,ag3_crops_reas__96,ag3_crops_reas__98,ag3_crops_reas__99,ag3_crops_reas_other,ag4_crops_reas_fert,ag4_crops_reas_fert_other,ag5_crops_reas_seeds,ag5_crops_reas_seeds_other,ag6_ext_need,ag7_ext_receive,lo1_keb,lo2_farm,lo3_impact,lo3_impact_1,lo3_impact_2,lo3_impact_3,lo3_impact_4,lo3_impact__99,lo4_destr,lo5_sprayed,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,roster_key,roster_count
150101010100370058,217.46910095214844,uuid:05f00746-2d9a-49e9-99f4-9b89d255b9d9,150101010100370,2020-09-26T11:30:35Z,2020-09-26T18:22:00Z,Dire Dawa,1,1,1,1,3,Urban,70,58,1,Male,70,Round 6,1,1,5,2,28,3,Yes,Yes,All of the time,Yes,Yes,All of the time,Very worried,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Public administration (government),,Employee (Government),,Public administration (government),,Employee (Government),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,Yes,Stayed the same,Yes,Stayed the same,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,*Don't Know,*Don't Know,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:05f00746-2d9a-49e9-99f4-9b89d255b9d9correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],
150101010100370069,240.23583984375,uuid:3091bb39-1b5b-44fc-905a-1272131c96fb,150101010100370,2020-09-23T16:49:31Z,2020-09-24T19:07:00Z,Dire Dawa,1,1,1,1,3,Urban,70,69,1,Female,30,Round 6,6,1,1,2,30,1,Yes,Yes,All of the time,Yes,Yes,All of the time,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,No,Decrease in regular income,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,,,No,Yes,Yes,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Domestic),,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Domestic),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,No,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Yes,Temporary stop only. Wishes to continue survey at a later time,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:3091bb39-1b5b-44fc-905a-1272131c96fbcorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
150101010100370080,217.46910095214844,uuid:af750045-0bcc-470b-b43a-67c7eb695df4,150101010100370,2020-10-01T14:52:03Z,2020-10-01T19:25:00Z,Dire Dawa,1,1,1,1,3,Urban,70,80,1,Male,65,Round 6,9,1,2,2,56,2,Yes,Yes,All of the time,Yes,No,All of the time,Very worried,Not a threat at all,I will definitely get tested,No,5,No,No,No,No,Yes,No,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Education and Health,,Employee (Government),,Education and Health,,Employee (Government),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:af750045-0bcc-470b-b43a-67c7eb695df4correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],
150101010100370091,240.23583984375,uuid:cc4ef243-d6e8-4658-88a7-f6e6d738cf70,150101010100370,2020-10-01T15:10:28Z,2020-10-01T20:52:00Z,Dire Dawa,1,1,1,1,3,Urban,70,91,1,Male,25,Round 6,8,1,2,2,21,2,Yes,Yes,All of the time,Yes,Yes,All of the time,Very worried,A moderate threat,I will definitely get tested,No,1,Yes,No,No,No,No,No,,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,"Yes, and successfully received the service",No,No,,,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:cc4ef243-d6e8-4658-88a7-f6e6d738cf70correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],
150101010100370102,217.46910095214844,uuid:84b31dc3-f691-4f65-b6bc-725d43fddf52,150101010100370,2020-10-05T11:04:43Z,2020-10-05T18:32:00Z,Dire Dawa,1,1,1,1,3,Urban,70,102,1,Male,52,Round 6,1,1,2,2,47,2,Yes,Yes,All of the time,Yes,No,All of the time,Not worried at all,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,"Yes, and successfully received the service",No,No,,,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Increased,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:84b31dc3-f691-4f65-b6bc-725d43fddf52correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],
150101010100370113,240.23583984375,uuid:5d590274-f6de-479b-842f-288ce592f171,150101010100370,2020-10-02T14:57:15Z,2020-10-02T19:21:00Z,Dire Dawa,1,1,1,1,3,Urban,70,113,1,Female,27,Round 6,2,1,1,2,27,1,Yes,Yes,I have not been in public places during the last 7 days,Yes,Yes,I have not been in public places during the last 7 days,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,No,Yes,Yes,,,Wholesale and retail trade,,Self-Employed,,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,*Don't Know,*Don't Know,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:5d590274-f6de-479b-842f-288ce592f171correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
150101010100370124,217.46910095214844,uuid:0ab05f9b-d797-4564-b2a3-4ffafc13d661,150101010100370,2020-10-07T16:59:20Z,2020-10-07T19:22:00Z,Dire Dawa,1,1,1,1,3,Urban,70,124,1,Male,56,Round 6,3,1,4,1,22,-98,Yes,Yes,All of the time,Yes,Yes,All of the time,Not worried at all,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,"Transport services (taxi, bus, bajaj, truck, etc.)",,Employee (NGO/Intl Organization),,"Transport services (taxi, bus, bajaj, truck, etc.)",,Employee (NGO/Intl Organization),,Yes,,,Yes,,,,Yes,Yes,,,,Wholesale and retail trade,,Don't Know,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Don't Know,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,*Don't Know,*Don't Know,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:0ab05f9b-d797-4564-b2a3-4ffafc13d661correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],
150101010100370135,453.63623046875,uuid:0245b1e9-87e7-4143-a8b0-d8a0fe89bada,150101010100370,2020-10-04T11:10:06Z,2020-10-04T19:01:00Z,Dire Dawa,1,1,1,1,3,Urban,70,135,1,Male,85,Round 6,1,1,2,2,65,2,Yes,Yes,All of the time,Yes,No,All of the time,Very worried,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Yes,,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,,,"Yes, and successfully received the service",No,No,,,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,Yes,Stayed the same,Yes,Stayed the same,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,*Don't Know,*Don't Know,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:0245b1e9-87e7-4143-a8b0-d8a0fe89badacorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],
150101010100383013,450.5569763183594,uuid:af42b2e4-55df-49be-8e65-b08c0edd3a79,150101010100383,2020-09-25T14:58:59Z,2020-09-25T18:25:00Z,Dire Dawa,1,1,1,1,3,Urban,83,13,1,Female,33,Round 6,2,1,1,2,33,1,Yes,Yes,All of the time,Yes,No,All of the time,Not worried at all,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,No,No,No,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:af42b2e4-55df-49be-8e65-b08c0edd3a79correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
150101010100383039,261.7148742675781,uuid:e4d74e4d-2d76-47f1-9a86-d4dea0f68a0d,150101010100383,2020-09-30T16:40:11Z,2020-09-30T18:13:00Z,Dire Dawa,1,1,1,1,3,Urban,83,39,1,Male,48,Round 6,3,1,3,2,19,3,Yes,No,All of the time,Yes,Yes,All of the time,Not worried at all,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Yes,,,No,Decrease in regular income,,No,Decrease in regular income,,No,Decrease in regular income,,Yes,,,No,,,,No,No,No,,,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,Yes,Yes,No,No,No,Yes,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,No,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:e4d74e4d-2d76-47f1-9a86-d4dea0f68a0dcorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],
150101010100383052,289.1136779785156,uuid:a01c3a38-343d-4da2-af0e-0e6087290e46,150101010100383,2020-10-04T16:06:43Z,2020-10-04T19:14:00Z,Dire Dawa,1,1,1,1,3,Urban,83,52,1,Female,26,Round 6,5,1,1,2,26,1,Yes,Yes,All of the time,Yes,No,All of the time,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Education and Health,,Employee (Government),,Education and Health,,Employee (Government),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,No,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,Yes,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:a01c3a38-343d-4da2-af0e-0e6087290e46correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
150101010100383065,261.7148742675781,uuid:f5f207ff-e700-4a77-8b8e-756eed33fe13,150101010100383,2020-09-29T16:29:24Z,2020-09-29T19:15:00Z,Dire Dawa,1,1,1,1,3,Urban,83,65,1,Male,60,Round 6,3,1,2,2,49,2,Yes,Yes,All of the time,Yes,No,All of the time,Not worried at all,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Public administration (government),,Employee (Government),,Public administration (government),,Employee (Government),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,*Don't Know,*Don't Know,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:f5f207ff-e700-4a77-8b8e-756eed33fe13correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],
150101010100383078,289.1136779785156,uuid:46eb7e7e-b4e3-4249-bbd6-596492c9df40,150101010100383,2020-09-22T14:20:15Z,2020-09-23T07:49:00Z,Dire Dawa,1,1,1,1,3,Urban,83,78,1,Male,27,Round 6,2,1,1,1,27,1,Yes,No,About half of the time,Yes,No,Some of the time,Not too worried,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,,,"Yes, and successfully received the service",Yes,No,,,,,,,"Transport services (taxi, bus, bajaj, truck, etc.)",,Employee (Government),,,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,No,,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:46eb7e7e-b4e3-4249-bbd6-596492c9df40correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
150101010100383117,321.8713684082031,uuid:e8f7ee39-8b24-4fea-9162-e124f8006c8f,150101010100383,2020-10-03T20:34:55Z,2020-10-03T20:40:00Z,Dire Dawa,1,1,1,1,3,Urban,83,117,1,Male,26,Round 6,3,1,1,1,26,1,Yes,Yes,All of the time,Yes,Yes,All of the time,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,No,Decrease in regular income,,No,Decrease in regular income,,No,Decrease in regular income,,Not Applicable (did not need to buy maize),,,No,Decrease in regular income,,No,,,,No,Yes,Yes,,,Industry/manufacturing,,Employee (Private Sector),,Industry/manufacturing,,Employee (Private Sector),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,No,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:e8f7ee39-8b24-4fea-9162-e124f8006c8fcorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
150101010100383130,289.1136779785156,uuid:e5c8f91f-8003-41b2-b82d-44937553b637,150101010100383,2020-10-05T19:10:21Z,2020-10-06T21:06:00Z,Dire Dawa,1,1,1,1,3,Urban,83,130,1,Female,40,Round 6,3,1,1,2,40,1,Yes,Yes,All of the time,Yes,No,All of the time,Not worried at all,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,No,No,No,,,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,No,,No,,No,,No,,Yes,Total (100%) loss,No,,No,,No,,No,,,Total (100%) loss,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:e5c8f91f-8003-41b2-b82d-44937553b637correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
150101010100383143,261.7148742675781,uuid:d1e00a82-ea94-40a3-a040-58058036dba5,150101010100383,2020-09-23T15:56:00Z,2020-09-23T19:26:00Z,Dire Dawa,1,1,1,1,3,Urban,83,143,1,Male,29,Round 6,3,1,1,1,29,1,Yes,No,Some of the time,No,No,None of the time,Not worried at all,Not a threat at all,I think I will get tested.,No,1,Yes,No,No,No,No,No,,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,No,Yes,Yes,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Private Sector),,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Private Sector),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:d1e00a82-ea94-40a3-a040-58058036dba5correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
150101010100383156,289.1136779785156,uuid:32b8a6ce-9701-4f53-b04d-03c006e925df,150101010100383,2020-09-22T20:04:20Z,2020-09-23T07:51:00Z,Dire Dawa,1,1,1,1,3,Urban,83,156,1,Male,39,Round 6,3,1,1,1,39,1,Yes,Yes,Most of the time,Yes,Yes,All of the time,Somewhat worried,A moderate threat,I will definitely get tested,Yes,,,,,,,,,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Yes,,,"Transport services (taxi, bus, bajaj, truck, etc.)",,Employee (Parastatal/Public Enterprise),,"Transport services (taxi, bus, bajaj, truck, etc.)",,Employee (Parastatal/Public Enterprise),,Yes,,,Yes,,,,Yes,Yes,,,,"Transport services (taxi, bus, bajaj, truck, etc.)",,Less than usual,Decreased by about half (50%) of the usual income,1,Yes,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,Yes,No,,No,,Yes,Reduced,Yes,Stayed the same,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:32b8a6ce-9701-4f53-b04d-03c006e925dfcorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
