key,household_id,ea_id,cs_startdate,cs_submissiondate,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,ii4_resp_same,ii4_resp_id,ii4_resp_gender,ii4_resp_age,ii4_resp_relhhh,bi_same_hhh,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac3a_pri_sch_child,ac4a_pri_child,ac5a_pri_edu_type,ac5a_pri_edu_type_1,ac5a_pri_edu_type_2,ac5a_pri_edu_type_3,ac5a_pri_edu_type_4,ac5a_pri_edu_type_5,ac5a_pri_edu_type__96,ac5a_pri_edu_type__98,ac5a_pri_edu_type__99,ac5a_pri_edu_type_other,ac3b_sec_sch_child,ac4b_sec_child,ac5b_sec_edu_type,ac5b_sec_edu_type_1,ac5b_sec_edu_type_2,ac5b_sec_edu_type_3,ac5b_sec_edu_type_4,ac5b_sec_edu_type_5,ac5b_sec_edu_type__96,ac5b_sec_edu_type__98,ac5b_sec_edu_type__99,ac5b_sec_edu_type_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em15_bus,em15a_bus_prev,em15b_bus_prev_closed,em15b_bus_prev_closed_other,em15c_bus_new,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why__96,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why__96,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_rem_for,lc2_rem_for_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_0,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope__96,lc4_total_chg_cope_other,fi1_enough,fi2_healthy,fi3_fewkinds,fi4_skipmeal,fi5_ateless,fi6_noteatfullday,fi7_outoffood,fi8_hungrynoteat,as1_assist_type,as1_assist_type_0,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type__98,as1_assist_type__99,as1_assist_type__96,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,as5_assist_fair,as6_assist_tension,ag1_crops,ag2_crops_able,ag3_crops_reas,ag3_crops_reas_1,ag3_crops_reas_2,ag3_crops_reas_3,ag3_crops_reas_4,ag3_crops_reas_5,ag3_crops_reas_6,ag3_crops_reas_7,ag3_crops_reas_8,ag3_crops_reas_9,ag3_crops_reas__96,ag3_crops_reas__98,ag3_crops_reas__99,ag3_crops_reas_other,ag4_crops_reas_fert,ag4_crops_reas_fert_other,ag5_crops_reas_seeds,ag5_crops_reas_seeds_other,ag6_ext_need,ag7_ext_receive,ag8_travel_norm,ag9_travel_curr,lo1_keb,lo2_farm,lo3_impact,lo3_impact_1,lo3_impact_2,lo3_impact_3,lo3_impact_4,lo3_impact__99,lo4_destr,lo5_sprayed,wa1_water_drink,wa2_water_drink_why,wa2_water_drink_why_other,wa3_water_wash,wa4_water_wash_why,wa4_water_wash_why_other,wa5_soap_wash,wa6_soap_wash_why,wa6_soap_wash_why_other,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,phw4,_merge
uuid:62d08167-def7-487f-92f9-255024aa2c00,140707010700732117,140707010700732,2020-08-08T16:50:58Z,2020-08-09T12:01:14Z,Addis Ababa,7,7,1,7,7,Urban,32,117,1,Female,25,Round 4,1,Yes,1,Female,25,Head,Yes,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,"Restaurants, hotels, bars, cafes",,Employee (Private Sector),,,,,No,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,Yes,Friends & Family,Stayed the same,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,1849.052490234375,3
uuid:8e2bebf5-b9d3-423b-af66-c13f17362552,140707010700732143,140707010700732,2020-08-11T19:07:33Z,2020-08-11T22:57:49Z,Addis Ababa,7,7,1,7,7,Urban,32,143,1,Female,36,Round 4,1,Yes,1,Female,36,Head,Yes,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,Yes,No,,,,,,,,,,,Yes,Yes,,,No,No,,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,Yes,Reduced,Yes,Stayed the same,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,No,Yes,No,No,No,No,No,,500,No,Volunteers or Youth Volunteer Group,,,,,,,,,,,,,,,No,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,2360.66064453125,3
uuid:00a08b7d-3974-448e-b78d-22924da3c979,140707010700732156,140707010700732,2020-08-16T18:23:56Z,2020-08-17T00:29:20Z,Addis Ababa,7,7,1,7,7,Urban,32,156,1,Female,50,Round 4,9,Yes,1,Female,50,Head,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",No,,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,No,,Yes,Stayed the same,No,,Yes,Stayed the same,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,1691.92919921875,3
uuid:f692dcd9-aa5d-4af9-ac71-70c331b17481,140707010700732182,140707010700732,2020-08-08T17:18:35Z,2020-08-09T12:01:58Z,Addis Ababa,7,7,1,7,7,Urban,32,182,1,Female,48,Round 4,1,Yes,1,Female,48,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Construction,,Employee (Private Sector),,Yes,,,Yes,,,Construction,,Employee (Private Sector),,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,1691.92919921875,3
uuid:2ae8da24-74e7-4835-ba54-f45db82762f3,140707010700732195,140707010700732,2020-08-07T17:07:17Z,2020-08-08T11:04:19Z,Addis Ababa,7,7,1,7,7,Urban,32,195,1,Female,38,Round 4,1,Yes,1,Female,38,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,1,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",No,,,,,,,,Yes,Lost job/no business because of coronavirus,,Wholesale and retail trade,,Self-Employed,,No,No,Usual place of business closed for another reason (not coronavirus),,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,Yes,Increased,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,1691.92919921875,3
uuid:4599957c-a38a-4a98-93ea-8b8f6b2089c3,140710010701008022,140710010701008,2020-08-09T18:20:46Z,2020-08-10T11:26:24Z,Addis Ababa,7,10,1,7,10,Urban,8,22,1,Male,28,Round 4,2,Yes,1,Male,28,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,3,No,No,Yes,No,No,No,No,No,,No,,,,,,,,,,,,No,,,,No,Yes,Public administration (government),,Employee (Government),,Yes,,,Yes,,,Public administration (government),,Employee (Government),,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,No,Yes,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,No,Water supply no longer available,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,2034.4678955078125,3
uuid:aca90c12-b954-490b-9b26-d92f62f56c69,140710010701008032,140710010701008,2020-08-15T19:04:04Z,2020-08-17T00:25:49Z,Addis Ababa,7,10,1,7,10,Urban,8,32,1,Male,35,Round 4,4,Yes,2,Female,30,Spouse,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,1,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,No,,,,No,Yes,Other services (specify),Banking/Finance/Realty/Insurance,Employee (Parastatal/Public Enterprise),,Yes,,,Yes,,,Other services (specify),Banking/Finance/Realty/Insurance,Employee (Parastatal/Public Enterprise),,Yes,,,,Yes,"Transport services (taxi, bus, bajaj, truck, etc.)",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 10,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,2034.4678955078125,3
uuid:b578c8c6-4c63-454c-b623-749d5329ab62,140710010701008042,140710010701008,2020-08-12T12:48:21Z,2020-08-13T12:13:46Z,Addis Ababa,7,10,1,7,10,Urban,8,42,1,Male,23,Round 4,1,Yes,1,Male,23,Head,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,No,Yes,Industry/manufacturing,,Employee (Private Sector),,Yes,,,Yes,,,Industry/manufacturing,,Employee (Private Sector),,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,No,Water supply no longer available,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,2343.516357421875,3
uuid:2eaab1ba-3204-4dbb-ba84-a742ddd87e14,140710010701008052,140710010701008,2020-08-07T17:21:39Z,2020-08-08T11:05:46Z,Addis Ababa,7,10,1,7,10,Urban,8,52,1,Female,20,Round 4,1,Yes,1,Female,20,Head,Yes,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,"Restaurants, hotels, bars, cafes",,Self-Employed,,Yes,,,Yes,,,"Restaurants, hotels, bars, cafes",,Self-Employed,,Yes,Yes,,,,"Restaurants, hotels, bars, cafes",,Higher than usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,Yes,Increased,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,2343.516357421875,3
uuid:9caa5145-7564-416d-9e72-5111317424c5,140710010701008062,140710010701008,2020-08-07T21:05:22Z,2020-08-08T11:10:11Z,Addis Ababa,7,10,1,7,10,Urban,8,62,2,Female,32,Round 4,1,Yes,1,Female,23,Sister/Brother,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,1835.6236572265625,3
uuid:4124a7a7-3593-4345-9db3-6b0195f1ee82,140710010701008072,140710010701008,2020-08-09T17:48:13Z,2020-08-10T11:24:39Z,Addis Ababa,7,10,1,7,10,Urban,8,72,1,Male,22,Round 4,2,Yes,1,Male,22,Head,Yes,Yes,,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Not Applicable (did not need to buy edible oil),,,No,,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,No,Yes,Construction,,Employee (Private Sector),,Yes,,,Yes,,,Construction,,Employee (Private Sector),,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,Yes,Yes,Yes,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,2034.4678955078125,3
uuid:2123f690-561e-47b2-ba64-efb257d52c8e,140710010701008082,140710010701008,2020-08-19T20:04:43Z,2020-08-19T21:50:33Z,Addis Ababa,7,10,1,7,10,Urban,8,82,1,Male,35,Round 4,9,Yes,1,Male,35,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,No,,,,,,,,Yes,Temporarily absent,,Industry/manufacturing,,Self-Employed,,No,No,Other (specify),Vacation,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Total (100%) loss,11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,2792.28564453125,3
uuid:89e8afb2-c314-42f4-8307-f5fff117bf7c,140710010701008092,140710010701008,2020-08-06T15:50:31Z,2020-08-06T23:48:59Z,Addis Ababa,7,10,1,7,10,Urban,8,92,1,Female,39,Round 4,1,Yes,1,Female,39,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,Yes,No,,,,,,,,,,,No,,,,No,No,,,,,,,,Yes,Seasonal/casual worker,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (UPSNP Public Works),,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,1835.6236572265625,3
uuid:c5e91f51-e906-4b91-b09c-aad66731af12,140710010701008112,140710010701008,2020-08-09T19:47:13Z,2020-08-10T11:28:45Z,Addis Ababa,7,10,1,7,10,Urban,8,112,1,Male,32,Round 4,2,Yes,2,Female,29,Spouse,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,2792.28564453125,3
uuid:90dfda15-68fe-4df8-bbf2-b94a9bff49b5,140710010701008122,140710010701008,2020-08-07T17:53:42Z,2020-08-08T11:08:37Z,Addis Ababa,7,10,1,7,10,Urban,8,122,1,Male,52,Round 4,1,Yes,1,Male,52,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,Yes,Yes,2,No,Yes,No,No,No,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,Construction,,Employee (Private Sector),,Yes,,,Yes,,,Construction,,Employee (Private Sector),,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,Yes,Stayed the same,Yes,Stayed the same,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,1679.6416015625,3
uuid:54d78403-d388-43d6-9172-d9c904aed5fa,140710010701008132,140710010701008,2020-08-07T17:36:19Z,2020-08-08T11:06:57Z,Addis Ababa,7,10,1,7,10,Urban,8,132,1,Male,56,Round 4,1,Yes,1,Male,56,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,No,Yes,Industry/manufacturing,,Employee (Private Sector),,Yes,,,Yes,,,Industry/manufacturing,,Employee (Private Sector),,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,No,Unable to access communal sources,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,1835.6236572265625,3
uuid:6ef64738-715c-4179-9875-9f076f027477,140710010701008142,140710010701008,2020-08-17T19:40:11Z,2020-08-18T08:23:55Z,Addis Ababa,7,10,1,7,10,Urban,8,142,1,Male,26,Round 4,9,Yes,1,Male,26,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Construction,,Casual Worker,,Yes,,,Yes,,,Construction,,Casual Worker,,Yes,,,,Yes,Construction,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,2034.4678955078125,3
uuid:c557dff8-265d-42b2-aab9-b69207e6b6f8,140710010701008152,140710010701008,2020-08-17T20:04:24Z,2020-08-18T08:27:51Z,Addis Ababa,7,10,1,7,10,Urban,8,152,1,Male,30,Round 4,9,Yes,1,Male,30,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,Yes,No,Other (specify),Too Busy,No,Yes,Industry/manufacturing,,Self-Employed,,Yes,,,Yes,,,Industry/manufacturing,,Self-Employed,,Yes,Yes,,,,Industry/manufacturing,,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,1835.6236572265625,3
uuid:4a472205-e79b-4cf4-8f4c-bc8fb1662ef9,140711010701116012,140711010701116,2020-08-12T16:55:21Z,2020-08-13T12:25:59Z,Addis Ababa,7,11,1,7,11,Urban,16,12,1,Male,24,Round 4,2,Yes,1,Male,24,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Other services (specify),Priest/Religious Role,Other (specify),Religious Organisation,Yes,,,Yes,,,Other services (specify),Priest/Religious Role,Other (specify),Religious Organisation,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,2399.26171875,3
