household_id,ii4_resp_id,phw2,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,ea_id,cs_startdate,cs_submissiondate,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,ii4_resp_same,ii4_resp_gender,ii4_resp_age,ii4_resp_relhhh,bi_same_hhh,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac3_sch_child,ac4_2_edu,ac5_edu_type,ac5_edu_type_1,ac5_edu_type_2,ac5_edu_type_3,ac5_edu_type_4,ac5_edu_type_5,ac5_edu_type__96,ac5_edu_type__98,ac5_edu_type__99,ac5_edu_type_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em12_work_cur_able,em13_work_cur_notable_paid,em14_work_cur_notable_why,em14_work_cur_notable_why_other,em15_bus,em15a_bus_prev,em15b_bus_prev_closed,em15b_bus_prev_closed_other,em15c_bus_new,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why__96,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why__96,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_rem_for,lc2_rem_for_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope_0,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope__96,lc4_total_chg_cope_other,fi1_enough,fi2_healthy,fi3_fewkinds,fi4_skipmeal,fi5_ateless,fi6_noteatfullday,fi7_outoffood,fi8_hungrynoteat,as1_assist_type,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type_0,as1_assist_type__98,as1_assist_type__99,as1_assist_type__96,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,key
050905088800202117,1,5430.66943359375,Rural,2,117,1,Somali,9,5,8,88,2,050905088800202,2020-05-25T21:07:37Z,2020-05-26T00:38:47Z,Male,58,Round 2,2,1,Male,58,1. Head,Yes,No,Decrease in regular income,,No,Decrease in regular income,,Yes,,,Yes,,,No,Decrease in regular income,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 10,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,Yes,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Somali,Displayed no problems speaking or understanding the language,Very confident,uuid:5b6885d4-08ab-4625-a130-da69b771bee5
050907088800903018,1,168.12225341796875,Rural,3,18,1,Somali,9,7,8,88,9,050907088800903,2020-05-25T19:54:21Z,2020-05-26T00:38:17Z,Female,33,Round 2,2,1,Female,33,1. Head,Yes,No,Decrease in regular income,,No,Decrease in regular income,,No,Decrease in regular income,,Yes,,,No,Decrease in regular income,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Education and Health,,Employee (Government),,Yes,,,,,,,,,,Yes,,,,No,No,Usual place of business closed because of coronavirus,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 10,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,Yes,Yes,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Somali,Displayed no problems speaking or understanding the language,Very confident,uuid:5fe44708-4b2f-44bc-b43a-f08362fc685f
051003088800201032,4,7413.68505859375,Rural,1,32,1,Somali,10,3,8,88,2,051003088800201,2020-06-02T19:00:38Z,2020-06-02T20:24:49Z,Male,45,Round 2,3,1,Female,14,3. Son/Daughter,Yes,No,Decrease in regular income,,No,Decrease in regular income,,No,Decrease in regular income,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 10,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,Yes,Yes,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Somali,Displayed no problems speaking or understanding the language,Very confident,uuid:2ba6847b-bd87-42c3-b47d-efb892e43d68
051003088800201077,1,5385.59765625,Rural,1,77,1,Somali,10,3,8,88,2,051003088800201,2020-06-02T19:26:01Z,2020-06-02T20:56:59Z,Male,32,Round 2,4,1,Male,32,1. Head,Yes,No,Decrease in regular income,,No,Decrease in regular income,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 10,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Somali,Displayed no problems speaking or understanding the language,Very confident,uuid:fbb97879-e90f-4c25-ac03-92fcff6d4591
051003088800201092,1,5385.59765625,Rural,1,92,1,Somali,10,3,8,88,2,051003088800201,2020-06-02T19:54:09Z,2020-06-02T20:57:30Z,Male,65,Round 2,6,1,Male,65,1. Head,Yes,No,Decrease in regular income,,No,Decrease in regular income,,No,Decrease in regular income,,Yes,,,No,Increase in price,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 10,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,Yes,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Somali,Displayed no problems speaking or understanding the language,Very confident,uuid:05228d1c-5086-47e1-a732-9ff4173b5600
051004088801303013,1,4785.68994140625,Rural,3,13,1,Somali,10,4,8,88,13,051004088801303,2020-05-25T19:36:05Z,2020-05-26T00:37:44Z,Male,39,Round 2,2,1,Male,39,1. Head,Yes,No,Decrease in regular income,,No,Decrease in regular income,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Education and Health,,Employee (Government),,Yes,,,,,,,,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 10,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,Yes,Yes,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Somali,Displayed no problems speaking or understanding the language,Very confident,uuid:9d095b76-9f12-49e8-8b66-00c734d17525
051103088801903012,1,2502.263671875,Rural,3,12,1,Somali,11,3,8,88,19,051103088801903,2020-05-23T03:13:20Z,2020-05-23T03:18:55Z,Male,48,Round 2,2,1,Male,48,1. Head,Yes,No,Decrease in regular income,,No,Decrease in regular income,,No,Decrease in regular income,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Public administration (government),,Employee (Government),,Yes,,,,,,,,,,Yes,,,,No,No,Usual place of business closed because of coronavirus,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,10,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,uuid:854931e5-95f6-413c-88d3-ccc9eefe4bb9
051103088801903032,1,3500.566162109375,Rural,3,32,1,Somali,11,3,8,88,19,051103088801903,2020-05-24T00:42:12Z,2020-05-24T03:14:26Z,Male,35,Round 2,3,1,Male,35,1. Head,Yes,No,Decrease in regular income,,No,Decrease in regular income,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 10,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Somali,Displayed no problems speaking or understanding the language,Very confident,uuid:e56f44c5-50ca-4130-bf65-3cca8e0ab830
051103088801903042,1,3500.566162109375,Rural,3,42,1,Somali,11,3,8,88,19,051103088801903,2020-05-23T02:55:12Z,2020-05-23T03:18:32Z,Male,31,Round 2,2,1,Male,31,1. Head,Yes,No,Decrease in regular income,,No,Decrease in regular income,,No,Decrease in regular income,,Yes,,,Yes,,,,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 10,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Somali,Displayed no problems speaking or understanding the language,Very confident,uuid:a001f28d-9262-420a-92ed-8aa067fb3045
051103088801903062,2,2964.95849609375,Rural,3,62,1,Somali,11,3,8,88,19,051103088801903,2020-05-24T01:03:09Z,2020-05-24T03:14:30Z,Male,59,Round 2,2,1,Female,46,2. Spouse,Yes,No,Decrease in regular income,,No,Decrease in regular income,,Yes,,,Yes,,,No,Increase in price,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 10,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Somali,Displayed no problems speaking or understanding the language,Very confident,uuid:37f7fa0a-bea1-4956-bfed-de75d4b131c6
060103088801802005,2,3309.925537109375,Rural,2,5,1,Benishangul-Gumuz,1,3,8,88,18,060103088801802,2020-05-21T10:37:16Z,2020-05-21T21:42:42Z,Female,75,Round 2,1,1,Female,27,3. Son/Daughter,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:8cd3355b-4161-425c-810a-28681b8d02f6
060103088801802013,1,1674.8197021484375,Rural,2,13,1,Benishangul-Gumuz,1,3,8,88,18,060103088801802,2020-05-23T14:18:13Z,2020-05-23T14:16:57Z,Male,56,Round 2,5,1,Male,56,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,Yes,Yes,,,No,Yes,Agriculture,,Unpaid Family Worker,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:2857dabd-5614-4137-b991-b8ce39ddd06d
060103088801802021,2,3309.925537109375,Rural,2,21,1,Benishangul-Gumuz,1,3,8,88,18,060103088801802,2020-05-20T19:38:26Z,2020-05-20T18:54:52Z,Female,35,Round 2,4,1,Male,17,3. Son/Daughter,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,4,No,No,No,Yes,No,No,No,No,,No,,,,No,Yes,Agriculture,,Self-Employed,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:79c4f967-0597-46da-9d4e-c673b9bddcdb
060103088801802037,2,2305.516357421875,Rural,2,37,2,Benishangul-Gumuz,1,3,8,88,18,060103088801802,2020-05-18T17:49:20Z,2020-05-18T17:10:28Z,Female,40,Round 2,3,1,Female,40,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:c5442100-6f37-40be-8bce-cbee54bf63f8
060103088801802045,1,1942.7965087890625,Rural,2,45,1,Benishangul-Gumuz,1,3,8,88,18,060103088801802,2020-05-22T18:32:52Z,2020-05-22T21:56:14Z,Male,76,Round 2,3,1,Male,76,1. Head,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,No,Yes,Agriculture,,Unpaid Family Worker,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:8883a647-3c6e-48fa-9672-8e36a42bf602
060103088801802053,1,2305.516357421875,Rural,2,53,1,Benishangul-Gumuz,1,3,8,88,18,060103088801802,2020-06-05T13:06:24Z,2020-06-05T12:34:37Z,Male,31,Round 2,5,1,Male,31,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Industry/manufacturing,,Employee (Private Sector),,Yes,,,,,,,,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,0.0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:71d0d3f3-243a-4d42-b07f-24f1c34bc2ed
060103088801802061,1,3309.925537109375,Rural,2,61,1,Benishangul-Gumuz,1,3,8,88,18,060103088801802,2020-05-28T12:17:48Z,2020-05-28T16:20:43Z,Female,65,Round 2,6,1,Female,65,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,No,Usual place of business closed for another reason (not coronavirus),,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:eb4b9196-ae8a-4c7e-98b9-5b8fcbf96100
060103088801802069,1,1674.8197021484375,Rural,2,69,1,Benishangul-Gumuz,1,3,8,88,18,060103088801802,2020-05-29T19:23:54Z,2020-05-29T18:38:38Z,Male,70,Round 2,7,1,Male,70,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:e5a67fd9-09b7-4a69-97ab-1a7290e4991c
060103088801802077,2,1674.8197021484375,Rural,2,77,1,Benishangul-Gumuz,1,3,8,88,18,060103088801802,2020-05-28T09:37:53Z,2020-05-28T08:51:54Z,Male,30,Round 2,6,1,Female,26,2. Spouse,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:4e85e951-764a-47f4-a6e0-9f34131e9e8f
060103088804602008,2,2331.421142578125,Rural,2,8,1,Benishangul-Gumuz,1,3,8,88,46,060103088804602,2020-05-21T13:54:41Z,2020-05-21T21:42:47Z,Male,70,Round 2,4,1,Female,55,2. Spouse,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:fb6e2b46-cdcd-4382-b49e-e408363bb0c8
060103088804602024,2,2331.421142578125,Rural,2,24,1,Benishangul-Gumuz,1,3,8,88,46,060103088804602,2020-05-18T09:59:27Z,2020-05-18T12:26:34Z,Male,42,Round 2,1,1,Male,22,3. Son/Daughter,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Unpaid Family Worker,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,No,,Yes,Reduced,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:cfbf7803-3920-4de0-ae25-47172e19eb3a
060103088804602032,2,1434.5010986328125,Rural,2,32,1,Benishangul-Gumuz,1,3,8,88,46,060103088804602,2020-05-18T13:02:46Z,2020-05-18T12:26:49Z,Male,75,Round 2,3,1,Female,47,2. Spouse,Yes,Not Applicable (did not need to buy medicine),,,No,Increase in price,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,Yes,No,Lack of money,,No,Yes,Agriculture,,Unpaid Family Worker,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,No,Yes,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:ec5d2229-d96e-4111-b3c7-cd95b5869d09
060103088804602040,1,2331.421142578125,Rural,2,40,1,Benishangul-Gumuz,1,3,8,88,46,060103088804602,2020-05-19T12:55:42Z,2020-05-19T17:26:51Z,Male,75,Round 2,4,1,Male,75,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,,,,,,,,,,,,,Refused,,,,No,Yes,Agriculture,,Unpaid Family Worker,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:b14a11e8-2f9e-472c-b402-2fe7169ad92c
060103088804602048,3,1693.637939453125,Rural,2,48,1,Benishangul-Gumuz,1,3,8,88,46,060103088804602,2020-05-19T11:25:50Z,2020-05-19T17:26:42Z,Female,50,Round 2,4,1,Female,17,3. Son/Daughter,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,Yes,Yes,3 4,No,No,Yes,Yes,No,No,No,No,,No,,,,No,Yes,Wholesale and retail trade,,Self-Employed,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,Increased,Yes,,No,,No,,No,,No,,No,,,Reduced,2,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:1714ccc3-d529-4cc5-91bf-dc8dc68de752
