ea_id,event_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs7q00,cs7q01_a,cs7q01_b,cs7q01_b_os,cs7q02,cs7q03
050408088800501,1,2. URBAN,5. SOMALI,04,08,8,88,005,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,derk,1. Drought,,2009,75
050408088800501,2,2. URBAN,5. SOMALI,04,08,8,88,005,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye metet weha cheger,11. Other Bad (Specify),ye metet weha cheger,2009,100
050408088800501,3,2. URBAN,5. SOMALI,04,08,8,88,005,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye metet weha cheger,11. Other Bad (Specify),ye metet weha cheger,2010,100
050408088800501,4,2. URBAN,5. SOMALI,04,08,8,88,005,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye kebtoch besheta,4. Livestock Disease,,2009,50
050408088800501,5,2. URBAN,5. SOMALI,04,08,8,88,005,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,ye menged sera,15. New Road,,2009,100
050506088800603,1,2. URBAN,5. SOMALI,05,06,8,88,006,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeznab Etret; Yeznab Etret,7. Sharp Change in Prices,,2010,50
050506088800603,2,2. URBAN,5. SOMALI,05,06,8,88,006,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga Gishibet,7. Sharp Change in Prices,,2011,100
050511010100602,1,2. URBAN,5. SOMALI,05,11,1,1,006,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye Nuro wedenet,7. Sharp Change in Prices,,2010,75
050511010100602,2,2. URBAN,5. SOMALI,05,11,1,1,006,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,weba besheta,5. Human Epidemic Disease,,2009,25
050511010100602,3,2. URBAN,5. SOMALI,05,11,1,1,006,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye sewoch mefenakel,11. Other Bad (Specify),ye sewoch mefenkel,2010,25
050602088800702,1,2. URBAN,5. SOMALI,06,02,8,88,007,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yetmhrit bet ginbata,16. New School,,2011,100
050602088800702,2,2. URBAN,5. SOMALI,06,02,8,88,007,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,Mesno bemoter malmat,20. Other Good (Specify),bemoter bemesab malmat,2010,50
050604088800604,1,2. URBAN,5. SOMALI,06,04,8,88,006,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye nuro meweded,7. Sharp Change in Prices,,2010,50
050604088800604,2,2. URBAN,5. SOMALI,06,04,8,88,006,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,be gorf metleklek(be wabi  wenze megenfel),2. Flood,,2009,75
050604088800604,3,2. URBAN,5. SOMALI,06,04,8,88,006,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye Ensesat besheta,4. Livestock Disease,,2010,25
050605020100107,1,2. URBAN,5. SOMALI,06,05,2,1,001,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye wabi shebele wenze ye gorf meteleklek,2. Flood,,2009,70
050605020100107,2,2. URBAN,5. SOMALI,06,05,2,1,001,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,be weyane zafe ye ersha mert meweres,11. Other Bad (Specify),be weyane zafe arem ye ersha meret mewerer(ye arem werershgn),2009,75
050605020100107,3,2. URBAN,5. SOMALI,06,05,2,1,001,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,seble be tel mebelat,3. Crop Disease/Pests,,2010,25
050606088800801,1,2. URBAN,5. SOMALI,06,06,8,88,008,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye gorfe metleklek,2. Flood,,2009,75
050606088800801,2,2. URBAN,5. SOMALI,06,06,8,88,008,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,derk,1. Drought,,2009,50
050606088800801,3,2. URBAN,5. SOMALI,06,06,8,88,008,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,yekebt besheta,4. Livestock Disease,,2010,30
050611010100206,1,2. URBAN,5. SOMALI,06,11,1,1,002,06,2. EVENTS THAT MADE PEOPLE BETTER OFF,yemenged meserat,18. Improved Electricity,,2010,85
050611010100206,2,2. URBAN,5. SOMALI,06,11,1,1,002,06,2. EVENTS THAT MADE PEOPLE BETTER OFF,yemebrat beyibetu megbat,18. Improved Electricity,,2010,75
050611010101009,1,2. URBAN,5. SOMALI,06,11,1,1,010,09,2. EVENTS THAT MADE PEOPLE BETTER OFF,15,13. New Employment Oppurtunity,,2010,90
050611010101009,2,2. URBAN,5. SOMALI,06,11,1,1,010,09,2. EVENTS THAT MADE PEOPLE BETTER OFF,18,18. Improved Electricity,,2010,50
050611010101009,3,2. URBAN,5. SOMALI,06,11,1,1,010,09,2. EVENTS THAT MADE PEOPLE BETTER OFF,20,20. Other Good (Specify),tseteta mesfen,2011,100
050701088801207,1,2. URBAN,5. SOMALI,07,01,8,88,012,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,yeznab Etret,1. Drought,,2010,85
050703088800901,1,2. URBAN,5. SOMALI,07,03,8,88,009,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,01:04:07,4. Livestock Disease,,2010,25
050706010100201,1,2. URBAN,5. SOMALI,07,06,1,1,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Derk,1. Drought,,2009,75
050706010100201,2,2. URBAN,5. SOMALI,07,06,1,1,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye kebtoch besheta,4. Livestock Disease,,2010,25
050706010100201,3,2. URBAN,5. SOMALI,07,06,1,1,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye Nuro wedenet,7. Sharp Change in Prices,,2009,60
050706010100201,4,2. URBAN,5. SOMALI,07,06,1,1,002,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,Ye Menged ser,15. New Road,,2009,50
050802088801803,1,2. URBAN,5. SOMALI,08,02,8,88,018,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Derke/Rehab .,1. Drought,,2009,100
050805088800704,1,2. URBAN,5. SOMALI,08,05,8,88,007,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,Gorfe,2. Flood,,2009,25
050901010100102,1,2. URBAN,5. SOMALI,09,01,1,1,001,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,"dirki,Yewha Etiret,Elekitirk",1. Drought,,2010,30
050901010100102,2,2. URBAN,5. SOMALI,09,01,1,1,001,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,college tekfete,16. New School,,2010,30
050902088801202,1,1. RURAL,5. SOMALI,09,02,8,88,012,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,atadafi tekmat,5. Human Epidemic Disease,,2011,70
050902088801202,2,1. RURAL,5. SOMALI,09,02,8,88,012,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye sebel mewdem be weniz mulat,2. Flood,,2011,80
050906010100116,1,2. URBAN,5. SOMALI,09,06,1,1,001,16,1. EVENTS THAT MADE PEOPLE WORSE OFF,beshita,5. Human Epidemic Disease,,2009,10
050906010100116,2,2. URBAN,5. SOMALI,09,06,1,1,001,16,1. EVENTS THAT MADE PEOPLE WORSE OFF,tornet,9. Massive Job Lay-offs,,2010,30
050906010100116,3,2. URBAN,5. SOMALI,09,06,1,1,001,16,1. EVENTS THAT MADE PEOPLE WORSE OFF,dirk,1. Drought,,2011,40
051003088800201,1,2. URBAN,5. SOMALI,10,03,8,88,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,derk,1. Drought,,2009,75
051003088800201,2,2. URBAN,5. SOMALI,10,03,8,88,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,yekebet beshet,4. Livestock Disease,,2010,50
051003088800201,3,2. URBAN,5. SOMALI,10,03,8,88,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye nuro wedenet,7. Sharp Change in Prices,,2010,100
051003088800201,4,2. URBAN,5. SOMALI,10,03,8,88,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,yeweha cheger,11. Other Bad (Specify),ye metet weha matat,2009,100
051101088801203,1,2. URBAN,5. SOMALI,11,01,8,88,012,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,ethnic conflict,11. Other Bad (Specify),conflict,2010,75
060103088801802,1,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,018,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,06,12. Development Project,,2010,20
060104010100103,1,2. URBAN,6. BENISHANGUL GUMUZ,01,04,1,1,001,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,gorif,2. Flood,,2010,30
060104010100103,2,2. URBAN,6. BENISHANGUL GUMUZ,01,04,1,1,001,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewege niret,7. Sharp Change in Prices,,2010,100
060105088803201,1,1. RURAL,6. BENISHANGUL GUMUZ,01,05,8,88,032,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga niret,7. Sharp Change in Prices,,2011,100
060105088803201,2,1. RURAL,6. BENISHANGUL GUMUZ,01,05,8,88,032,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yebet insisat beshita,4. Livestock Disease,,2010,35
060105088803201,3,1. RURAL,6. BENISHANGUL GUMUZ,01,05,8,88,032,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,yesebil beshita,3. Crop Disease/Pests,,2010,100
060108010100106,1,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,001,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,gorif,2. Flood,,2010,25
060108010100106,2,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,001,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewega niret,7. Sharp Change in Prices,,2010,100
060108010100205,1,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,002,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,gorif,2. Flood,,2010,2
060108010100205,2,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,002,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye wega niret,7. Sharp Change in Prices,,2010,100
060108010100319,1,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,003,19,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye wega niret,7. Sharp Change in Prices,,2010,100
060108010100415,1,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,004,15,1. EVENTS THAT MADE PEOPLE WORSE OFF,7,7. Sharp Change in Prices,,2011,50
060201010100103,1,2. URBAN,6. BENISHANGUL GUMUZ,02,01,1,1,001,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ybihir Gichit,11. Other Bad (Specify),Yebihir Gichit,2011,30
060201010100103,2,2. URBAN,6. BENISHANGUL GUMUZ,02,01,1,1,001,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Sirkot ena zirfia,11. Other Bad (Specify),Sirkot ena zirfia,2011,25
060201088801903,1,1. RURAL,6. BENISHANGUL GUMUZ,02,01,8,88,019,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,kesira mefenakel,11. Other Bad (Specify),yetsetita guday,2011,75
060201088801903,2,1. RURAL,6. BENISHANGUL GUMUZ,02,01,8,88,019,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye nibiret mezeref,9. Massive Job Lay-offs,,2011,5
060203088802004,1,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,020,04,2. EVENTS THAT MADE PEOPLE BETTER OFF,Meniged Tigena,12. Development Project,,2011,100
060204020100105,1,2. URBAN,6. BENISHANGUL GUMUZ,02,04,2,1,001,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,yerse berse gechit,6. Displacement Related Development Activities,,2011,10
060205088801701,1,1. RURAL,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,bemesino,20. Other Good (Specify),besaw gulbet,2011,25
060205088801701,2,1. RURAL,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,Be Afer tibeka,20. Other Good (Specify),be izbi gulbet,2011,85
060206020100103,1,2. URBAN,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,yebeher gechit,6. Displacement Related Development Activities,,2011,45
060206088800203,1,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Gibrina,20. Other Good (Specify),Yemirt waga mechemer,2011,55
060206088800904,1,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,2. EVENTS THAT MADE PEOPLE BETTER OFF,yemirt waga mechemer,20. Other Good (Specify),yegebeya waga mechemer,2011,60
060302010100105,1,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,2,8. Loss of Key Social Service(s),,2011,80
060302010100105,2,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,4,4. Livestock Disease,,2011,75
060302010100105,3,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,8,3. Crop Disease/Pests,,2010,60
060305010100106,1,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,03,3. Crop Disease/Pests,,2010,25
060305010100106,2,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,05,9. Massive Job Lay-offs,,2010,50
060305010100106,3,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,07,7. Sharp Change in Prices,,2010,50
060305010100106,4,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,09,9. Massive Job Lay-offs,,2010,50
060401088802401,1,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewaga niret,7. Sharp Change in Prices,,2011,100
060401088802401,2,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,yetsetita chigir,11. Other Bad (Specify),tsetita chigir,2010,50
060401088802401,3,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,"siditegna gar yetegenagne chigir(akebabiw siditegnoch silalu mahabaresebu lay tilik chigir fatruwal. lemisale, sirkot, dan mechefchef...",11. Other Bad (Specify),siditegnoch yametubin chigir,2010,50
070108088800802,1,1. RURAL,7. SNNP,01,08,8,88,008,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,Adis Yemenged sira  yteserabet,15. New Road,,2010,50
070110010100205,1,2. URBAN,7. SNNP,01,10,1,1,002,05,2. EVENTS THAT MADE PEOPLE BETTER OFF,Adis yesera edele fetera,13. New Employment Oppurtunity,,2010,10
070110010100205,2,2. URBAN,7. SNNP,01,10,1,1,002,05,2. EVENTS THAT MADE PEOPLE BETTER OFF,Ye coble stone sera,15. New Road,,2010,5
070205088801202,1,1. RURAL,7. SNNP,02,05,8,88,012,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yezineb Etirat,3. Crop Disease/Pests,,2010,30
070211010100614,1,2. URBAN,7. SNNP,02,11,1,1,006,14,1. EVENTS THAT MADE PEOPLE WORSE OFF,gorfe,2. Flood,,2011,2
070407088801207,1,1. RURAL,7. SNNP,04,07,8,88,012,07,2. EVENTS THAT MADE PEOPLE BETTER OFF,áŠ á‹²áˆµ á‰µ/á‰¤á‰µ á‹¨á‰°áŒˆáŠá‰£á‰ á‰µ,16. New School,,2010,85
070409010100108,1,2. URBAN,7. SNNP,04,09,1,1,001,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,yenitsu Wuha Matati,11. Other Bad (Specify),Netsu Wuha Matate,2011,50
070409010100108,2,2. URBAN,7. SNNP,04,09,1,1,001,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewaga Nirate,11. Other Bad (Specify),Yewuha Chigir,2010,99
070409010100108,3,2. URBAN,7. SNNP,04,09,1,1,001,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yemengedi Chigiri,8. Loss of Key Social Service(s),,2010,30
070414088800609,1,1. RURAL,7. SNNP,04,14,8,88,006,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Derke,1. Drought,,2009,95
070414088800609,2,1. RURAL,7. SNNP,04,14,8,88,006,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeseble Besheta,3. Crop Disease/Pests,,2010,45
070414088800609,3,1. RURAL,7. SNNP,04,14,8,88,006,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yebete Ensesate Besheta,4. Livestock Disease,,2010,65
070414088800609,4,1. RURAL,7. SNNP,04,14,8,88,006,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Waga Nerate,7. Sharp Change in Prices,,2010,80
070420010100106,1,2. URBAN,7. SNNP,04,20,1,1,001,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewaga geshefete weyme menare,7. Sharp Change in Prices,,2010,80
070501088800605,1,1. RURAL,7. SNNP,05,01,8,88,006,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ye Akababi Tseteta Alemeregagate,11. Other Bad (Specify),Ye Akababi Alemeregate,2010,100
070501088800605,2,1. RURAL,7. SNNP,05,01,8,88,006,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ye Waga Nerete,7. Sharp Change in Prices,,2010,100
070503088801401,1,1. RURAL,7. SNNP,05,03,8,88,014,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ye Waga Nerete,7. Sharp Change in Prices,,2010,100
070503088801401,2,1. RURAL,7. SNNP,05,03,8,88,014,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ye Behereseboche Gechete,11. Other Bad (Specify),Ye Behereseboche Gechete,2010,100
070602088802005,1,1. RURAL,7. SNNP,06,02,8,88,020,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeayer mezabatf,1. Drought,,2010,20
070602088802005,2,1. RURAL,7. SNNP,06,02,8,88,020,05,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yerbata zerf wutet,12. Development Project,,2010,2
070603010100105,1,2. URBAN,7. SNNP,06,03,1,1,001,05,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yemenged  Sira,17. Improved Transportation Services,,2010,35
070606088801009,1,1. RURAL,7. SNNP,06,06,8,88,010,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,"Yewaga Gishibet,",7. Sharp Change in Prices,,2010,50
070606088801009,2,1. RURAL,7. SNNP,06,06,8,88,010,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yemeret Menad,2. Flood,,2010,5
070610088800907,1,1. RURAL,7. SNNP,06,10,8,88,009,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeayer Mezabat,1. Drought,,2010,40
070610088800907,2,1. RURAL,7. SNNP,06,10,8,88,009,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,Gorf,2. Flood,,2010,25
070610088800907,3,1. RURAL,7. SNNP,06,10,8,88,009,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,Beredo,1. Drought,,2010,20
070610088800907,4,1. RURAL,7. SNNP,06,10,8,88,009,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yemeret Menad,5. Human Epidemic Disease,,2010,10
070610088800907,5,1. RURAL,7. SNNP,06,10,8,88,009,07,2. EVENTS THAT MADE PEOPLE BETTER OFF,Nigd,12. Development Project,,2010,20
070613010100707,1,2. URBAN,7. SNNP,06,13,1,1,007,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yegebeya Wega Menar,7. Sharp Change in Prices,,2011,30
070613010100707,2,2. URBAN,7. SNNP,06,13,1,1,007,07,2. EVENTS THAT MADE PEOPLE BETTER OFF,Adis Menged ginbeta,15. New Road,,2011,12
070613010100707,3,2. URBAN,7. SNNP,06,13,1,1,007,07,2. EVENTS THAT MADE PEOPLE BETTER OFF,Adis sira mefter,13. New Employment Oppurtunity,,2010,12
070701010100104,1,2. URBAN,7. SNNP,07,01,1,1,001,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,titeta,11. Other Bad (Specify),sew memot menged mezgat neberet mezref,2011,10
070701010100104,2,2. URBAN,7. SNNP,07,01,1,1,001,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,woha,5. Human Epidemic Disease,,2010,5
070701010100104,3,2. URBAN,7. SNNP,07,01,1,1,001,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,mebrat,6. Displacement Related Development Activities,,2011,100
070701010100104,4,2. URBAN,7. SNNP,07,01,1,1,001,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,menged,8. Loss of Key Social Service(s),,2011,60
070702088802709,1,1. RURAL,7. SNNP,07,02,8,88,027,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,"1,seble mewdem",3. Crop Disease/Pests,,2011,20
070702088802709,2,1. RURAL,7. SNNP,07,02,8,88,027,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,"2,yewaga nret",7. Sharp Change in Prices,,2010,50
070706088801507,1,1. RURAL,7. SNNP,07,06,8,88,015,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,"1,dirk",1. Drought,,2011,50
070706088801507,2,1. RURAL,7. SNNP,07,06,8,88,015,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,"2,yebet enssat mot",4. Livestock Disease,,2011,50
070904030100101,1,2. URBAN,7. SNNP,09,04,3,1,001,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,2',16. New School,,2010,50
071003088801004,1,1. RURAL,7. SNNP,10,03,8,88,010,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye sebl beshita,3. Crop Disease/Pests,,2009,50
071003088801004,2,1. RURAL,7. SNNP,10,03,8,88,010,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,gorf,2. Flood,,2010,25
071005020100101,1,2. URBAN,7. SNNP,10,05,2,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,yetfetro ayer mezabat,1. Drought,,2009,80
071005020100101,2,2. URBAN,7. SNNP,10,05,2,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,gorf,11. Other Bad (Specify),mert mawdem,2009,33
071005020100101,3,2. URBAN,7. SNNP,10,05,2,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,temche,3. Crop Disease/Pests,,2009,60
071008088801603,1,1. RURAL,7. SNNP,10,08,8,88,016,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,yesebil wudmet,1. Drought,,2011,100
071008088801603,2,1. RURAL,7. SNNP,10,08,8,88,016,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,yetefetiro adega /meret mensheratet,2. Flood,,2011,15
071008088801603,3,1. RURAL,7. SNNP,10,08,8,88,016,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,yebet ensisat mot,1. Drought,,2011,3
071013088801005,1,1. RURAL,7. SNNP,10,13,8,88,010,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,yesebil wudmet,2. Flood,,2011,80
071104088800912,1,1. RURAL,7. SNNP,11,04,8,88,009,12,2. EVENTS THAT MADE PEOPLE BETTER OFF,Temhirt bet ginbata,16. New School,,2009,10
071110088800906,1,1. RURAL,7. SNNP,11,10,8,88,009,06,2. EVENTS THAT MADE PEOPLE BETTER OFF,yesra edle dengay mawtat,13. New Employment Oppurtunity,,2011,1
071304010100212,1,2. URBAN,7. SNNP,13,04,1,1,002,12,2. EVENTS THAT MADE PEOPLE BETTER OFF,Hawasa Industrial Park Be megebatu Maheberesebu Ye Mikerayu Betochen be megebatu,20. Other Good (Specify),Ye Mikeraye Betochen Mgebatu,2010,100
071501030100102,1,2. URBAN,7. SNNP,15,01,3,1,001,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,teteta,1. Drought,,2009,90
071501030100102,2,2. URBAN,7. SNNP,15,01,3,1,001,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,rehab,7. Sharp Change in Prices,,2010,85
071501030100102,3,2. URBAN,7. SNNP,15,01,3,1,001,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,yeftero ayer mezabat,3. Crop Disease/Pests,,2010,90
071502088801308,1,1. RURAL,7. SNNP,15,02,8,88,013,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,"yesebil wudmet , yemeret mensheratet / mesentek",2. Flood,,2011,1
071504088803610,1,1. RURAL,7. SNNP,15,04,8,88,036,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,"1,dirki",1. Drought,,2010,56
071504088803610,2,1. RURAL,7. SNNP,15,04,8,88,036,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,"2,seden esat",11. Other Bad (Specify),katelo(yeesat adega),2011,5
071601088800404,1,1. RURAL,7. SNNP,16,01,8,88,004,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yesebil  Metifat,3. Crop Disease/Pests,,2009,70
071601088800404,2,1. RURAL,7. SNNP,16,01,8,88,004,04,2. EVENTS THAT MADE PEOPLE BETTER OFF,Kewich Ager kemigegnew Gebi,20. Other Good (Specify),Yegili. Beti (Korkoro beti mesirat,2010,16
071601088804904,1,1. RURAL,7. SNNP,16,01,8,88,049,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,Beduri Arawit,11. Other Bad (Specify),Beduri Arawit,2010,50
071701030100103,1,2. URBAN,7. SNNP,17,01,3,1,001,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Nigdi,18. Improved Electricity,,2010,25
071701030100103,2,2. URBAN,7. SNNP,17,01,3,1,001,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Gibrna,13. New Employment Oppurtunity,,2009,65
071701030100103,3,2. URBAN,7. SNNP,17,01,3,1,001,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Interprise,13. New Employment Oppurtunity,,2009,15
071701088802301,1,1. RURAL,7. SNNP,17,01,8,88,023,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,MengedochGimbata,15. New Road,,2010,75
071701088802301,2,1. RURAL,7. SNNP,17,01,8,88,023,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,ElectirikAgelegilot,18. Improved Electricity,,2010,50
071704088800902,1,1. RURAL,7. SNNP,17,04,8,88,009,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,Adisesiraedelmefeter,13. New Employment Oppurtunity,,2011,2
071704088800902,2,1. RURAL,7. SNNP,17,04,8,88,009,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,Mengedochgimbata,15. New Road,,2010,5
071801088800504,1,1. RURAL,7. SNNP,18,01,8,88,005,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,yesebil beshta,3. Crop Disease/Pests,,2010,80
071801088801406,1,1. RURAL,7. SNNP,18,01,8,88,014,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,yesebl beshta,3. Crop Disease/Pests,,2010,80
071901088803902,1,1. RURAL,7. SNNP,19,01,8,88,039,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,Mengedochgimbata,15. New Road,,2011,5
072001088800308,1,1. RURAL,7. SNNP,20,01,8,88,003,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yemerat meneshratet,2. Flood,,2011,33
072001088800308,2,1. RURAL,7. SNNP,20,01,8,88,003,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,Ytemert Bet Genbata,16. New School,,2010,25
