ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs3q01,cs3q02,cs3q03,cs3q04a,cs3q04a_os,cs3q04b,cs3q04c,cs3q04c_os,cs3q04d,cs3q04e,cs3q04e_os,cs3q04f,cs3q06,cs3q07,cs3q07_os,cs3q08,cs3q09,cs3q10,cs3q11,cs3q11a,cs3q11b,cs3q12a_1,cs3q12b_1,cs3q12a_2,cs3q12b_2,cs3q12a_3,cs3q12b_3
050303088800907,2. URBAN,5. SOMALI,03,03,8,88,009,07,4. Neither arrivals nor departures,4200,600,4. Muslim,,600,,,,,,,50,3. Planned Housing,,1. Flat,0,50,50,2. NO,,1. Traditional,100,,,,
050304088801205,2. URBAN,5. SOMALI,03,04,8,88,012,05,3. About the same of both,6000,1000,4. Muslim,,1000,,,,,,,30,1. Pasture,,1. Flat,25,0,30,2. NO,,3. Religious,100,,,,
050309088800903,2. URBAN,5. SOMALI,03,09,8,88,009,03,4. Neither arrivals nor departures,5000,980,4. Muslim,,980,,,,,,,15,1. Pasture,,1. Flat,45,15,40,2. NO,,1. Traditional,100,,,,
050310010100201,2. URBAN,5. SOMALI,03,10,1,1,002,01,3. About the same of both,1450,290,4. Muslim,,280,1. Orthodox,,10,,,,2,3. Planned Housing,,1. Flat,0,0,0,2. NO,,3. Religious,100,,,,
050312010101002,2. URBAN,5. SOMALI,03,12,1,1,010,02,1. More moved in,3500,400,4. Muslim,,320,1. Orthodox,,80,,,,30,4. Squatter Settlement,,2. Slightly Sloping,0,0,0,1. YES,4,1. Traditional,100,,,,
050405088800906,2. URBAN,5. SOMALI,04,05,8,88,009,06,3. About the same of both,1880,360,4. Muslim,,360,,,,,,,5,4. Squatter Settlement,,1. Flat,15,0,0,1. YES,25,1. Traditional,100,,,,
050405088801501,2. URBAN,5. SOMALI,04,05,8,88,015,01,3. About the same of both,1880,360,4. Muslim,,360,,,,,,,5,4. Squatter Settlement,,1. Flat,15,0,0,1. YES,25,1. Traditional,100,,,,
050407010100404,2. URBAN,5. SOMALI,04,07,1,1,004,04,1. More moved in,2000,400,4. Muslim,,398,1. Orthodox,,2,,,,15,4. Squatter Settlement,,1. Flat,45,1,1,1. YES,2,1. Traditional,95,,,,
050408088800501,2. URBAN,5. SOMALI,04,08,8,88,005,01,2. More moved out,1050,260,4. Muslim,,260,,,,,,,15,4. Squatter Settlement,,1. Flat,2,0,0,1. YES,70,1. Traditional,100,,,,
050502088800603,2. URBAN,5. SOMALI,05,02,8,88,006,03,4. Neither arrivals nor departures,4864,1013,4. Muslim,,100,,,,,,,2,1. Pasture,,1. Flat,90,0,10,2. NO,,1. Traditional,100,,,,
050506088800603,2. URBAN,5. SOMALI,05,06,8,88,006,03,2. More moved out,1510,750,4. Muslim,,151,,,,,,,70,1. Pasture,,1. Flat,50,2,20,2. NO,,3. Religious,100,,,,
050511010100602,2. URBAN,5. SOMALI,05,11,1,1,006,02,2. More moved out,2600,520,4. Muslim,,470,1. Orthodox,,50,,,,0,3. Planned Housing,,1. Flat,0,0,0,2. NO,,3. Religious,99,,,,
050602088800702,2. URBAN,5. SOMALI,06,02,8,88,007,02,4. Neither arrivals nor departures,1605,321,4. Muslim,,321,,,,,,,15,2. Farming,,1. Flat,5,90,5,2. NO,,1. Traditional,100,,,,
050604088800604,2. URBAN,5. SOMALI,06,04,8,88,006,04,3. About the same of both,1030,220,4. Muslim,,220,,,,,,,10,1. Pasture,,1. Flat,75,0,0,2. NO,,3. Religious,100,,,,
050605020100107,2. URBAN,5. SOMALI,06,05,2,1,001,07,1. More moved in,2240,500,4. Muslim,,500,,,,,,,0,1. Pasture,,1. Flat,5,0,3,1. YES,28,1. Traditional,90,,,,
050606088800801,2. URBAN,5. SOMALI,06,06,8,88,008,01,2. More moved out,1650,340,4. Muslim,,340,,,,,,,1,1. Pasture,,1. Flat,50,0,2,2. NO,,1. Traditional,100,3. Religious,100,,
050610088800304,2. URBAN,5. SOMALI,06,10,8,88,003,04,4. Neither arrivals nor departures,1400,350,4. Muslim,,150,,,,,,,2,4. Squatter Settlement,,3. Moderately Sloping,90,5,5,2. NO,,1. Traditional,100,,,,
050611010100206,2. URBAN,5. SOMALI,06,11,1,1,002,06,1. More moved in,4980,1890,4. Muslim,,1810,1. Orthodox,,80,,,,2,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,99,,,,
050611010101009,2. URBAN,5. SOMALI,06,11,1,1,010,09,1. More moved in,3850,1150,4. Muslim,,1100,1. Orthodox,,50,,,,5,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,99,,,,
050701088801207,2. URBAN,5. SOMALI,07,01,8,88,012,07,3. About the same of both,8000,1600,4. Muslim,,1600,,,,,,,30,1. Pasture,,1. Flat,35,0,25,2. NO,,3. Religious,100,,,,
050703088800901,2. URBAN,5. SOMALI,07,03,8,88,009,01,3. About the same of both,6500,1250,4. Muslim,,1250,,,,,,,30,1. Pasture,,1. Flat,35,0,25,2. NO,,3. Religious,100,,,,
050704088801101,2. URBAN,5. SOMALI,07,04,8,88,011,01,2. More moved out,5700,1150,4. Muslim,,130,,,,,,,10,1. Pasture,,1. Flat,20,0,10,2. NO,,3. Religious,100,,,,
050706010100201,2. URBAN,5. SOMALI,07,06,1,1,002,01,3. About the same of both,1200,220,4. Muslim,,220,,,,,,,1,3. Planned Housing,,1. Flat,0,0,0,2. NO,,3. Religious,100,,,,
050707088800603,2. URBAN,5. SOMALI,07,07,8,88,006,03,2. More moved out,6250,1250,4. Muslim,,1250,,,,,,,30,1. Pasture,,1. Flat,25,0,25,2. NO,,3. Religious,100,,,,
050801010100308,2. URBAN,5. SOMALI,08,01,1,1,003,08,1. More moved in,6451,1200,4. Muslim,,1200,,,,,,,25,4. Squatter Settlement,,1. Flat,0,0,0,2. NO,,1. Traditional,70,,,,
050802088801803,2. URBAN,5. SOMALI,08,02,8,88,018,03,2. More moved out,2100,420,4. Muslim,,420,,,,,,,30,1. Pasture,,1. Flat,75,0,0,1. YES,25,1. Traditional,100,,,,
050805088800704,2. URBAN,5. SOMALI,08,05,8,88,007,04,4. Neither arrivals nor departures,8400,2000,4. Muslim,,2000,,,,,,,75,2. Farming,,2. Slightly Sloping,0,20,0,1. YES,80,1. Traditional,100,,,,
050807088800305,2. URBAN,5. SOMALI,08,07,8,88,003,05,4. Neither arrivals nor departures,4210,1430,4. Muslim,,1430,,,,,,,50,1. Pasture,,5. Both Flat & Hilly,75,0,0,1. YES,18,1. Traditional,100,,,,
050808088801601,2. URBAN,5. SOMALI,08,08,8,88,016,01,4. Neither arrivals nor departures,26000,520,4. Muslim,,520,,,,,,,50,2. Farming,,5. Both Flat & Hilly,50,0,0,1. YES,130,1. Traditional,100,,,,
050901010100102,2. URBAN,5. SOMALI,09,01,1,1,001,02,1. More moved in,3720,620,4. Muslim,,599,1. Orthodox,,20,3. Protestant,,1,60,1. Pasture,,1. Flat,20,5,0,1. YES,1,3. Religious,100,,,,
050902088801202,1. RURAL,5. SOMALI,09,02,8,88,012,02,1. More moved in,5250,750,4. Muslim,,750,,,,,,,40,2. Farming,,1. Flat,30,60,10,1. YES,5,3. Religious,100,,,,
050905088800202,1. RURAL,5. SOMALI,09,05,8,88,002,02,1. More moved in,21480,3580,4. Muslim,,3580,,,,,,,60,1. Pasture,,1. Flat,20,0,0,2. NO,,3. Religious,100,,,,
050906010100116,2. URBAN,5. SOMALI,09,06,1,1,001,16,1. More moved in,4500,280,4. Muslim,,280,,,,,,,50,1. Pasture,,1. Flat,50,0,0,1. YES,7,3. Religious,100,,,,
050907088800903,1. RURAL,5. SOMALI,09,07,8,88,009,03,1. More moved in,7000,600,4. Muslim,,600,,,,,,,70,1. Pasture,,2. Slightly Sloping,80,5,85,2. NO,,3. Religious,100,,,,
051003088800201,2. URBAN,5. SOMALI,10,03,8,88,002,01,3. About the same of both,1130,225,4. Muslim,,225,,,,,,,50,4. Squatter Settlement,,1. Flat,10,0,5,1. YES,58,1. Traditional,100,,,,
051004088801303,2. URBAN,5. SOMALI,10,04,8,88,013,03,4. Neither arrivals nor departures,8000,450,4. Muslim,,450,,,,,,,25,1. Pasture,,1. Flat,50,5,45,2. NO,,1. Traditional,100,,,,
051101088801203,2. URBAN,5. SOMALI,11,01,8,88,012,03,2. More moved out,11476,2869,4. Muslim,,2869,,,,,,,80,1. Pasture,,2. Slightly Sloping,70,10,90,1. YES,10,3. Religious,100,,,,
060101088800403,1. RURAL,6. BENISHANGUL GUMUZ,01,01,8,88,004,03,4. Neither arrivals nor departures,3452,829,4. Muslim,,819,1. Orthodox,,5,3. Protestant,,5,80,2. Farming,,5. Both Flat & Hilly,40,50,10,2. NO,,3. Religious,100,,,,
060103088801802,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,018,02,2. More moved out,1020,200,4. Muslim,,150,1. Orthodox,,50,,,,0,2. Farming,,5. Both Flat & Hilly,25,60,25,1. YES,15,1. Traditional,100,,,,
060103088804602,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,046,02,4. Neither arrivals nor departures,1200,890,1. Orthodox,,450,,,,,,,0,3. Planned Housing,,1. Flat,10,0,10,2. NO,,1. Traditional,95,,,,
060103088806701,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,067,01,4. Neither arrivals nor departures,1000,200,4. Muslim,,80,1. Orthodox,,67,,,,0,2. Farming,,1. Flat,0,0,40,1. YES,150,3. Religious,100,,,,
060104010100103,2. URBAN,6. BENISHANGUL GUMUZ,01,04,1,1,001,03,4. Neither arrivals nor departures,3117,398,4. Muslim,,398,,,,,,,50,2. Farming,,1. Flat,30,45,25,1. YES,10,3. Religious,100,,,,
060104088800802,1. RURAL,6. BENISHANGUL GUMUZ,01,04,8,88,008,02,4. Neither arrivals nor departures,6609,931,4. Muslim,,99,1. Orthodox,,1,,,,75,2. Farming,,2. Slightly Sloping,10,75,15,1. YES,5,3. Religious,100,,,,
060105088801701,1. RURAL,6. BENISHANGUL GUMUZ,01,05,8,88,017,01,4. Neither arrivals nor departures,1865,1243,4. Muslim,,1243,,,,,,,5,2. Farming,,5. Both Flat & Hilly,20,45,30,1. YES,15,1. Traditional,75,,,,
060105088803201,1. RURAL,6. BENISHANGUL GUMUZ,01,05,8,88,032,01,1. More moved in,1500,200,4. Muslim,,112,1. Orthodox,,60,3. Protestant,,28,17,2. Farming,,1. Flat,0,0,0,1. YES,7,3. Religious,100,,,,
060107088800402,1. RURAL,6. BENISHANGUL GUMUZ,01,07,8,88,004,02,4. Neither arrivals nor departures,1440,201,4. Muslim,,98,1. Orthodox,,2,,,,50,2. Farming,,5. Both Flat & Hilly,25,50,25,2. NO,,3. Religious,100,,,,
060108010100106,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,001,06,1. More moved in,9387,920,1. Orthodox,,690,4. Muslim,,184,3. Protestant,,46,2,3. Planned Housing,,1. Flat,0,0,5,2. NO,,1. Traditional,80,3. Religious,12,2. Municipality,8
060108010100205,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,002,05,1. More moved in,6395,1100,1. Orthodox,,550,4. Muslim,,300,3. Protestant,,250,5,3. Planned Housing,,2. Slightly Sloping,0,3,2,1. YES,1,1. Traditional,70,3. Religious,20,2. Municipality,10
060108010100319,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,003,19,1. More moved in,13869,2467,1. Orthodox,,1232,4. Muslim,,740,3. Protestant,,493,0,3. Planned Housing,,2. Slightly Sloping,0,0,10,2. NO,,3. Religious,60,1. Traditional,30,2. Municipality,10
060108010100415,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,004,15,1. More moved in,7573,928,1. Orthodox,,400,4. Muslim,,300,3. Protestant,,228,5,3. Planned Housing,,1. Flat,10,0,10,1. YES,1,1. Traditional,80,,,,
060201010100103,2. URBAN,6. BENISHANGUL GUMUZ,02,01,1,1,001,03,2. More moved out,4739,954,1. Orthodox,,600,4. Muslim,,334,3. Protestant,,20,10,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,90,2. Municipality,2,3. Religious,8
060201088801903,1. RURAL,6. BENISHANGUL GUMUZ,02,01,8,88,019,03,2. More moved out,2729,608,1. Orthodox,,308,4. Muslim,,300,,,,0,2. Farming,,1. Flat,0,0,0,2. NO,,3. Religious,98,,,,
060203010100106,2. URBAN,6. BENISHANGUL GUMUZ,02,03,1,1,001,06,1. More moved in,3000,1000,1. Orthodox,,700,3. Protestant,,200,4. Muslim,,100,1,3. Planned Housing,,1. Flat,5,0,0,2. NO,,1. Traditional,95,,,,
060203088800704,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,007,04,2. More moved out,2500,367,1. Orthodox,,350,3. Protestant,,17,,,,5,2. Farming,,5. Both Flat & Hilly,25,0,15,1. YES,25,1. Traditional,100,,,,
060203088802004,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,020,04,3. About the same of both,2195,401,1. Orthodox,,399,3. Protestant,,2,,,,5,2. Farming,,2. Slightly Sloping,25,5,15,2. NO,,1. Traditional,90,,,,
060204020100105,2. URBAN,6. BENISHANGUL GUMUZ,02,04,2,1,001,05,1. More moved in,5426,1275,1. Orthodox,,982,4. Muslim,,237,3. Protestant,,56,1,2. Farming,,2. Slightly Sloping,1,0,3,1. YES,5,1. Traditional,85,3. Religious,10,2. Municipality,5
060205040100108,2. URBAN,6. BENISHANGUL GUMUZ,02,05,4,1,001,08,3. About the same of both,10000,2500,3. Protestant,,1000,4. Muslim,,900,1. Orthodox,,600,2,3. Planned Housing,,1. Flat,0,0,20,2. NO,,1. Traditional,80,,,,
060205088801701,1. RURAL,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,1. More moved in,1756,292,3. Protestant,,146,1. Orthodox,,116,4. Muslim,,30,4,2. Farming,,5. Both Flat & Hilly,9,0,12,1. YES,3,3. Religious,65,,,,
060206020100103,2. URBAN,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,1. More moved in,4459,1388,1. Orthodox,,740,4. Muslim,,588,3. Protestant,,60,1,2. Farming,,1. Flat,1,0,0,1. YES,1,1. Traditional,85,3. Religious,2,2. Municipality,13
060206088800203,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,1. More moved in,1777,324,3. Protestant,,180,1. Orthodox,,140,4. Muslim,,4,0,2. Farming,,1. Flat,0,0,30,1. YES,3,3. Religious,85,,,,
060206088800904,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,1. More moved in,3330,1294,1. Orthodox,,600,4. Muslim,,400,3. Protestant,,294,0,2. Farming,,1. Flat,0,0,0,1. YES,10,1. Traditional,90,,,,
060207030100102,2. URBAN,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,1. More moved in,4700,776,3. Protestant,,280,1. Orthodox,,270,4. Muslim,,220,5,2. Farming,,1. Flat,30,0,20,1. YES,10,1. Traditional,100,,,,
060207088801401,1. RURAL,6. BENISHANGUL GUMUZ,02,07,8,88,014,01,1. More moved in,3660,445,1. Orthodox,,400,3. Protestant,,22,8. Other (Specify),Muluwongel,23,25,2. Farming,,5. Both Flat & Hilly,20,0,15,1. YES,5,1. Traditional,95,,,,
060302010100105,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,3. About the same of both,4504,2560,3. Protestant,,1160,1. Orthodox,,940,4. Muslim,,460,30,2. Farming,,5. Both Flat & Hilly,25,10,40,2. NO,,3. Religious,75,,,,
060305010100106,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,1. More moved in,5822,3800,3. Protestant,,2220,1. Orthodox,,1550,4. Muslim,,30,25,2. Farming,,1. Flat,25,25,15,1. YES,15,1. Traditional,85,,,,
060401088802401,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,4. Neither arrivals nor departures,4747,200,4. Muslim,,200,,,,,,,60,2. Farming,,3. Moderately Sloping,40,0,0,2. NO,,3. Religious,100,,,,
070104088801204,1. RURAL,7. SNNP,01,04,8,88,012,04,2. More moved out,4000,940,4. Muslim,,900,1. Orthodox,,40,,,,1,2. Farming,,2. Slightly Sloping,25,0,20,2. NO,,1. Traditional,90,,,,
070108088800802,1. RURAL,7. SNNP,01,08,8,88,008,02,2. More moved out,2878,322,1. Orthodox,,320,4. Muslim,,2,,,,2,1. Pasture,,3. Moderately Sloping,15,0,1,1. YES,5,1. Traditional,85,,,,
070110010100205,2. URBAN,7. SNNP,01,10,1,1,002,05,2. More moved out,8662,769,1. Orthodox,,302,2. Catholic,,259,3. Protestant,,168,2,3. Planned Housing,,5. Both Flat & Hilly,3,0,1,1. YES,3,3. Religious,80,,,,
070112088800907,1. RURAL,7. SNNP,01,12,8,88,009,07,2. More moved out,6000,780,4. Muslim,,500,1. Orthodox,,280,,,,0,2. Farming,,2. Slightly Sloping,5,0,20,2. NO,,1. Traditional,90,,,,
070205030100103,2. URBAN,7. SNNP,02,05,3,1,001,03,2. More moved out,3750,430,3. Protestant,,200,4. Muslim,,120,2. Catholic,,110,5,2. Farming,,1. Flat,5,0,2,1. YES,25,1. Traditional,95,,,,
070205088801202,1. RURAL,7. SNNP,02,05,8,88,012,02,2. More moved out,3953,510,3. Protestant,,400,4. Muslim,,4,1. Orthodox,,23,5,2. Farming,,5. Both Flat & Hilly,2,0,1,1. YES,3,3. Religious,70,1. Traditional,30,,
070210088801703,1. RURAL,7. SNNP,02,10,8,88,017,03,1. More moved in,4800,389,3. Protestant,,368,1. Orthodox,,20,4. Muslim,,1,10,2. Farming,,1. Flat,5,70,10,1. YES,5,1. Traditional,85,,,,
070211010100614,2. URBAN,7. SNNP,02,11,1,1,006,14,1. More moved in,25000,5000,3. Protestant,,2500,1. Orthodox,,2000,4. Muslim,,500,3,3. Planned Housing,,5. Both Flat & Hilly,1,0,0,1. YES,1,3. Religious,80,,,,
070302088800701,1. RURAL,7. SNNP,03,02,8,88,007,01,1. More moved in,5650,611,3. Protestant,,591,1. Orthodox,,20,,,,5,2. Farming,,2. Slightly Sloping,15,50,15,1. YES,15,3. Religious,75,,,,
070305088801101,1. RURAL,7. SNNP,03,05,8,88,011,01,1. More moved in,6620,800,3. Protestant,,700,1. Orthodox,,99,4. Muslim,,1,7,2. Farming,,2. Slightly Sloping,10,60,30,1. YES,5,3. Religious,85,,,,
070309010100307,2. URBAN,7. SNNP,03,09,1,1,003,07,1. More moved in,33425,6685,3. Protestant,,6016,1. Orthodox,,534,2. Catholic,,133,1,3. Planned Housing,,5. Both Flat & Hilly,2,5,10,2. NO,,3. Religious,80,,,,
070403088802407,1. RURAL,7. SNNP,04,03,8,88,024,07,2. More moved out,5710,660,3. Protestant,,654,5. Traditional,,5,4. Muslim,,1,10,2. Farming,,3. Moderately Sloping,5,0,5,1. YES,25,1. Traditional,80,3. Religious,20,,
070407088801207,1. RURAL,7. SNNP,04,07,8,88,012,07,2. More moved out,7800,841,3. Protestant,,620,1. Orthodox,,150,4. Muslim,,10,40,2. Farming,,2. Slightly Sloping,10,70,0,1. YES,2,3. Religious,65,1. Traditional,25,2. Municipality,10
070409010100108,2. URBAN,7. SNNP,04,09,1,1,001,08,1. More moved in,34000,13000,3. Protestant,,11500,1. Orthodox,,1000,4. Muslim,,500,3,4. Squatter Settlement,,3. Moderately Sloping,5,0,5,2. NO,,3. Religious,98,,,,
070410088800810,1. RURAL,7. SNNP,04,10,8,88,008,10,4. Neither arrivals nor departures,3435,1249,3. Protestant,,937,2. Catholic,,187,4. Muslim,,125,25,2. Farming,,2. Slightly Sloping,10,0,15,2. NO,,1. Traditional,95,3. Religious,5,,
070414088800609,1. RURAL,7. SNNP,04,14,8,88,006,09,3. About the same of both,6666,1270,3. Protestant,,1170,2. Catholic,,85,4. Muslim,,15,33,2. Farming,,5. Both Flat & Hilly,4,0,8,1. YES,5,1. Traditional,95,3. Religious,5,,
070418088801803,1. RURAL,7. SNNP,04,18,8,88,018,03,2. More moved out,4532,532,3. Protestant,,529,1. Orthodox,,3,8. Other (Specify),yelem,0,40,2. Farming,,1. Flat,0,2,10,1. YES,4,3. Religious,90,1. Traditional,10,,
070420010100106,2. URBAN,7. SNNP,04,20,1,1,001,06,3. About the same of both,40000,14620,3. Protestant,,10965,4. Muslim,,2193,1. Orthodox,,1462,3,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,70,3. Religious,20,2. Municipality,10
070501088800605,1. RURAL,7. SNNP,05,01,8,88,006,05,2. More moved out,7001,1914,3. Protestant,,1914,,,,,,,10,2. Farming,,3. Moderately Sloping,0,0,10,2. NO,,3. Religious,60,1. Traditional,40,,
070503088801401,1. RURAL,7. SNNP,05,03,8,88,014,01,3. About the same of both,9744,1793,3. Protestant,,1793,,,,,,,2,2. Farming,,3. Moderately Sloping,0,0,15,2. NO,,3. Religious,80,1. Traditional,20,,
070602088802005,1. RURAL,7. SNNP,06,02,8,88,020,05,1. More moved in,2176,790,3. Protestant,,553,2. Catholic,,158,1. Orthodox,,79,5,2. Farming,,1. Flat,13,0,14,1. YES,10,3. Religious,90,1. Traditional,10,,
070603010100105,2. URBAN,7. SNNP,06,03,1,1,001,05,2. More moved out,7812,689,3. Protestant,,420,1. Orthodox,,211,4. Muslim,,48,33,3. Planned Housing,,1. Flat,2,0,0,2. NO,,1. Traditional,55,3. Religious,35,2. Municipality,10
070606088801009,1. RURAL,7. SNNP,06,06,8,88,010,09,2. More moved out,5000,1512,3. Protestant,,1360,1. Orthodox,,107,2. Catholic,,45,30,2. Farming,,5. Both Flat & Hilly,15,0,3,2. NO,,3. Religious,80,1. Traditional,20,,
070610088800907,1. RURAL,7. SNNP,06,10,8,88,009,07,2. More moved out,10800,1950,3. Protestant,,1355,1. Orthodox,,575,2. Catholic,,20,20,2. Farming,,4. Steeply Sloping,5,0,5,1. YES,25,3. Religious,90,1. Traditional,10,,
070613010100707,2. URBAN,7. SNNP,06,13,1,1,007,07,1. More moved in,12009,6413,1. Orthodox,,3145,3. Protestant,,2985,2. Catholic,,255,5,3. Planned Housing,,2. Slightly Sloping,0,0,1,2. NO,,3. Religious,75,2. Municipality,15,1. Traditional,10
070701010100104,2. URBAN,7. SNNP,07,01,1,1,001,04,1. More moved in,7000,800,1. Orthodox,,400,3. Protestant,,380,4. Muslim,,15,50,3. Planned Housing,,1. Flat,50,0,0,2. NO,,1. Traditional,80,3. Religious,7,,
070702088802709,1. RURAL,7. SNNP,07,02,8,88,027,09,4. Neither arrivals nor departures,5252,1070,3. Protestant,,642,1. Orthodox,,321,4. Muslim,,107,10,2. Farming,,2. Slightly Sloping,15,0,15,1. YES,5,1. Traditional,60,3. Religious,40,,
070706088801507,1. RURAL,7. SNNP,07,06,8,88,015,07,2. More moved out,2852,1652,1. Orthodox,,100,3. Protestant,,350,5. Traditional,,1202,50,1. Pasture,,1. Flat,50,5,15,2. NO,,1. Traditional,85,3. Religious,15,,
070904030100101,2. URBAN,7. SNNP,09,04,3,1,001,01,1. More moved in,4029,937,1. Orthodox,,400,2. Catholic,,300,3. Protestant,,150,2,3. Planned Housing,,5. Both Flat & Hilly,0,0,1,1. YES,1,1. Traditional,50,3. Religious,40,2. Municipality,10
070904088801204,1. RURAL,7. SNNP,09,04,8,88,012,04,3. About the same of both,2383,444,1. Orthodox,,437,4. Muslim,,7,,,,0,2. Farming,,2. Slightly Sloping,0,0,10,2. NO,,1. Traditional,100,,,,
070909088800504,1. RURAL,7. SNNP,09,09,8,88,005,04,4. Neither arrivals nor departures,3480,712,3. Protestant,,450,1. Orthodox,,262,,,,10,2. Farming,,4. Steeply Sloping,14,0,3,2. NO,,1. Traditional,70,,,,
071003088801004,1. RURAL,7. SNNP,10,03,8,88,010,04,2. More moved out,6127,1436,3. Protestant,,796,1. Orthodox,,604,4. Muslim,,36,25,2. Farming,,2. Slightly Sloping,25,0,25,1. YES,27,3. Religious,75,1. Traditional,20,2. Municipality,5
071005020100101,2. URBAN,7. SNNP,10,05,2,1,001,01,1. More moved in,9507,1240,3. Protestant,,533,1. Orthodox,,471,8. Other (Specify),Hawareyat,227,2,2. Farming,,1. Flat,8,0,10,1. YES,6,1. Traditional,80,3. Religious,10,2. Municipality,2
071008088801603,1. RURAL,7. SNNP,10,08,8,88,016,03,2. More moved out,3958,462,1. Orthodox,,346,3. Protestant,,116,,,,2,2. Farming,,5. Both Flat & Hilly,0,0,1,1. YES,6,1. Traditional,75,,,,
071013088801005,1. RURAL,7. SNNP,10,13,8,88,010,05,2. More moved out,6382,717,3. Protestant,,537,1. Orthodox,,180,,,,1,2. Farming,,3. Moderately Sloping,70,0,2,1. YES,80,1. Traditional,50,,,,
071016010100610,2. URBAN,7. SNNP,10,16,1,1,006,10,1. More moved in,13618,2779,3. Protestant,,1300,1. Orthodox,,1200,8. Other (Specify),Hawareyat,130,1,3. Planned Housing,,2. Slightly Sloping,0,0,5,2. NO,,3. Religious,50,1. Traditional,40,2. Municipality,10
071104088800912,1. RURAL,7. SNNP,11,04,8,88,009,12,2. More moved out,7543,1539,3. Protestant,,950,1. Orthodox,,39,4. Muslim,,3,50,2. Farming,,1. Flat,10,0,15,1. YES,15,1. Traditional,90,,,,
071110010100102,2. URBAN,7. SNNP,11,10,1,1,001,02,2. More moved out,4400,560,3. Protestant,,300,1. Orthodox,,150,4. Muslim,,110,15,2. Farming,,2. Slightly Sloping,30,0,10,2. NO,,1. Traditional,65,3. Religious,20,2. Municipality,15
071110088800906,1. RURAL,7. SNNP,11,10,8,88,009,06,2. More moved out,4855,991,3. Protestant,,991,,,,,,,2,2. Farming,,2. Slightly Sloping,45,55,11,1. YES,3,1. Traditional,75,,,,
071201088801101,1. RURAL,7. SNNP,12,01,8,88,011,01,1. More moved in,1202,228,1. Orthodox,,193,3. Protestant,,35,,,,2,2. Farming,,3. Moderately Sloping,10,70,20,2. NO,,1. Traditional,85,3. Religious,15,,
071201088802507,1. RURAL,7. SNNP,12,01,8,88,025,07,4. Neither arrivals nor departures,5760,1111,1. Orthodox,,600,4. Muslim,,459,3. Protestant,,52,15,2. Farming,,5. Both Flat & Hilly,30,60,10,2. NO,,1. Traditional,80,3. Religious,20,,
071304010100212,2. URBAN,7. SNNP,13,04,1,1,002,12,1. More moved in,18597,4649,3. Protestant,,4509,4. Muslim,,140,,,,4,2. Farming,,1. Flat,20,70,6,2. NO,,1. Traditional,90,3. Religious,7,2. Municipality,3
071308010100210,2. URBAN,7. SNNP,13,08,1,1,002,10,3. About the same of both,25352,16416,3. Protestant,,13000,1. Orthodox,,3000,4. Muslim,,416,5,3. Planned Housing,,5. Both Flat & Hilly,0,0,10,2. NO,,3. Religious,70,1. Traditional,20,2. Municipality,10
071501030100102,2. URBAN,7. SNNP,15,01,3,1,001,02,2. More moved out,4243,705,1. Orthodox,,400,3. Protestant,,180,4. Muslim,,125,3,2. Farming,,2. Slightly Sloping,25,0,65,1. YES,50,1. Traditional,75,3. Religious,7,,
071502088801308,1. RURAL,7. SNNP,15,02,8,88,013,08,3. About the same of both,9000,920,3. Protestant,,700,1. Orthodox,,220,,,,1,4. Squatter Settlement,,3. Moderately Sloping,2,0,1,1. YES,57,1. Traditional,86,,,,
071504088803610,1. RURAL,7. SNNP,15,04,8,88,036,10,2. More moved out,13700,2239,3. Protestant,,1209,1. Orthodox,,23,5. Traditional,,1007,10,2. Farming,,4. Steeply Sloping,15,0,27,1. YES,30,1. Traditional,75,3. Religious,25,,
071601088800404,1. RURAL,7. SNNP,16,01,8,88,004,04,2. More moved out,5560,828,4. Muslim,,828,,,,,,,10,2. Farming,,5. Both Flat & Hilly,10,0,20,1. YES,20,3. Religious,100,,,,
