ea_id,cs8q00,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs8q01,cs8q02,cs8q03,cs8q00_os,cs8q04,cs8q05a,cs8q05b,cs8q05c,cs8q05d,cs8q05e,cs8q05f,cs8q05g,cs8q05h,cs8q06,cs8q07,cs8q08,cs8q09,cs8q10,cs8q10_os,cs8q11a,cs8q11b,cs8q11c,cs8q11d,cs8q11d_os
050610088800304,1. Road/Bridge,2. URBAN,5. SOMALI,06,10,8,88,003,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050610088800304,2. Primary School,2. URBAN,5. SOMALI,06,10,8,88,003,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050610088800304,3. Secondary School,2. URBAN,5. SOMALI,06,10,8,88,003,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050610088800304,4. Health Center/Clinic/Post,2. URBAN,5. SOMALI,06,10,8,88,003,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050610088800304,5. Piped Water/Boreholes/Wells,2. URBAN,5. SOMALI,06,10,8,88,003,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050610088800304,6. Natural Resource Conservation,2. URBAN,5. SOMALI,06,10,8,88,003,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050610088800304,7. Grain Mill,2. URBAN,5. SOMALI,06,10,8,88,003,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050610088800304,8. Public Transportation,2. URBAN,5. SOMALI,06,10,8,88,003,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050610088800304,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,5. SOMALI,06,10,8,88,003,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050610088800304,10. Law Enforcement,2. URBAN,5. SOMALI,06,10,8,88,003,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050610088800304,11. Other (Specify),2. URBAN,5. SOMALI,06,10,8,88,003,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050611010100206,1. Road/Bridge,2. URBAN,5. SOMALI,06,11,1,1,002,06,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
050611010100206,2. Primary School,2. URBAN,5. SOMALI,06,11,1,1,002,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050611010100206,3. Secondary School,2. URBAN,5. SOMALI,06,11,1,1,002,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050611010100206,4. Health Center/Clinic/Post,2. URBAN,5. SOMALI,06,11,1,1,002,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050611010100206,5. Piped Water/Boreholes/Wells,2. URBAN,5. SOMALI,06,11,1,1,002,06,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
050611010100206,6. Natural Resource Conservation,2. URBAN,5. SOMALI,06,11,1,1,002,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050611010100206,7. Grain Mill,2. URBAN,5. SOMALI,06,11,1,1,002,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050611010100206,8. Public Transportation,2. URBAN,5. SOMALI,06,11,1,1,002,06,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050611010100206,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,5. SOMALI,06,11,1,1,002,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050611010100206,10. Law Enforcement,2. URBAN,5. SOMALI,06,11,1,1,002,06,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
050611010100206,11. Other (Specify),2. URBAN,5. SOMALI,06,11,1,1,002,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050611010101009,1. Road/Bridge,2. URBAN,5. SOMALI,06,11,1,1,010,09,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
050611010101009,2. Primary School,2. URBAN,5. SOMALI,06,11,1,1,010,09,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050611010101009,3. Secondary School,2. URBAN,5. SOMALI,06,11,1,1,010,09,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050611010101009,4. Health Center/Clinic/Post,2. URBAN,5. SOMALI,06,11,1,1,010,09,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050611010101009,5. Piped Water/Boreholes/Wells,2. URBAN,5. SOMALI,06,11,1,1,010,09,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050611010101009,6. Natural Resource Conservation,2. URBAN,5. SOMALI,06,11,1,1,010,09,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050611010101009,7. Grain Mill,2. URBAN,5. SOMALI,06,11,1,1,010,09,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050611010101009,8. Public Transportation,2. URBAN,5. SOMALI,06,11,1,1,010,09,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
050611010101009,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,5. SOMALI,06,11,1,1,010,09,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
050611010101009,10. Law Enforcement,2. URBAN,5. SOMALI,06,11,1,1,010,09,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,1. YES,2. NO,2. NO,
050611010101009,11. Other (Specify),2. URBAN,5. SOMALI,06,11,1,1,010,09,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050701088801207,1. Road/Bridge,2. URBAN,5. SOMALI,07,01,8,88,012,07,1. YES,2. NO,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050701088801207,2. Primary School,2. URBAN,5. SOMALI,07,01,8,88,012,07,1. YES,2. NO,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050701088801207,3. Secondary School,2. URBAN,5. SOMALI,07,01,8,88,012,07,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,3. Promissed to be Addressed,,,,,,,,,
050701088801207,4. Health Center/Clinic/Post,2. URBAN,5. SOMALI,07,01,8,88,012,07,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,500000,0,3. Other (Specify),Altewatam,2. NO,2. NO,2. NO,2. NO,
050701088801207,5. Piped Water/Boreholes/Wells,2. URBAN,5. SOMALI,07,01,8,88,012,07,1. YES,2. NO,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050701088801207,6. Natural Resource Conservation,2. URBAN,5. SOMALI,07,01,8,88,012,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050701088801207,7. Grain Mill,2. URBAN,5. SOMALI,07,01,8,88,012,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050701088801207,8. Public Transportation,2. URBAN,5. SOMALI,07,01,8,88,012,07,1. YES,2. NO,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050701088801207,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,5. SOMALI,07,01,8,88,012,07,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
050701088801207,10. Law Enforcement,2. URBAN,5. SOMALI,07,01,8,88,012,07,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,100000,0,3. Other (Specify),Altewatam,1. YES,2. NO,2. NO,2. NO,
050701088801207,11. Other (Specify),2. URBAN,5. SOMALI,07,01,8,88,012,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050703088800901,1. Road/Bridge,2. URBAN,5. SOMALI,07,03,8,88,009,01,1. YES,2. NO,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050703088800901,2. Primary School,2. URBAN,5. SOMALI,07,03,8,88,009,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050703088800901,3. Secondary School,2. URBAN,5. SOMALI,07,03,8,88,009,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050703088800901,4. Health Center/Clinic/Post,2. URBAN,5. SOMALI,07,03,8,88,009,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050703088800901,5. Piped Water/Boreholes/Wells,2. URBAN,5. SOMALI,07,03,8,88,009,01,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,4. Not Addressed; Response Negative,,,,,,,,,
050703088800901,6. Natural Resource Conservation,2. URBAN,5. SOMALI,07,03,8,88,009,01,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,3. Promissed to be Addressed,,,,,,,,,
050703088800901,7. Grain Mill,2. URBAN,5. SOMALI,07,03,8,88,009,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050703088800901,8. Public Transportation,2. URBAN,5. SOMALI,07,03,8,88,009,01,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
050703088800901,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,5. SOMALI,07,03,8,88,009,01,1. YES,2. NO,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050703088800901,10. Law Enforcement,2. URBAN,5. SOMALI,07,03,8,88,009,01,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,5. Not Addressed; Attempts Failed,,,,,,,,,
050703088800901,11. Other (Specify),2. URBAN,5. SOMALI,07,03,8,88,009,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050704088801101,1. Road/Bridge,2. URBAN,5. SOMALI,07,04,8,88,011,01,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050704088801101,2. Primary School,2. URBAN,5. SOMALI,07,04,8,88,011,01,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3. Promissed to be Addressed,,,,,,,,,
050704088801101,3. Secondary School,2. URBAN,5. SOMALI,07,04,8,88,011,01,1. YES,2. NO,1. YES,,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,1000000,0,1. Voluntary,,1. YES,2. NO,2. NO,2. NO,
050704088801101,4. Health Center/Clinic/Post,2. URBAN,5. SOMALI,07,04,8,88,011,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050704088801101,5. Piped Water/Boreholes/Wells,2. URBAN,5. SOMALI,07,04,8,88,011,01,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
050704088801101,6. Natural Resource Conservation,2. URBAN,5. SOMALI,07,04,8,88,011,01,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
050704088801101,7. Grain Mill,2. URBAN,5. SOMALI,07,04,8,88,011,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050704088801101,8. Public Transportation,2. URBAN,5. SOMALI,07,04,8,88,011,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050704088801101,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,5. SOMALI,07,04,8,88,011,01,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050704088801101,10. Law Enforcement,2. URBAN,5. SOMALI,07,04,8,88,011,01,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,50000,0,3. Other (Specify),altesebesebem,1. YES,1. YES,2. NO,2. NO,
050704088801101,11. Other (Specify),2. URBAN,5. SOMALI,07,04,8,88,011,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050706010100201,1. Road/Bridge,2. URBAN,5. SOMALI,07,06,1,1,002,01,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
050706010100201,2. Primary School,2. URBAN,5. SOMALI,07,06,1,1,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050706010100201,3. Secondary School,2. URBAN,5. SOMALI,07,06,1,1,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050706010100201,4. Health Center/Clinic/Post,2. URBAN,5. SOMALI,07,06,1,1,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050706010100201,5. Piped Water/Boreholes/Wells,2. URBAN,5. SOMALI,07,06,1,1,002,01,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
050706010100201,6. Natural Resource Conservation,2. URBAN,5. SOMALI,07,06,1,1,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050706010100201,7. Grain Mill,2. URBAN,5. SOMALI,07,06,1,1,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050706010100201,8. Public Transportation,2. URBAN,5. SOMALI,07,06,1,1,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050706010100201,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,5. SOMALI,07,06,1,1,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050706010100201,10. Law Enforcement,2. URBAN,5. SOMALI,07,06,1,1,002,01,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
050706010100201,11. Other (Specify),2. URBAN,5. SOMALI,07,06,1,1,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050707088800603,1. Road/Bridge,2. URBAN,5. SOMALI,07,07,8,88,006,03,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050707088800603,2. Primary School,2. URBAN,5. SOMALI,07,07,8,88,006,03,1. YES,2. NO,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050707088800603,3. Secondary School,2. URBAN,5. SOMALI,07,07,8,88,006,03,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050707088800603,4. Health Center/Clinic/Post,2. URBAN,5. SOMALI,07,07,8,88,006,03,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050707088800603,5. Piped Water/Boreholes/Wells,2. URBAN,5. SOMALI,07,07,8,88,006,03,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050707088800603,6. Natural Resource Conservation,2. URBAN,5. SOMALI,07,07,8,88,006,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050707088800603,7. Grain Mill,2. URBAN,5. SOMALI,07,07,8,88,006,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050707088800603,8. Public Transportation,2. URBAN,5. SOMALI,07,07,8,88,006,03,1. YES,2. NO,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050707088800603,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,5. SOMALI,07,07,8,88,006,03,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
050707088800603,10. Law Enforcement,2. URBAN,5. SOMALI,07,07,8,88,006,03,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,150000,0,3. Other (Specify),Altewatam,1. YES,2. NO,2. NO,2. NO,
050707088800603,11. Other (Specify),2. URBAN,5. SOMALI,07,07,8,88,006,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050801010100308,1. Road/Bridge,2. URBAN,5. SOMALI,08,01,1,1,003,08,2. NO,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
050801010100308,2. Primary School,2. URBAN,5. SOMALI,08,01,1,1,003,08,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
050801010100308,3. Secondary School,2. URBAN,5. SOMALI,08,01,1,1,003,08,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050801010100308,4. Health Center/Clinic/Post,2. URBAN,5. SOMALI,08,01,1,1,003,08,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
050801010100308,5. Piped Water/Boreholes/Wells,2. URBAN,5. SOMALI,08,01,1,1,003,08,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,2. NO,2. NO,2. NO,
050801010100308,6. Natural Resource Conservation,2. URBAN,5. SOMALI,08,01,1,1,003,08,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050801010100308,7. Grain Mill,2. URBAN,5. SOMALI,08,01,1,1,003,08,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050801010100308,8. Public Transportation,2. URBAN,5. SOMALI,08,01,1,1,003,08,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050801010100308,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,5. SOMALI,08,01,1,1,003,08,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050801010100308,10. Law Enforcement,2. URBAN,5. SOMALI,08,01,1,1,003,08,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,2. NO,2. NO,2. NO,
050801010100308,11. Other (Specify),2. URBAN,5. SOMALI,08,01,1,1,003,08,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050802088801803,1. Road/Bridge,2. URBAN,5. SOMALI,08,02,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050802088801803,2. Primary School,2. URBAN,5. SOMALI,08,02,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050802088801803,3. Secondary School,2. URBAN,5. SOMALI,08,02,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050802088801803,4. Health Center/Clinic/Post,2. URBAN,5. SOMALI,08,02,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050802088801803,5. Piped Water/Boreholes/Wells,2. URBAN,5. SOMALI,08,02,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050802088801803,6. Natural Resource Conservation,2. URBAN,5. SOMALI,08,02,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050802088801803,7. Grain Mill,2. URBAN,5. SOMALI,08,02,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050802088801803,8. Public Transportation,2. URBAN,5. SOMALI,08,02,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050802088801803,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,5. SOMALI,08,02,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050802088801803,10. Law Enforcement,2. URBAN,5. SOMALI,08,02,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050802088801803,11. Other (Specify),2. URBAN,5. SOMALI,08,02,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050805088800704,1. Road/Bridge,2. URBAN,5. SOMALI,08,05,8,88,007,04,2. NO,1. YES,1. YES,,,,,,,,,,,,,,,,,,,,,
050805088800704,2. Primary School,2. URBAN,5. SOMALI,08,05,8,88,007,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050805088800704,3. Secondary School,2. URBAN,5. SOMALI,08,05,8,88,007,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050805088800704,4. Health Center/Clinic/Post,2. URBAN,5. SOMALI,08,05,8,88,007,04,2. NO,1. YES,1. YES,,,,,,,,,,,,,,,,,,,,,
050805088800704,5. Piped Water/Boreholes/Wells,2. URBAN,5. SOMALI,08,05,8,88,007,04,1. YES,1. YES,1. YES,,,,,,,,,,,,,,,,,,,,,
050805088800704,6. Natural Resource Conservation,2. URBAN,5. SOMALI,08,05,8,88,007,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050805088800704,7. Grain Mill,2. URBAN,5. SOMALI,08,05,8,88,007,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050805088800704,8. Public Transportation,2. URBAN,5. SOMALI,08,05,8,88,007,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050805088800704,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,5. SOMALI,08,05,8,88,007,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050805088800704,10. Law Enforcement,2. URBAN,5. SOMALI,08,05,8,88,007,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050805088800704,11. Other (Specify),2. URBAN,5. SOMALI,08,05,8,88,007,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050807088800305,1. Road/Bridge,2. URBAN,5. SOMALI,08,07,8,88,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050807088800305,2. Primary School,2. URBAN,5. SOMALI,08,07,8,88,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050807088800305,3. Secondary School,2. URBAN,5. SOMALI,08,07,8,88,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050807088800305,4. Health Center/Clinic/Post,2. URBAN,5. SOMALI,08,07,8,88,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050807088800305,5. Piped Water/Boreholes/Wells,2. URBAN,5. SOMALI,08,07,8,88,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050807088800305,6. Natural Resource Conservation,2. URBAN,5. SOMALI,08,07,8,88,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050807088800305,7. Grain Mill,2. URBAN,5. SOMALI,08,07,8,88,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050807088800305,8. Public Transportation,2. URBAN,5. SOMALI,08,07,8,88,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050807088800305,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,5. SOMALI,08,07,8,88,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050807088800305,10. Law Enforcement,2. URBAN,5. SOMALI,08,07,8,88,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050807088800305,11. Other (Specify),2. URBAN,5. SOMALI,08,07,8,88,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050808088801601,1. Road/Bridge,2. URBAN,5. SOMALI,08,08,8,88,016,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050808088801601,2. Primary School,2. URBAN,5. SOMALI,08,08,8,88,016,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050808088801601,3. Secondary School,2. URBAN,5. SOMALI,08,08,8,88,016,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050808088801601,4. Health Center/Clinic/Post,2. URBAN,5. SOMALI,08,08,8,88,016,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050808088801601,5. Piped Water/Boreholes/Wells,2. URBAN,5. SOMALI,08,08,8,88,016,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050808088801601,6. Natural Resource Conservation,2. URBAN,5. SOMALI,08,08,8,88,016,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050808088801601,7. Grain Mill,2. URBAN,5. SOMALI,08,08,8,88,016,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050808088801601,8. Public Transportation,2. URBAN,5. SOMALI,08,08,8,88,016,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050808088801601,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,5. SOMALI,08,08,8,88,016,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050808088801601,10. Law Enforcement,2. URBAN,5. SOMALI,08,08,8,88,016,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050808088801601,11. Other (Specify),2. URBAN,5. SOMALI,08,08,8,88,016,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
050901010100102,1. Road/Bridge,2. URBAN,5. SOMALI,09,01,1,1,001,02,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
050901010100102,2. Primary School,2. URBAN,5. SOMALI,09,01,1,1,001,02,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,5. Not Addressed; Attempts Failed,,,,,,,,,
050901010100102,3. Secondary School,2. URBAN,5. SOMALI,09,01,1,1,001,02,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
