ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs4q01,cs4q02,cs4q03,cs4q04__0,cs4q04__1,cs4q04__2,cs4q04__3,cs4q04__4,cs4q04__5,cs4q04__6,cs4q04__7,cs4q04__8,cs4q04__9,cs4q04__10,cs4q04__11,cs4q04__12,cs4q04__13,cs4q05__0,cs4q05__1,cs4q05__2,cs4q05__3,cs4q05__4,cs4q05__5,cs4q05__6,cs4q05__7,cs4q05__8,cs4q05__9,cs4q05__10,cs4q05__11,cs4q05__12,cs4q05__13,cs4q06,cs4q07a,cs4q07b,cs4q08,cs4q09,cs4q10,cs4q11,cs4q12a,cs4q12b,cs4q13,cs4q14,cs4q15,cs4q16,cs4q17,cs4q18,cs4q19,cs4q20,cs4q21,cs4q22,cs4q23,cs4q24,cs4q25,cs4q26,cs4q27,cs4q28,cs4q29,cs4q30,cs4q31,cs4q32,cs4q32_os,cs4q33,cs4q34,cs4q35,cs4q36,cs4q37,cs4q38,cs4q39,cs4q40,cs4q41,cs4q42a,cs4q42b,cs4q42c,cs4q42d,cs4q42e,cs4q42f,cs4q42f_os,cs4q43,cs4q44,cs4q45,cs4q46,cs4q47,cs4q48,cs4q49,cs4q50,cs4q51,cs4q52,cs4q53,cs4q54,cs4q55,cs4q56,cs4q57,cs4q58,cs4q59a,cs4q59b,cs4q60,cs4q61
060206020100103,2. URBAN,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,1. Tar/Asphalt,4,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,8,3,2. Hour,1. YES,,,2. NO,Gelgel,10,10,1. YES,,1,2,0,2. NO,1. YES,0,1. YES,0,0,0,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,1. YES,0,2. NO,,,,,,,,2. NO,8,2. NO,8,1. YES,500,3000,1. YES,,2. NO,8,2. NO,8,2. NO,8,2. NO,,,,
060206088800203,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,4. Dirt Track,15,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,10,8,1. Minute,2. NO,17,20,2. NO,Gilgel,44,35,2. NO,17,2,0,0,1. YES,2. NO,9,2. NO,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,1. YES,2. NO,,,17,1. Government,1. YES,0,2. NO,,,,,,,,2. NO,17,2. NO,17,2. NO,,,2. NO,17,2. NO,17,2. NO,17,2. NO,17,2. NO,,,,
060206088800904,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,4. Dirt Track,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,4,5,2. Hour,2. NO,8,4,2. NO,Gilgel,21,15,2. NO,3,6,1,0,1. YES,1. YES,2,1. YES,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,1. YES,2. NO,,,0,1. Government,1. YES,0,2. NO,,,,,,,,2. NO,4,2. NO,8,1. YES,0,2000,2. NO,4,1. YES,,2. NO,4,2. NO,8,2. NO,,,,
060207030100102,2. URBAN,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,4. Dirt Track,131,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,5,3. Day,2. NO,37,25,2. NO,Gilgel,144,75,1. YES,,2,1,0,2. NO,1. YES,7,1. YES,0,0,0,0,1. YES,,,,,,,,1. YES,2. NO,,,1. Government,1. YES,100,2. NO,,,,,,,,2. NO,37,2. NO,37,2. NO,,,2. NO,144,2. NO,37,2. NO,37,2. NO,37,2. NO,,,,
060207088801401,1. RURAL,6. BENISHANGUL GUMUZ,02,07,8,88,014,01,4. Dirt Track,50,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,10,4,3. Day,2. NO,50,30,2. NO,Bulen,50,80,1. YES,,3,0,0,2. NO,2. NO,0,2. NO,0,0,0,0,2. NO,0,2. NO,0,1. Always Available,1. Government Facility,,2. NO,2. NO,,,0,1. Government,1. YES,0,2. NO,,,,,,,,2. NO,52,2. NO,52,2. NO,,,2. NO,52,2. NO,52,2. NO,52,2. NO,0,2. NO,,,,
060302010100105,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,4. Dirt Track,50,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,3,3. Day,1. YES,,,2. NO,150,150,120,1. YES,,7,4,0,1. YES,1. YES,0,1. YES,0,0,0,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,1. YES,200,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,,2. NO,60,1. YES,,2. NO,,,2. NO,60,1. YES,,2. NO,60,2. NO,60,2. NO,,,,
060305010100106,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,4. Dirt Track,52,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,0,2,3. Day,1. YES,,,2. NO,408,408,280,1. YES,,7,1,0,1. YES,1. YES,0,1. YES,0,0,0,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,1. YES,50,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,100,3000,1. YES,,1. YES,,2. NO,70,2. NO,70,2. NO,,,,
060401088802401,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,2. Graded Graveled,52,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,6,12,3. Day,2. NO,6,0,2. NO,Assosa,115,60,2. NO,6,0,1,0,1. YES,2. NO,6,1. YES,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,6,1. Government,1. YES,0,2. NO,,,,,,,,2. NO,12,2. NO,6,2. NO,,,2. NO,12,2. NO,6,2. NO,12,2. NO,115,2. NO,,,,
070104088801204,1. RURAL,7. SNNP,01,04,8,88,012,04,2. Graded Graveled,52,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,10,2,3. Day,2. NO,24,30,2. NO,wolkite,50,90,2. NO,18,6,8,0,1. YES,2. NO,10,1. YES,0,0,0,0,1. YES,,1. YES,,2. Sometimes Available,1. Government Facility,,2. NO,2. NO,,,44,1. Government,2. NO,,2. NO,,,,,,,,2. NO,24,1. YES,,2. NO,,,2. NO,24,2. NO,24,2. NO,15,2. NO,44,2. NO,,,,
070108088800802,1. RURAL,7. SNNP,01,08,8,88,008,02,4. Dirt Track,15,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,7,1,3. Day,2. NO,7,50,2. NO,Wolkite,82,60,1. YES,,1,0,2,2. NO,1. YES,7,1. YES,0,0,1,0,2. NO,0,1. YES,,1. Always Available,1. Government Facility,,1. YES,2. NO,,,7,1. Government,2. NO,,2. NO,,,,,,,,2. NO,7,2. NO,7,2. NO,,,2. NO,7,2. NO,7,2. NO,7,2. NO,82,2. NO,,,,
070110010100205,2. URBAN,7. SNNP,01,10,1,1,002,05,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,30,1. Minute,1. YES,,,2. NO,welkite,30,20,1. YES,,6,1,0,1. YES,1. YES,0,1. YES,2,1,0,0,1. YES,,,,,,,,1. YES,1. YES,2. NO,,1. Government,1. YES,500,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,8,2250,1. YES,,1. YES,,2. NO,5,2. NO,30,2. NO,,,,
070112088800907,1. RURAL,7. SNNP,01,12,8,88,009,07,2. Graded Graveled,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,6,3. Day,2. NO,8,8,2. NO,welkite,48,0,2. NO,8,4,6,0,1. YES,1. YES,5,1. YES,0,0,0,0,1. YES,,1. YES,,2. Sometimes Available,1. Government Facility,,1. YES,1. YES,1. YES,1. YES,,1. Government,2. NO,,2. NO,,,,,,,,2. NO,8,1. YES,,1. YES,500,5000,2. NO,8,1. YES,,2. NO,8,1. YES,,2. NO,,,,
070205030100103,2. URBAN,7. SNNP,02,05,3,1,001,03,4. Dirt Track,24,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,10,2. Hour,2. NO,24,15,2. NO,114,114,65,2. NO,24,6,1,0,1. YES,1. YES,3,1. YES,0,0,0,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,1. YES,0,2. NO,,,,,,,,2. NO,24,2. NO,24,2. NO,,,2. NO,24,2. NO,24,2. NO,24,2. NO,58,2. NO,,,,
070205088801202,1. RURAL,7. SNNP,02,05,8,88,012,02,1. Tar/Asphalt,2,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,6,40,1. Minute,2. NO,6,2,2. NO,Hossana,95,50,1. YES,,4,0,1,1. YES,2. NO,2,2. NO,0,0,0,0,2. NO,2,2. NO,2,1. Always Available,1. Government Facility,,1. YES,2. NO,,,2,1. Government,1. YES,0,2. NO,,,,,,,,2. NO,6,2. NO,6,2. NO,,,2. NO,6,2. NO,6,2. NO,6,2. NO,6,1. YES,68,40,0,21
070210088801703,1. RURAL,7. SNNP,02,10,8,88,017,03,3. Dirt Raod (Maintained),31,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3,15,2. Hour,2. NO,3,10,2. NO,Hossana,31,30,1. YES,,5,0,2,2. NO,2. NO,3,1. YES,0,0,0,0,2. NO,3,1. YES,,1. Always Available,1. Government Facility,,2. NO,1. YES,1. YES,2. NO,,1. Government,1. YES,50,2. NO,,,,,,,,2. NO,3,2. NO,3,1. YES,900,40000,2. NO,3,2. NO,3,2. NO,3,2. NO,31,1. YES,83,44,1,8
070211010100614,2. URBAN,7. SNNP,02,11,1,1,006,14,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,600,1. Minute,2. NO,0,0,1. YES,,,,1. YES,,7,2,0,1. YES,2. NO,5,1. YES,0,0,1,0,1. YES,,,,,,,,1. YES,2. NO,,,3. Private,2. NO,,2. NO,,,,,,2. NO,,1. YES,,2. NO,15,1. YES,70,5500,1. YES,,2. NO,15,2. NO,15,2. NO,15,2. NO,,,,
070302088800701,1. RURAL,7. SNNP,03,02,8,88,007,01,2. Graded Graveled,30,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,10,21,2. Hour,2. NO,10,10,2. NO,Durame,32,10,1. YES,,11,0,3,2. NO,1. YES,10,1. YES,0,0,0,0,2. NO,3,1. YES,,1. Always Available,1. Government Facility,,1. YES,1. YES,2. NO,,,1. Government,2. NO,,2. NO,,,,,,,,2. NO,10,2. NO,10,2. NO,,,2. NO,10,1. YES,,2. NO,10,2. NO,32,1. YES,100,53,4,3
070305088801101,1. RURAL,7. SNNP,03,05,8,88,011,01,3. Dirt Raod (Maintained),3,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,8,50,1. Minute,2. NO,8,10,2. NO,Durame,37,30,1. YES,,12,0,3,2. NO,1. YES,5,1. YES,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,2. NO,1. YES,2. NO,,,1. Government,2. NO,,2. NO,,,,,,,,2. NO,8,2. NO,8,2. NO,,,2. NO,8,2. NO,8,2. NO,8,2. NO,8,1. YES,136,116,10,4
070309010100307,2. URBAN,7. SNNP,03,09,1,1,003,07,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,90,1. Minute,1. YES,,,2. NO,hosan,60,35,1. YES,,10,0,0,1. YES,1. YES,0,1. YES,3,0,0,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,2. NO,,,,,,2. NO,,1. YES,,1. YES,,1. YES,8000,3500,1. YES,,1. YES,,1. YES,,2. NO,60,2. NO,,,,
070403088802407,1. RURAL,7. SNNP,04,03,8,88,024,07,4. Dirt Track,30,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,10,5,3. Day,2. NO,15,40,2. NO,Hawassa,92,90,2. NO,15,9,0,0,2. NO,2. NO,10,2. NO,0,0,0,0,2. NO,3,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,15,1. Government,2. NO,,2. NO,,,,,,,,2. NO,15,2. NO,15,2. NO,,,2. NO,15,2. NO,15,2. NO,15,2. NO,92,2. NO,,,,
070407088801207,1. RURAL,7. SNNP,04,07,8,88,012,07,4. Dirt Track,8,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,8,1,2. Hour,2. NO,8,20,2. NO,Hawassa,103,75,2. NO,8,17,1,0,1. YES,2. NO,8,1. YES,0,0,0,0,2. NO,3,1. YES,,2. Sometimes Available,1. Government Facility,,2. NO,2. NO,,,8,1. Government,2. NO,,2. NO,,,,,,,,2. NO,8,2. NO,8,2. NO,,,2. NO,8,1. YES,,2. NO,8,2. NO,103,2. NO,,,,
070409010100108,2. URBAN,7. SNNP,04,09,1,1,001,08,4. Dirt Track,45,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,0,3,2. Hour,1. YES,,,2. NO,Hawasa,185,150,1. YES,,16,1,0,2. NO,1. YES,0,1. YES,4,0,2,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,1. YES,0,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,,1. YES,,1. YES,,2. NO,,,1. YES,,1. YES,,2. NO,45,2. NO,185,1. YES,60,480,0,0
070410088800810,1. RURAL,7. SNNP,04,10,8,88,008,10,4. Dirt Track,0,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,10,5,2. Hour,2. NO,14,15,2. NO,Hawasa,46,35,2. NO,10,10,4,1,2. NO,2. NO,1,1. YES,0,0,0,0,2. NO,2,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,2,1. Government,1. YES,0,2. NO,,,,,,,,2. NO,10,2. NO,10,2. NO,,,2. NO,14,2. NO,10,2. NO,10,2. NO,46,1. YES,94,20,35,25
070414088800609,1. RURAL,7. SNNP,04,14,8,88,006,09,4. Dirt Track,32,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,10,3,3. Day,2. NO,16,30,2. NO,Hawassa,89,76,2. NO,16,21,1,0,2. NO,2. NO,3,2. NO,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,16,1. Government,2. NO,,2. NO,,,,,,,,2. NO,16,2. NO,16,2. NO,,,2. NO,16,2. NO,16,2. NO,16,2. NO,89,1. YES,200,61,0,0
070418088801803,1. RURAL,7. SNNP,04,18,8,88,018,03,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2,3,2. Hour,2. NO,1,5,2. NO,Hawassa,121,75,2. NO,1,7,0,0,2. NO,2. NO,1,1. YES,0,0,0,0,2. NO,1,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,1,1. Government,2. NO,,2. NO,,,,,,,,2. NO,1,2. NO,1,2. NO,,,2. NO,1,2. NO,1,2. NO,1,2. NO,1,2. NO,,,,
070420010100106,2. URBAN,7. SNNP,04,20,1,1,001,06,3. Dirt Raod (Maintained),0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,40,1. Minute,1. YES,,,2. NO,Hawassa,23,10,1. YES,,15,2,0,1. YES,1. YES,0,1. YES,2,0,5,0,1. YES,,,,,,,,2. NO,,,0,1. Government,1. YES,0,2. NO,,,,,,2. NO,,1. YES,,1. YES,,1. YES,50,500,1. YES,,1. YES,,2. NO,23,1. YES,,2. NO,,,,
070501088800605,1. RURAL,7. SNNP,05,01,8,88,006,05,3. Dirt Raod (Maintained),10,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,10,7,2. Hour,2. NO,10,20,2. NO,Dilla,32,10,2. NO,10,9,0,0,2. NO,1. YES,5,1. YES,0,0,0,0,2. NO,3,1. YES,,2. Sometimes Available,1. Government Facility,,2. NO,1. YES,2. NO,,,1. Government,2. NO,,2. NO,,,,,,,,2. NO,10,2. NO,10,2. NO,,,2. NO,10,2. NO,5,2. NO,10,2. NO,32,1. YES,300,500,80,10
070503088801401,1. RURAL,7. SNNP,05,03,8,88,014,01,3. Dirt Raod (Maintained),2,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3,6,2. Hour,2. NO,8,20,2. NO,Dilla,50,50,2. NO,8,7,0,0,1. YES,1. YES,3,1. YES,0,0,0,0,2. NO,3,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,8,1. Government,2. NO,,2. NO,,,,,,,,2. NO,8,1. YES,,2. NO,,,2. NO,15,2. NO,8,2. NO,53,2. NO,53,2. NO,,,,
070602088802005,1. RURAL,7. SNNP,06,02,8,88,020,05,3. Dirt Raod (Maintained),5,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,5,10,2. Hour,2. NO,15,7,2. NO,Sodo,35,17,2. NO,15,7,0,0,2. NO,2. NO,5,1. YES,1,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,2. NO,1. YES,1. YES,1. YES,,2. Religious,1. YES,100,2. NO,,,,,,,,2. NO,15,2. NO,15,2. NO,,,2. NO,15,1. YES,,2. NO,15,2. NO,35,1. YES,96,111,47,15
070603010100105,2. URBAN,7. SNNP,06,03,1,1,001,05,1. Tar/Asphalt,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,11,3. Day,1. YES,,,2. NO,Sodo,27,15,1. YES,,3,1,1,1. YES,2. NO,1,1. YES,1,0,0,0,1. YES,,,,,,,,1. YES,1. YES,2. NO,,1. Government,1. YES,35,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,150,2580,1. YES,,1. YES,,1. YES,,2. NO,27,2. NO,,,,
070606088801009,1. RURAL,7. SNNP,06,06,8,88,010,09,4. Dirt Track,25,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,6,6,3. Day,2. NO,35,40,2. NO,Sodo,25,25,2. NO,6,5,0,0,2. NO,2. NO,0,2. NO,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,2. NO,1. YES,1. YES,1. YES,,1. Government,1. YES,120,2. NO,,,,,,,,2. NO,25,2. NO,25,1. YES,200,1500,2. NO,25,1. YES,,2. NO,25,2. NO,25,1. YES,200,152,30,9
070610088800907,1. RURAL,7. SNNP,06,10,8,88,009,07,3. Dirt Raod (Maintained),29,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,0,50,3. Day,2. NO,22,25,2. NO,Sodo,60,50,1. YES,,18,0,0,2. NO,2. NO,0,1. YES,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,2. NO,1. YES,1. YES,1. YES,,1. Government,1. YES,50,2. NO,,,,,,,,2. NO,20,1. YES,,1. YES,12,22000,2. NO,20,1. YES,,2. NO,20,2. NO,60,1. YES,400,310,70,10
070613010100707,2. URBAN,7. SNNP,06,13,1,1,007,07,1. Tar/Asphalt,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,545,3. Day,1. YES,,,1. YES,,,,1. YES,,2,0,0,1. YES,1. YES,1,1. YES,1,0,0,0,1. YES,,,,,,,,2. NO,,,1,1. Government,2. NO,,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,,,2. NO,1,2. NO,1,1. YES,120,3145,2. NO,1,2. NO,1,2. NO,1,2. NO,1,2. NO,,,,
070701010100104,2. URBAN,7. SNNP,07,01,1,1,001,04,2. Graded Graveled,2,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,3,3. Day,1. YES,,,2. NO,jinka,110,75,1. YES,,7,0,0,1. YES,2. NO,1,2. NO,0,0,0,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,1. YES,0,2. NO,,,,,,2. NO,,1. YES,,1. YES,,2. NO,,,1. YES,,1. YES,,1. YES,,2. NO,110,2. NO,,,,
