ea_id,cs2q01,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs2q02,cs2q03,cs2q04,cs2q05_1,cs2q05_2,cs2q05_oth,cs2q06,cs2q07,cs2q07_oth
060203088800704,5,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,007,04,**CONFIDENTIAL**,1. Male,35,11. Other (Specify),,Deputy Chairperson,35,2. Incomplete primary school,
060203088800704,6,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,007,04,**CONFIDENTIAL**,1. Male,40,3. Elderly,,,40,2. Incomplete primary school,
060203088800704,7,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,007,04,**CONFIDENTIAL**,1. Male,33,4. School Headmaster,,,5,6. Above Secondary school,
060203088802004,1,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,020,04,**CONFIDENTIAL**,1. Male,40,5. School Teacher,,,4,6. Above Secondary school,
060203088802004,2,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,020,04,**CONFIDENTIAL**,2. Female,27,6. Agricultural Extension/Development Officier,,,0,6. Above Secondary school,
060203088802004,3,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,020,04,**CONFIDENTIAL**,2. Female,28,7. Health Worker,,,9,6. Above Secondary school,
060203088802004,4,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,020,04,**CONFIDENTIAL**,2. Female,26,11. Other (Specify),,Kebele Manager,2,6. Above Secondary school,
060203088802004,5,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,020,04,**CONFIDENTIAL**,1. Male,45,3. Elderly,,,23,1. None/ illitrate,
060203088802004,6,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,020,04,**CONFIDENTIAL**,1. Male,52,1. Chairman/woman,,,30,5. Secondary school completed,
060204020100105,1,2. URBAN,6. BENISHANGUL GUMUZ,02,04,2,1,001,05,**CONFIDENTIAL**,1. Male,42,1. Chairman/woman,,,11,2. Incomplete primary school,
060204020100105,2,2. URBAN,6. BENISHANGUL GUMUZ,02,04,2,1,001,05,**CONFIDENTIAL**,2. Female,28,7. Health Worker,,,3,6. Above Secondary school,
060204020100105,3,2. URBAN,6. BENISHANGUL GUMUZ,02,04,2,1,001,05,**CONFIDENTIAL**,1. Male,31,10. Police,,,4,6. Above Secondary school,
060204020100105,4,2. URBAN,6. BENISHANGUL GUMUZ,02,04,2,1,001,05,**CONFIDENTIAL**,1. Male,35,6. Agricultural Extension/Development Officier,,,6,6. Above Secondary school,
060204020100105,5,2. URBAN,6. BENISHANGUL GUMUZ,02,04,2,1,001,05,**CONFIDENTIAL**,1. Male,57,3. Elderly,,,12,1. None/ illitrate,
060205040100108,1,2. URBAN,6. BENISHANGUL GUMUZ,02,05,4,1,001,08,**CONFIDENTIAL**,1. Male,43,3. Elderly,,,43,3. Primary school completed,
060205040100108,2,2. URBAN,6. BENISHANGUL GUMUZ,02,05,4,1,001,08,**CONFIDENTIAL**,1. Male,38,4. School Headmaster,,,3,6. Above Secondary school,
060205040100108,3,2. URBAN,6. BENISHANGUL GUMUZ,02,05,4,1,001,08,**CONFIDENTIAL**,1. Male,38,6. Agricultural Extension/Development Officier,,,38,5. Secondary school completed,
060205040100108,4,2. URBAN,6. BENISHANGUL GUMUZ,02,05,4,1,001,08,**CONFIDENTIAL**,1. Male,35,11. Other (Specify),,Kebele Manager,35,6. Above Secondary school,
060205040100108,5,2. URBAN,6. BENISHANGUL GUMUZ,02,05,4,1,001,08,**CONFIDENTIAL**,1. Male,38,5. School Teacher,,,15,6. Above Secondary school,
060205040100108,6,2. URBAN,6. BENISHANGUL GUMUZ,02,05,4,1,001,08,**CONFIDENTIAL**,1. Male,32,8. Business Man/Woman,,,10,5. Secondary school completed,
060205088801701,1,1. RURAL,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,**CONFIDENTIAL**,1. Male,45,1. Chairman/woman,,,45,2. Incomplete primary school,
060205088801701,2,1. RURAL,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,**CONFIDENTIAL**,1. Male,27,6. Agricultural Extension/Development Officier,,,5,7. Other (Specify),Above Secondary school
060205088801701,3,1. RURAL,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,**CONFIDENTIAL**,1. Male,29,10. Police,,,1,5. Secondary school completed,
060205088801701,4,1. RURAL,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,**CONFIDENTIAL**,1. Male,25,4. School Headmaster,,,25,7. Other (Specify),Above Secondary school
060205088801701,5,1. RURAL,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,**CONFIDENTIAL**,2. Female,24,7. Health Worker,,,10,7. Other (Specify),Above Secondary school
060205088801701,6,1. RURAL,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,**CONFIDENTIAL**,1. Male,20,11. Other (Specify),,Law/ Security,20,2. Incomplete primary school,
060206020100103,1,2. URBAN,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,**CONFIDENTIAL**,1. Male,47,1. Chairman/woman,,,20,3. Primary school completed,
060206020100103,2,2. URBAN,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,**CONFIDENTIAL**,2. Female,31,5. School Teacher,,,4,6. Above Secondary school,
060206020100103,3,2. URBAN,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,**CONFIDENTIAL**,2. Female,27,6. Agricultural Extension/Development Officier,,,3,6. Above Secondary school,
060206020100103,4,2. URBAN,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,**CONFIDENTIAL**,1. Male,62,3. Elderly,,,23,7. Other (Specify),Basic/ Adalt Education
060206020100103,5,2. URBAN,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,**CONFIDENTIAL**,1. Male,42,3. Elderly,,,17,2. Incomplete primary school,
060206088800203,1,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,**CONFIDENTIAL**,1. Male,43,1. Chairman/woman,,,33,2. Incomplete primary school,
060206088800203,2,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,**CONFIDENTIAL**,1. Male,30,6. Agricultural Extension/Development Officier,,,20,7. Other (Specify),Above Secondary school
060206088800203,3,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,**CONFIDENTIAL**,1. Male,24,5. School Teacher,,,2,7. Other (Specify),Above Secondary school
060206088800203,4,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,**CONFIDENTIAL**,2. Female,20,7. Health Worker,,,3,7. Other (Specify),Above Secondary school
060206088800203,5,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,**CONFIDENTIAL**,1. Male,18,2. Representative,,,18,3. Primary school completed,
060206088800904,1,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,**CONFIDENTIAL**,2. Female,24,11. Other (Specify),,Kebele Manager,1,7. Other (Specify),Above Secondary school
060206088800904,2,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,**CONFIDENTIAL**,1. Male,31,6. Agricultural Extension/Development Officier,,,30,7. Other (Specify),Above Secondary school
060206088800904,3,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,**CONFIDENTIAL**,2. Female,33,5. School Teacher,,,4,7. Other (Specify),Above Secondary school
060206088800904,4,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,**CONFIDENTIAL**,1. Male,38,1. Chairman/woman,,,25,3. Primary school completed,
060206088800904,5,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,**CONFIDENTIAL**,2. Female,30,7. Health Worker,,,11,7. Other (Specify),Above Secondary school
060207030100102,1,2. URBAN,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,**CONFIDENTIAL**,1. Male,36,1. Chairman/woman,,,36,2. Incomplete primary school,
060207030100102,2,2. URBAN,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,**CONFIDENTIAL**,1. Male,25,6. Agricultural Extension/Development Officier,,,5,6. Above Secondary school,
060207030100102,3,2. URBAN,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,**CONFIDENTIAL**,2. Female,28,11. Other (Specify),,Cooperative,7,5. Secondary school completed,
060207030100102,4,2. URBAN,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,**CONFIDENTIAL**,1. Male,23,7. Health Worker,,,1,6. Above Secondary school,
060207030100102,5,2. URBAN,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,**CONFIDENTIAL**,1. Male,27,5. School Teacher,,,1,6. Above Secondary school,
060207030100102,6,2. URBAN,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,**CONFIDENTIAL**,1. Male,28,7. Health Worker,,,0,6. Above Secondary school,
060207088801401,1,1. RURAL,6. BENISHANGUL GUMUZ,02,07,8,88,014,01,**CONFIDENTIAL**,2. Female,21,7. Health Worker,,,3,6. Above Secondary school,
060207088801401,2,1. RURAL,6. BENISHANGUL GUMUZ,02,07,8,88,014,01,**CONFIDENTIAL**,1. Male,22,5. School Teacher,,,1,6. Above Secondary school,
060207088801401,3,1. RURAL,6. BENISHANGUL GUMUZ,02,07,8,88,014,01,**CONFIDENTIAL**,1. Male,42,1. Chairman/woman,,,42,3. Primary school completed,
060207088801401,4,1. RURAL,6. BENISHANGUL GUMUZ,02,07,8,88,014,01,**CONFIDENTIAL**,1. Male,52,3. Elderly,,,17,4. Incomplete secondary school,
060207088801401,5,1. RURAL,6. BENISHANGUL GUMUZ,02,07,8,88,014,01,**CONFIDENTIAL**,2. Female,24,6. Agricultural Extension/Development Officier,,,3,6. Above Secondary school,
060207088801401,6,1. RURAL,6. BENISHANGUL GUMUZ,02,07,8,88,014,01,**CONFIDENTIAL**,1. Male,45,8. Business Man/Woman,,,28,4. Incomplete secondary school,
060302010100105,1,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,**CONFIDENTIAL**,1. Male,55,3. Elderly,,,20,2. Incomplete primary school,
060302010100105,2,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,**CONFIDENTIAL**,1. Male,30,6. Agricultural Extension/Development Officier,,,9,6. Above Secondary school,
060302010100105,3,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,**CONFIDENTIAL**,1. Male,25,9. Religious Leader,,,19,6. Above Secondary school,
060302010100105,4,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,**CONFIDENTIAL**,1. Male,23,10. Police,,,3,5. Secondary school completed,
060302010100105,5,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,**CONFIDENTIAL**,1. Male,40,9. Religious Leader,,,16,2. Incomplete primary school,
060302010100105,6,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,**CONFIDENTIAL**,2. Female,26,2. Representative,,,19,2. Incomplete primary school,
060302010100105,7,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,**CONFIDENTIAL**,1. Male,45,1. Chairman/woman,,,45,2. Incomplete primary school,
060305010100106,1,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,**CONFIDENTIAL**,2. Female,28,7. Health Worker,,,28,6. Above Secondary school,
060305010100106,2,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,**CONFIDENTIAL**,1. Male,45,3. Elderly,,,45,5. Secondary school completed,
060305010100106,3,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,**CONFIDENTIAL**,1. Male,39,2. Representative,,,39,2. Incomplete primary school,
060305010100106,4,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,**CONFIDENTIAL**,1. Male,50,3. Elderly,,,10,1. None/ illitrate,
060305010100106,5,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,**CONFIDENTIAL**,1. Male,40,9. Religious Leader,,,32,2. Incomplete primary school,
060305010100106,6,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,**CONFIDENTIAL**,1. Male,50,8. Business Man/Woman,,,20,1. None/ illitrate,
060305010100106,7,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,**CONFIDENTIAL**,1. Male,40,11. Other (Specify),,Clan Leader,29,3. Primary school completed,
060401088802401,1,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,**CONFIDENTIAL**,1. Male,62,3. Elderly,,,62,2. Incomplete primary school,
060401088802401,2,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,**CONFIDENTIAL**,1. Male,40,4. School Headmaster,,,2,7. Other (Specify),Above Secondary school
060401088802401,3,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,**CONFIDENTIAL**,1. Male,28,5. School Teacher,,,1,7. Other (Specify),Above Secondary school
060401088802401,4,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,**CONFIDENTIAL**,1. Male,28,5. School Teacher,,,3,7. Other (Specify),Above Secondary school
060401088802401,5,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,**CONFIDENTIAL**,1. Male,35,11. Other (Specify),,Village head,35,1. None/ illitrate,
060401088802401,6,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,**CONFIDENTIAL**,1. Male,28,2. Representative,,,28,2. Incomplete primary school,
060401088802401,7,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,**CONFIDENTIAL**,2. Female,35,3. Elderly,,,35,1. None/ illitrate,
060401088802401,8,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,**CONFIDENTIAL**,1. Male,42,3. Elderly,,,42,1. None/ illitrate,
060401088802401,9,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,**CONFIDENTIAL**,2. Female,35,3. Elderly,,,35,1. None/ illitrate,
060401088802401,10,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,**CONFIDENTIAL**,1. Male,25,11. Other (Specify),,Farmer,25,2. Incomplete primary school,
070104088801204,1,1. RURAL,7. SNNP,01,04,8,88,012,04,**CONFIDENTIAL**,1. Male,52,1. Chairman/woman,,,32,4. Incomplete secondary school,
070104088801204,2,1. RURAL,7. SNNP,01,04,8,88,012,04,**CONFIDENTIAL**,1. Male,65,3. Elderly,,,23,2. Incomplete primary school,
070104088801204,3,1. RURAL,7. SNNP,01,04,8,88,012,04,**CONFIDENTIAL**,1. Male,30,6. Agricultural Extension/Development Officier,,,2,6. Above Secondary school,
070104088801204,4,1. RURAL,7. SNNP,01,04,8,88,012,04,**CONFIDENTIAL**,2. Female,26,7. Health Worker,,,1,4. Incomplete secondary school,
070104088801204,5,1. RURAL,7. SNNP,01,04,8,88,012,04,**CONFIDENTIAL**,1. Male,25,5. School Teacher,,,1,6. Above Secondary school,
070104088801204,6,1. RURAL,7. SNNP,01,04,8,88,012,04,**CONFIDENTIAL**,1. Male,28,2. Representative,,,5,6. Above Secondary school,
070108088800802,1,1. RURAL,7. SNNP,01,08,8,88,008,02,**CONFIDENTIAL**,1. Male,38,1. Chairman/woman,,,38,4. Incomplete secondary school,
070108088800802,2,1. RURAL,7. SNNP,01,08,8,88,008,02,**CONFIDENTIAL**,1. Male,56,3. Elderly,,,12,6. Above Secondary school,
070108088800802,3,1. RURAL,7. SNNP,01,08,8,88,008,02,**CONFIDENTIAL**,2. Female,35,2. Representative,,,25,4. Incomplete secondary school,
070108088800802,4,1. RURAL,7. SNNP,01,08,8,88,008,02,**CONFIDENTIAL**,1. Male,25,5. School Teacher,,,18,6. Above Secondary school,
070108088800802,5,1. RURAL,7. SNNP,01,08,8,88,008,02,**CONFIDENTIAL**,2. Female,24,6. Agricultural Extension/Development Officier,,,20,6. Above Secondary school,
070108088800802,6,1. RURAL,7. SNNP,01,08,8,88,008,02,**CONFIDENTIAL**,2. Female,24,7. Health Worker,,,1,5. Secondary school completed,
070108088800802,7,1. RURAL,7. SNNP,01,08,8,88,008,02,**CONFIDENTIAL**,1. Male,42,8. Business Man/Woman,,,42,2. Incomplete primary school,
070110010100205,1,2. URBAN,7. SNNP,01,10,1,1,002,05,**CONFIDENTIAL**,2. Female,27,1. Chairman/woman,,,2,5. Secondary school completed,
070110010100205,2,2. URBAN,7. SNNP,01,10,1,1,002,05,**CONFIDENTIAL**,2. Female,30,2. Representative,,,30,5. Secondary school completed,
070110010100205,3,2. URBAN,7. SNNP,01,10,1,1,002,05,**CONFIDENTIAL**,1. Male,51,3. Elderly,,,27,6. Above Secondary school,
070110010100205,4,2. URBAN,7. SNNP,01,10,1,1,002,05,**CONFIDENTIAL**,1. Male,43,5. School Teacher,,,23,6. Above Secondary school,
070110010100205,5,2. URBAN,7. SNNP,01,10,1,1,002,05,**CONFIDENTIAL**,2. Female,36,7. Health Worker,,,2,6. Above Secondary school,
070110010100205,6,2. URBAN,7. SNNP,01,10,1,1,002,05,**CONFIDENTIAL**,1. Male,57,9. Religious Leader,,,30,6. Above Secondary school,
070110010100205,7,2. URBAN,7. SNNP,01,10,1,1,002,05,**CONFIDENTIAL**,1. Male,50,8. Business Man/Woman,,,32,3. Primary school completed,
070112088800907,1,1. RURAL,7. SNNP,01,12,8,88,009,07,**CONFIDENTIAL**,1. Male,25,2. Representative,,,14,5. Secondary school completed,
070112088800907,2,1. RURAL,7. SNNP,01,12,8,88,009,07,**CONFIDENTIAL**,1. Male,55,1. Chairman/woman,,,18,3. Primary school completed,
070112088800907,3,1. RURAL,7. SNNP,01,12,8,88,009,07,**CONFIDENTIAL**,1. Male,35,8. Business Man/Woman,,,12,2. Incomplete primary school,
070112088800907,4,1. RURAL,7. SNNP,01,12,8,88,009,07,**CONFIDENTIAL**,1. Male,26,6. Agricultural Extension/Development Officier,,,2,6. Above Secondary school,
070112088800907,5,1. RURAL,7. SNNP,01,12,8,88,009,07,**CONFIDENTIAL**,1. Male,32,4. School Headmaster,,,8,6. Above Secondary school,
070112088800907,6,1. RURAL,7. SNNP,01,12,8,88,009,07,**CONFIDENTIAL**,1. Male,28,5. School Teacher,,,3,6. Above Secondary school,
070112088800907,7,1. RURAL,7. SNNP,01,12,8,88,009,07,**CONFIDENTIAL**,1. Male,25,9. Religious Leader,,,7,4. Incomplete secondary school,
070205030100103,1,2. URBAN,7. SNNP,02,05,3,1,001,03,**CONFIDENTIAL**,1. Male,51,1. Chairman/woman,,,45,4. Incomplete secondary school,
070205030100103,2,2. URBAN,7. SNNP,02,05,3,1,001,03,**CONFIDENTIAL**,1. Male,48,8. Business Man/Woman,,,38,4. Incomplete secondary school,
070205030100103,3,2. URBAN,7. SNNP,02,05,3,1,001,03,**CONFIDENTIAL**,1. Male,38,7. Health Worker,,,25,6. Above Secondary school,
070205030100103,4,2. URBAN,7. SNNP,02,05,3,1,001,03,**CONFIDENTIAL**,1. Male,48,4. School Headmaster,,,41,6. Above Secondary school,
070205030100103,5,2. URBAN,7. SNNP,02,05,3,1,001,03,**CONFIDENTIAL**,1. Male,36,9. Religious Leader,,,36,2. Incomplete primary school,
070205030100103,6,2. URBAN,7. SNNP,02,05,3,1,001,03,**CONFIDENTIAL**,1. Male,32,2. Representative,,,30,6. Above Secondary school,
070205030100103,7,2. URBAN,7. SNNP,02,05,3,1,001,03,**CONFIDENTIAL**,1. Male,45,3. Elderly,,,45,3. Primary school completed,
070205030100103,8,2. URBAN,7. SNNP,02,05,3,1,001,03,**CONFIDENTIAL**,1. Male,35,10. Police,,,35,5. Secondary school completed,
070205030100103,9,2. URBAN,7. SNNP,02,05,3,1,001,03,**CONFIDENTIAL**,1. Male,45,3. Elderly,,,41,6. Above Secondary school,
070205030100103,10,2. URBAN,7. SNNP,02,05,3,1,001,03,**CONFIDENTIAL**,1. Male,34,6. Agricultural Extension/Development Officier,,,30,6. Above Secondary school,
070205088801202,1,1. RURAL,7. SNNP,02,05,8,88,012,02,**CONFIDENTIAL**,1. Male,32,1. Chairman/woman,,,32,2. Incomplete primary school,
070205088801202,2,1. RURAL,7. SNNP,02,05,8,88,012,02,**CONFIDENTIAL**,1. Male,28,5. School Teacher,,,10,6. Above Secondary school,
070205088801202,3,1. RURAL,7. SNNP,02,05,8,88,012,02,**CONFIDENTIAL**,2. Female,28,2. Representative,,,13,4. Incomplete secondary school,
070205088801202,4,1. RURAL,7. SNNP,02,05,8,88,012,02,**CONFIDENTIAL**,1. Male,50,3. Elderly,,,50,2. Incomplete primary school,
070205088801202,5,1. RURAL,7. SNNP,02,05,8,88,012,02,**CONFIDENTIAL**,1. Male,38,4. School Headmaster,,,3,6. Above Secondary school,
070205088801202,6,1. RURAL,7. SNNP,02,05,8,88,012,02,**CONFIDENTIAL**,1. Male,22,2. Representative,,,22,6. Above Secondary school,
070205088801202,7,1. RURAL,7. SNNP,02,05,8,88,012,02,**CONFIDENTIAL**,1. Male,23,6. Agricultural Extension/Development Officier,,,2,6. Above Secondary school,
070205088801202,8,1. RURAL,7. SNNP,02,05,8,88,012,02,**CONFIDENTIAL**,2. Female,35,7. Health Worker,,,1,6. Above Secondary school,
070205088801202,9,1. RURAL,7. SNNP,02,05,8,88,012,02,**CONFIDENTIAL**,1. Male,40,8. Business Man/Woman,,,40,2. Incomplete primary school,
070205088801202,10,1. RURAL,7. SNNP,02,05,8,88,012,02,**CONFIDENTIAL**,1. Male,42,9. Religious Leader,,,42,5. Secondary school completed,
070205088801202,11,1. RURAL,7. SNNP,02,05,8,88,012,02,**CONFIDENTIAL**,1. Male,38,10. Police,,,28,3. Primary school completed,
070210088801703,1,1. RURAL,7. SNNP,02,10,8,88,017,03,**CONFIDENTIAL**,1. Male,36,1. Chairman/woman,,,36,5. Secondary school completed,
070210088801703,2,1. RURAL,7. SNNP,02,10,8,88,017,03,**CONFIDENTIAL**,1. Male,52,3. Elderly,,,52,4. Incomplete secondary school,
070210088801703,3,1. RURAL,7. SNNP,02,10,8,88,017,03,**CONFIDENTIAL**,1. Male,37,9. Religious Leader,,,36,5. Secondary school completed,
070210088801703,4,1. RURAL,7. SNNP,02,10,8,88,017,03,**CONFIDENTIAL**,1. Male,41,11. Other (Specify),,Kebele Manager,28,5. Secondary school completed,
070210088801703,5,1. RURAL,7. SNNP,02,10,8,88,017,03,**CONFIDENTIAL**,1. Male,28,6. Agricultural Extension/Development Officier,,,10,6. Above Secondary school,
070210088801703,6,1. RURAL,7. SNNP,02,10,8,88,017,03,**CONFIDENTIAL**,1. Male,29,2. Representative,,,3,5. Secondary school completed,
070210088801703,7,1. RURAL,7. SNNP,02,10,8,88,017,03,**CONFIDENTIAL**,2. Female,36,8. Business Man/Woman,,,22,5. Secondary school completed,
070210088801703,8,1. RURAL,7. SNNP,02,10,8,88,017,03,**CONFIDENTIAL**,1. Male,25,2. Representative,,,25,3. Primary school completed,
070211010100614,1,2. URBAN,7. SNNP,02,11,1,1,006,14,**CONFIDENTIAL**,1. Male,42,1. Chairman/woman,,,42,6. Above Secondary school,
070211010100614,2,2. URBAN,7. SNNP,02,11,1,1,006,14,**CONFIDENTIAL**,2. Female,30,2. Representative,,,30,5. Secondary school completed,
070211010100614,3,2. URBAN,7. SNNP,02,11,1,1,006,14,**CONFIDENTIAL**,1. Male,65,3. Elderly,,,65,6. Above Secondary school,
070211010100614,4,2. URBAN,7. SNNP,02,11,1,1,006,14,**CONFIDENTIAL**,1. Male,30,5. School Teacher,,,30,6. Above Secondary school,
070211010100614,5,2. URBAN,7. SNNP,02,11,1,1,006,14,**CONFIDENTIAL**,1. Male,39,8. Business Man/Woman,,,8,6. Above Secondary school,
070211010100614,6,2. URBAN,7. SNNP,02,11,1,1,006,14,**CONFIDENTIAL**,2. Female,35,9. Religious Leader,,,22,4. Incomplete secondary school,
070211010100614,7,2. URBAN,7. SNNP,02,11,1,1,006,14,**CONFIDENTIAL**,1. Male,29,11. Other (Specify),,Kebele Manager,8,5. Secondary school completed,
070302088800701,1,1. RURAL,7. SNNP,03,02,8,88,007,01,**CONFIDENTIAL**,1. Male,41,1. Chairman/woman,,,41,5. Secondary school completed,
070302088800701,2,1. RURAL,7. SNNP,03,02,8,88,007,01,**CONFIDENTIAL**,1. Male,70,3. Elderly,,,70,1. None/ illitrate,
070302088800701,3,1. RURAL,7. SNNP,03,02,8,88,007,01,**CONFIDENTIAL**,1. Male,26,6. Agricultural Extension/Development Officier,,,3,6. Above Secondary school,
070302088800701,4,1. RURAL,7. SNNP,03,02,8,88,007,01,**CONFIDENTIAL**,2. Female,26,7. Health Worker,,,2,6. Above Secondary school,
070302088800701,5,1. RURAL,7. SNNP,03,02,8,88,007,01,**CONFIDENTIAL**,1. Male,34,2. Representative,,,34,5. Secondary school completed,
070302088800701,6,1. RURAL,7. SNNP,03,02,8,88,007,01,**CONFIDENTIAL**,1. Male,47,9. Religious Leader,,,47,4. Incomplete secondary school,
070302088800701,7,1. RURAL,7. SNNP,03,02,8,88,007,01,**CONFIDENTIAL**,1. Male,40,8. Business Man/Woman,,,20,4. Incomplete secondary school,
070305088801101,1,1. RURAL,7. SNNP,03,05,8,88,011,01,**CONFIDENTIAL**,1. Male,52,1. Chairman/woman,,,52,6. Above Secondary school,
070305088801101,2,1. RURAL,7. SNNP,03,05,8,88,011,01,**CONFIDENTIAL**,2. Female,22,7. Health Worker,,,5,6. Above Secondary school,
070305088801101,3,1. RURAL,7. SNNP,03,05,8,88,011,01,**CONFIDENTIAL**,1. Male,46,4. School Headmaster,,,16,6. Above Secondary school,
070305088801101,4,1. RURAL,7. SNNP,03,05,8,88,011,01,**CONFIDENTIAL**,1. Male,24,6. Agricultural Extension/Development Officier,,,8,6. Above Secondary school,
070305088801101,5,1. RURAL,7. SNNP,03,05,8,88,011,01,**CONFIDENTIAL**,2. Female,29,2. Representative,,,29,6. Above Secondary school,
070305088801101,6,1. RURAL,7. SNNP,03,05,8,88,011,01,**CONFIDENTIAL**,1. Male,49,11. Other (Specify),,Kebele Manager,28,6. Above Secondary school,
070305088801101,7,1. RURAL,7. SNNP,03,05,8,88,011,01,**CONFIDENTIAL**,1. Male,48,9. Religious Leader,,,48,4. Incomplete secondary school,
070305088801101,8,1. RURAL,7. SNNP,03,05,8,88,011,01,**CONFIDENTIAL**,1. Male,51,3. Elderly,,,51,4. Incomplete secondary school,
070309010100307,1,2. URBAN,7. SNNP,03,09,1,1,003,07,**CONFIDENTIAL**,1. Male,40,1. Chairman/woman,,,40,4. Incomplete secondary school,
070309010100307,2,2. URBAN,7. SNNP,03,09,1,1,003,07,**CONFIDENTIAL**,2. Female,24,2. Representative,,,21,6. Above Secondary school,
070309010100307,3,2. URBAN,7. SNNP,03,09,1,1,003,07,**CONFIDENTIAL**,1. Male,53,9. Religious Leader,,,22,6. Above Secondary school,
070309010100307,4,2. URBAN,7. SNNP,03,09,1,1,003,07,**CONFIDENTIAL**,2. Female,24,7. Health Worker,,,7,6. Above Secondary school,
070309010100307,5,2. URBAN,7. SNNP,03,09,1,1,003,07,**CONFIDENTIAL**,1. Male,73,3. Elderly,,,10,2. Incomplete primary school,
070309010100307,6,2. URBAN,7. SNNP,03,09,1,1,003,07,**CONFIDENTIAL**,1. Male,22,10. Police,,,2,5. Secondary school completed,
070309010100307,7,2. URBAN,7. SNNP,03,09,1,1,003,07,**CONFIDENTIAL**,1. Male,45,8. Business Man/Woman,,,45,6. Above Secondary school,
070309010100307,8,2. URBAN,7. SNNP,03,09,1,1,003,07,**CONFIDENTIAL**,1. Male,28,6. Agricultural Extension/Development Officier,,,28,5. Secondary school completed,
070403088802407,1,1. RURAL,7. SNNP,04,03,8,88,024,07,**CONFIDENTIAL**,1. Male,24,11. Other (Specify),,Kebele Manager,24,6. Above Secondary school,
