household_id,enterprise_id,ea_id,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq14,s12bq01a,s12bq01b,s12bq01c,s12bq02,s12bq02_os,s12bq03_1,s12bq03_2,s12bq04,s12bq05,s12bq06_1,s12bq06_2,s12bq07_1,s12bq07_2,s12bq07_os,s12bq08a,s12bq08b,s12bq09_1,s12bq09_2,s12bq09_os,s12bq10,s12bq11_1,s12bq11_2,s12bq11_3,s12bq12,s12bq13,s12bq14,s12bq15a1,s12bq15a2_1,s12bq15a2_2,s12bq15a2_3,s12bq15b1,s12bq15b2_1,s12bq15b2_2,s12bq15b2_3,s12bq16,s12bq17a,s12bq17b,s12bq17c,s12bq17d,s12bq17e,s12bq17f,s12bq18,s12bq19,s12bq20,s12bq21,s12bq22,s12bq23,s12bq24,s12bq25_1,s12bq25_2,s12bq25_3,s12bq25_os
042828010100624161,1,042828010100624,7877.837107843136,4. OROMIA,28,28,1,1,006,24,161,2. URBAN,Mason,96. OTHER PERSONAL SERVICE ACTIVITIES,,8. CONSTRUCTION SITES,,1,,1. YES,,1,,10. OTHER (SPECIFY),,gulbet sira sine hone masha kapitalayis felegim,7. MARCH,2008,7. OTHER (SPECIFY),,yegili,1. YES,10. JUNE,,,5,3,0,2. NO,,,,2. NO,,,,0,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,141. NONE,,,
042828010100624183,1,042828010100624,7877.837107843136,4. OROMIA,28,28,1,1,006,24,183,2. URBAN,Selling fire wood,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,3. TRADITIONAL MARKET,,2,,1. YES,,2,,10. OTHER (SPECIFY),,yegulbet sira sile hone manasha yelem,2. OCTOBER,1983,2. MARKET,,,2. NO,,,,12,20,0,2. NO,,,,2. NO,,,,900,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,141. NONE,,,
043030010100345016,1,043030010100345,6788.017745098038,4. OROMIA,30,30,1,1,003,45,16,2. URBAN,Weaver,14. MANUFACTURE OF WEARING APPAREL,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,6. FEBRUARY,2007,2. MARKET,,,2. NO,,,,10,22,0,2. NO,,,,2. NO,,,,2000,0. NONE,700,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,30,12. ELECTRICITY - QUALITY,,,
043030010100345030,1,043030010100345,6788.017745098038,4. OROMIA,30,30,1,1,003,45,30,2. URBAN,Weaver,14. MANUFACTURE OF WEARING APPAREL,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,3. WAGE OR SALARY INCOME,,,3. NOVEMBER,2002,2. MARKET,,,2. NO,,,,12,22,0,2. NO,,,,2. NO,,,,2000,0. NONE,500,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,50,11. ELECTRICITY - ACCESS,12. ELECTRICITY - QUALITY,,
043030010100345044,1,043030010100345,6788.017745098038,4. OROMIA,30,30,1,1,003,45,44,2. URBAN,Weaver,14. MANUFACTURE OF WEARING APPAREL,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,8. PRIVATE MONEYLENDERS,,,5. JANUARY,1998,2. MARKET,,,2. NO,,,,11,22,0,2. NO,,,,2. NO,,,,2000,0. NONE,750,500,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,40,13. ELECTRICITY - COST,12. ELECTRICITY - QUALITY,,
043030010100345058,1,043030010100345,6788.017745098038,4. OROMIA,30,30,1,1,003,45,58,2. URBAN,Weaver,14. MANUFACTURE OF WEARING APPAREL,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,2007,2. MARKET,,,2. NO,,,,11,25,0,2. NO,,,,2. NO,,,,1800,0. NONE,500,400,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,25,12. ELECTRICITY - QUALITY,,,
043030010100345072,1,043030010100345,6788.017745098038,4. OROMIA,30,30,1,1,003,45,72,2. URBAN,Weaver,14. MANUFACTURE OF WEARING APPAREL,,"1. HOME, INSIDE RESIDENCE",,1,3,1. YES,,1,,1. AGRICULTURAL INCOME,,,2. OCTOBER,2000,2. MARKET,,,2. NO,,,,12,22,0,2. NO,,,,1. YES,3,,,1000,0. NONE,500,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,40,12. ELECTRICITY - QUALITY,,,
043030010100345100,1,043030010100345,6788.017745098038,4. OROMIA,30,30,1,1,003,45,100,2. URBAN,Labourer,96. OTHER PERSONAL SERVICE ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,3. WAGE OR SALARY INCOME,,,2. OCTOBER,2007,6. GOVERNMENT,,,2. NO,,,,12,26,0,2. NO,,,,2. NO,,,,0,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,141. NONE,,,
043030010100345114,1,043030010100345,6788.017745098038,4. OROMIA,30,30,1,1,003,45,114,2. URBAN,Weaver,14. MANUFACTURE OF WEARING APPAREL,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,6. FEBRUARY,2011,2. MARKET,,,2. NO,,,,4,22,0,2. NO,,,,2. NO,,,,0,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,12. ELECTRICITY - QUALITY,,,
043030010100345128,1,043030010100345,6788.017745098038,4. OROMIA,30,30,1,1,003,45,128,2. URBAN,Selling Cookie,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,9. MAY,2011,2. MARKET,,,2. NO,,,,1,22,4,2. NO,,,,2. NO,,,,8800,0. NONE,0. NONE,7700,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,33. WATER - COST,,,
043030010100345142,1,043030010100345,6788.017745098038,4. OROMIA,30,30,1,1,003,45,142,2. URBAN,Weaver,14. MANUFACTURE OF WEARING APPAREL,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,5. JANUARY,1986,3. TRADERS,,,2. NO,,,,8,22,0,2. NO,,,,2. NO,,,,3000,0. NONE,1000,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,25,12. ELECTRICITY - QUALITY,,,
043030010100345156,1,043030010100345,6788.017745098038,4. OROMIA,30,30,1,1,003,45,156,2. URBAN,Weaver,14. MANUFACTURE OF WEARING APPAREL,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2010,3. TRADERS,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,2800,0. NONE,2000,0. NONE,120,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,35,12. ELECTRICITY - QUALITY,,,
043030010100345170,1,043030010100345,6788.017745098038,4. OROMIA,30,30,1,1,003,45,170,2. URBAN,Labourer,96. OTHER PERSONAL SERVICE ACTIVITIES,,8. CONSTRUCTION SITES,,1,,1. YES,,1,,8. PRIVATE MONEYLENDERS,,,5. JANUARY,2005,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,3,7,0,2. NO,,,,2. NO,,,,0,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,141. NONE,,,
043030010100345198,1,043030010100345,6788.017745098038,4. OROMIA,30,30,1,1,003,45,198,2. URBAN,Weaver,14. MANUFACTURE OF WEARING APPAREL,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,5. SALE OF ASSETS,,,1. SEPTEMBER,2011,3. TRADERS,,,2. NO,,,,6,20,0,2. NO,,,,2. NO,,,,1500,0. NONE,550,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,25,12. ELECTRICITY - QUALITY,,,
043131010100723054,1,043131010100723,5585.458448275862,4. OROMIA,31,31,1,1,007,23,54,2. URBAN,Shoe seller,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,6. FEBRUARY,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,9,8,0,2. NO,,,,2. NO,,,,2900,0. NONE,7000,0. NONE,500,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,100,63. TRANSPORT - COST,,,
043131010100723054,2,043131010100723,5585.458448275862,4. OROMIA,31,31,1,1,007,23,54,2. URBAN,Housemaid,96. OTHER PERSONAL SERVICE ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,5. JANUARY,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,5. JANUARY,,,10,8,1,2. NO,,,,2. NO,,,,2000,0. NONE,800,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,100,61. TRANSPORT ROAD - ACCESS,,,
043131010100723064,1,043131010100723,5585.458448275862,4. OROMIA,31,31,1,1,007,23,64,2. URBAN,Producing and selling Enjera,10. MANUFACTURE OF FOOD PRODUCTS,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,6. FEBRUARY,2006,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,25,0,2. NO,,,,2. NO,,,,600,0. NONE,0. NONE,2800,150,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,100,12. ELECTRICITY - QUALITY,,,
043131010100723114,1,043131010100723,5585.458448275862,4. OROMIA,31,31,1,1,007,23,114,2. URBAN,Selling cooked potato,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,6. FEBRUARY,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,10. JUNE,11. JULY,12. AUGUST,5,20,0,2. NO,,,,2. NO,,,,500,0. NONE,1100,300,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,100,62. TRANSPORT ROAD - QUALITY,82. MARKETS - DIFFICULTY TO OBTAIN INFORMATION ON YOUR PRODUCT'S MARKET,,
043535010100252011,1,043535010100252,9963.430507614212,4. OROMIA,35,35,1,1,002,52,11,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,1,2,1. YES,,1,2,1. AGRICULTURAL INCOME,,,1. SEPTEMBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,5. JANUARY,,,12,30,0,2. NO,,,,1. YES,1,3,,2000,0. NONE,5000,5000,50,0. NONE,0. NONE,1. YES,700,2. NO,,2. NO,,60,12. ELECTRICITY - QUALITY,13. ELECTRICITY - COST,22. TELECOM - QUALITY,
043535010100252151,1,043535010100252,9963.430507614212,4. OROMIA,35,35,1,1,002,52,151,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,1,2,1. YES,,1,2,3. WAGE OR SALARY INCOME,,,12. AUGUST,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,4. DECEMBER,,,12,30,0,2. NO,,,,1. YES,2,3,4,2000,0. NONE,5000,0. NONE,150,0. NONE,0. NONE,1. YES,700,2. NO,,2. NO,,40,131. TAXATION - HIGH TAXES,,,
050102010100102045,1,050102010100102,799.0162042175363,5. SOMALI,01,02,1,1,001,02,45,2. URBAN,Chat trader,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,2,,2. NO,3,2,,1. AGRICULTURAL INCOME,,,5. JANUARY,2006,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,36000,0. NONE,2000,0. NONE,1000,400,0. NONE,2. NO,,1. YES,480,2. NO,,88,62. TRANSPORT ROAD - QUALITY,63. TRANSPORT - COST,81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),
050103088801103100,1,050103088801103,1858.280555555556,5. SOMALI,01,03,8,88,011,03,100,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,8. CONSTRUCTION SITES,,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,3. NOVEMBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,25,0,2. NO,,,,1. YES,1,,,600,0. NONE,650,500,100,0. NONE,500,2. NO,,2. NO,,2. NO,,40,11. ELECTRICITY - ACCESS,63. TRANSPORT - COST,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,
050202088801303083,1,050202088801303,3344.905,5. SOMALI,02,02,8,88,013,03,83,1. RURAL,Supermarket,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,9. MAY,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,1,5,0,2. NO,,,,1. YES,1,,,5000,0. NONE,2000,0. NONE,200,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,50,72. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FORMAL FINANCIAL INSTITUTIONS,74. FINANCIAL SERVICES - COMPLICATED BANK LOAN PROCEDURES,,
050205030100101002,1,050205030100101,1751.227244582043,5. SOMALI,02,05,3,1,001,01,2,2. URBAN,Selling maize and sorghum,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,10. JUNE,2009,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,12,365,0,2. NO,,,,1. YES,1,,,12,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,141. NONE,,,
050205030100101003,1,050205030100101,1751.227244582043,5. SOMALI,02,05,3,1,001,01,3,2. URBAN,Animal rearing,"1. CROP AND ANIMAL PRODUCTION, HUNTING AND RELATED SERVICE ACTIVITIES",,6. MOBILE,,1,,2. NO,1,1,,1. AGRICULTURAL INCOME,,,1. SEPTEMBER,2010,3. TRADERS,,,2. NO,,,,6,10,0,2. NO,,,,2. NO,,,,5,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,33. WATER - COST,32. WATER - QUALITY,,
050205030100101006,1,050205030100101,1751.227244582043,5. SOMALI,02,05,3,1,001,01,6,2. URBAN,Selling bread,10. MANUFACTURE OF FOOD PRODUCTS,,6. MOBILE,,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,1. SEPTEMBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,7,7,0,2. NO,,,,2. NO,,,,0,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,141. NONE,,,
050205088802405003,1,050205088802405,1710.462784090909,5. SOMALI,02,05,8,88,024,05,3,1. RURAL,Selling charcoal,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,3,,1. YES,,2,,1. AGRICULTURAL INCOME,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,5. JANUARY,2011,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,1. YES,5. JANUARY,,,2,20,0,2. NO,,,,2. NO,,,,3000,0. NONE,0. NONE,0. NONE,50,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,5,62. TRANSPORT ROAD - QUALITY,63. TRANSPORT - COST,72. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FORMAL FINANCIAL INSTITUTIONS,
050212010101601040,1,050212010101601,638.7547890360332,5. SOMALI,02,12,1,1,016,01,40,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,4. DECEMBER,1995,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,1. YES,3,4,,10000,0. NONE,100000,50000,30000,0. NONE,0. NONE,1. YES,3000,1. YES,500,2. NO,,5,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,,,
050212010101601044,1,050212010101601,638.7547890360332,5. SOMALI,02,12,1,1,016,01,44,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,2,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,4. DECEMBER,2000,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,1. YES,2,3,4,10000,0. NONE,40000,5000,100,0. NONE,5000,1. YES,500,1. YES,1000,1. YES,500,2,63. TRANSPORT - COST,132. TAXATION - UNOFFICIAL LEVIES,,
050212010101601048,1,050212010101601,638.7547890360332,5. SOMALI,02,12,1,1,016,01,48,2. URBAN,Teacher,78. EMPLOYMENT ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,2000,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,24,0,2. NO,,,,2. NO,,,,0,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,141. NONE,,,
050212010101601052,1,050212010101601,638.7547890360332,5. SOMALI,02,12,1,1,016,01,52,2. URBAN,Transport service,49. LAND TRANSPORT AND TRANSPORT VIA PIPELINES,,6. MOBILE,,1,2,1. YES,,1,2,3. WAGE OR SALARY INCOME,,,3. NOVEMBER,2000,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,24,0,2. NO,,,,2. NO,,,,200,0. NONE,0. NONE,5,2000,0. NONE,2000,2. NO,,2. NO,,2. NO,,0. NONE,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,,,
050212010101601056,1,050212010101601,638.7547890360332,5. SOMALI,02,12,1,1,016,01,56,2. URBAN,Chat trader,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,6. MOBILE,,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,7. MARCH,2004,2. MARKET,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,5000,0. NONE,10000,0. NONE,300,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,141. NONE,,,
050212010101601060,1,050212010101601,638.7547890360332,5. SOMALI,02,12,1,1,016,01,60,2. URBAN,Transport service,49. LAND TRANSPORT AND TRANSPORT VIA PIPELINES,,6. MOBILE,,1,,1. YES,,1,,8. PRIVATE MONEYLENDERS,,,1. SEPTEMBER,2002,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,6000,0. NONE,0. NONE,400,0. NONE,0. NONE,0. NONE,1. YES,500,2. NO,,2. NO,,0. NONE,63. TRANSPORT - COST,,,
050212010101923028,1,050212010101923,725.4714490674319,5. SOMALI,02,12,1,1,019,23,28,2. URBAN,Mechanic,33. REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT,,6. MOBILE,,1,2,2. NO,1,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,1972,2. MARKET,,,2. NO,,,,12,26,0,2. NO,,,,2. NO,,,,5000,0. NONE,0. NONE,0. NONE,0. NONE,3000,0. NONE,1. YES,0. NONE,2. NO,,2. NO,,0. NONE,11. ELECTRICITY - ACCESS,,,
050212010101923056,1,050212010101923,725.4714490674319,5. SOMALI,02,12,1,1,019,23,56,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,6. MOBILE,,2,,1. YES,,2,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,2. OCTOBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,8,20,0,2. NO,,,,2. NO,,,,6000,0. NONE,6000,10000,2000,0. NONE,2000,2. NO,,2. NO,,2. NO,,0. NONE,141. NONE,,,
050212010101923084,1,050212010101923,725.4714490674319,5. SOMALI,02,12,1,1,019,23,84,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,2,1,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,1998,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,9,30,0,2. NO,,,,1. YES,1,2,,10000,0. NONE,30000,0. NONE,1000,0. NONE,1000,1. YES,1000,2. NO,,2. NO,,20,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,,,
050212010101923091,1,050212010101923,725.4714490674319,5. SOMALI,02,12,1,1,019,23,91,2. URBAN,Transport service,49. LAND TRANSPORT AND TRANSPORT VIA PIPELINES,,6. MOBILE,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,2000,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,26,0,2. NO,,,,2. NO,,,,0,0. NONE,0. NONE,0. NONE,500,0. NONE,0. NONE,1. YES,0. NONE,2. NO,,2. NO,,2,63. TRANSPORT - COST,,,
050301088800706014,1,050301088800706,1154.211525189786,5. SOMALI,03,01,8,88,007,06,14,1. RURAL,Tea room,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,6,30,0,2. NO,,,,2. NO,,,,4,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,31. WATER - ACCESS,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,83. MARKETS - LOW DEMAND FOR GOODS AND SERVICES PRODUCED,
050303088800907052,1,050303088800907,1455.068736897275,5. SOMALI,03,03,8,88,009,07,52,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,2006,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,3000,0. NONE,4000,2500,500,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,12. ELECTRICITY - QUALITY,32. WATER - QUALITY,62. TRANSPORT ROAD - QUALITY,
050303088800907060,1,050303088800907,1455.068736897275,5. SOMALI,03,03,8,88,009,07,60,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,1. SEPTEMBER,,,11,12,1,2. NO,,,,2. NO,,,,1000,0. NONE,0. NONE,2000,400,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,12. ELECTRICITY - QUALITY,32. WATER - QUALITY,81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),
050303088800907068,1,050303088800907,1455.068736897275,5. SOMALI,03,03,8,88,009,07,68,1. RURAL,Carpenter,96. OTHER PERSONAL SERVICE ACTIVITIES,,8. CONSTRUCTION SITES,,1,,1. YES,,1,,3. WAGE OR SALARY INCOME,,,4. DECEMBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,4. COOPERATIVES,,2. NO,,,,8,5,0,2. NO,,,,2. NO,,,,0,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,3,61. TRANSPORT ROAD - ACCESS,62. TRANSPORT ROAD - QUALITY,111. TECHNOLOGY - LACK OF TRAINING,
050303088800907076,1,050303088800907,1455.068736897275,5. SOMALI,03,03,8,88,009,07,76,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,5. JANUARY,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,1. YES,3,,,2000,0. NONE,3000,2000,500,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,12. ELECTRICITY - QUALITY,32. WATER - QUALITY,62. TRANSPORT ROAD - QUALITY,
050304088801205001,1,050304088801205,1929.297646850672,5. SOMALI,03,04,8,88,012,05,1,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,2,1. AGRICULTURAL INCOME,,,9. MAY,2006,2. MARKET,,,2. NO,,,,11,25,0,2. NO,,,,1. YES,1,2,3,4500,0. NONE,2000,0. NONE,400,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,40,13. ELECTRICITY - COST,33. WATER - COST,32. WATER - QUALITY,
050304088801205002,1,050304088801205,1929.297646850672,5. SOMALI,03,04,8,88,012,05,2,1. RURAL,Restaurant,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,3. TRADITIONAL MARKET,,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,6. FEBRUARY,2003,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,10,20,0,2. NO,,,,1. YES,2,4,,3000,0. NONE,1500,0. NONE,0. NONE,0. NONE,580,2. NO,,2. NO,,2. NO,,30,12. ELECTRICITY - QUALITY,13. ELECTRICITY - COST,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,
050304088801205003,1,050304088801205,1929.297646850672,5. SOMALI,03,04,8,88,012,05,3,1. RURAL,Tea room,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,5. ROADSIDE,,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,7. MARCH,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,8. APRIL,,,8,25,0,2. NO,,,,2. NO,,,,1200,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,10,12. ELECTRICITY - QUALITY,33. WATER - COST,32. WATER - QUALITY,
