holder_id,household_id,seed_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s5q0A,s5q0B,s5q01a,s5q01b,s5q02,s5q03_1,s5q03_2,s5q04,s5q05,s5q06,s5q07,s5q08,s5q09,s5q10,s5q11_1,s5q11_2,s5q12,s5q13,s5q14_1,s5q14_2,s5q15,s5q16,s5q17
04150608880060507201,041506088800605072,2,041506088800605,1. RURAL,16859.64237967914,4. OROMIA,15,06,8,88,006,05,72,1,3. Both livestock and crop production,boqolo,2. MAIZE,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,3,1. ON FOOT,0,12,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,1. YES,8
04150608880060508001,041506088800605080,1,041506088800605,1. RURAL,16859.64237967914,4. OROMIA,15,06,8,88,006,05,80,1,3. Both livestock and crop production,boqolo,2. MAIZE,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,6,1. ON FOOT,0,42,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
04150608880060508001,041506088800605080,2,041506088800605,1. RURAL,16859.64237967914,4. OROMIA,15,06,8,88,006,05,80,1,3. Both livestock and crop production,shenkora,76. SUGAR CANE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
04150608880060508001,041506088800605080,3,041506088800605,1. RURAL,16859.64237967914,4. OROMIA,15,06,8,88,006,05,80,1,3. Both livestock and crop production,buna,72. COFFEE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
04150608880060508001,041506088800605080,4,041506088800605,1. RURAL,16859.64237967914,4. OROMIA,15,06,8,88,006,05,80,1,3. Both livestock and crop production,enset,74. ENSET,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
04160208880090201101,041602088800902011,1,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,11,1,3. Both livestock and crop production,neche shenkurt,55. GARLIC,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,2
04160208880090201101,041602088800902011,5,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,11,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,24
04160208880090201101,041602088800902011,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,11,1,3. Both livestock and crop production,tef,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090201101,041602088800902011,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,11,1,3. Both livestock and crop production,sende,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090201101,041602088800902011,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,11,1,3. Both livestock and crop production,senar,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090202301,041602088800902023,1,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,23,1,3. Both livestock and crop production,02 01 tef,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,18
04160208880090202301,041602088800902023,2,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,23,1,3. Both livestock and crop production,03 01 sende,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,24
04160208880090202301,041602088800902023,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,23,1,3. Both livestock and crop production,05 01 senar,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090203501,041602088800902035,1,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,35,1,3. Both livestock and crop production,gomen,56. KALE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.8
04160208880090203501,041602088800902035,2,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,35,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,18
04160208880090203501,041602088800902035,3,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,35,1,3. Both livestock and crop production,gebs,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,36
04160208880090203501,041602088800902035,4,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,35,1,3. Both livestock and crop production,guwaya,16. VETCH,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,24
04160208880090204701,041602088800902047,1,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,47,1,3. Both livestock and crop production,yabesha gomen,56. KALE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.8
04160208880090204701,041602088800902047,2,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,47,1,3. Both livestock and crop production,neche shenkurt,55. GARLIC,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.5
04160208880090205901,041602088800902059,3,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,59,1,3. Both livestock and crop production,04 01 bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,54
04160208880090205901,041602088800902059,5,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,59,1,3. Both livestock and crop production,06 01 meser,14. LENTILS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,24
04160208880090205901,041602088800902059,6,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,59,1,3. Both livestock and crop production,06 02 telba,23. LINESEED,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,12
04160208880090205901,041602088800902059,11,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,59,1,3. Both livestock and crop production,01 02 nech shenkurt,55. GARLIC,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,1
04160208880090205901,041602088800902059,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,59,1,3. Both livestock and crop production,02 01 senar,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090205901,041602088800902059,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,59,1,3. Both livestock and crop production,05 01 tef,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090205901,041602088800902059,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,59,1,3. Both livestock and crop production,10 01 sende,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090207101,041602088800902071,1,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,71,1,3. Both livestock and crop production,02 01 bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,12
04160208880090207101,041602088800902071,2,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,71,1,3. Both livestock and crop production,03 01 senar,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,18
04160208880090207101,041602088800902071,3,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,71,1,3. Both livestock and crop production,04 01 sende,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,24
04160208880090207101,041602088800902071,4,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,71,1,3. Both livestock and crop production,05 01 tef,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,30
04160208880090207101,041602088800902071,5,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,71,1,3. Both livestock and crop production,01 02 gesho,75. GESHO,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,0,2. MOTER TRANSPORT,20,60,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
04160208880090208301,041602088800902083,10,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,83,1,3. Both livestock and crop production,05 06 meser,14. LENTILS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,18
04160208880090208301,041602088800902083,15,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,83,1,3. Both livestock and crop production,01 02 gesho,75. GESHO,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,0,2. MOTER TRANSPORT,20,50,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
04160208880090208301,041602088800902083,16,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,83,1,3. Both livestock and crop production,01 03 neche shenkurt,55. GARLIC,2. IMPROVED,1. IMPROVED NEW,1. YES,1. AGRICULTURAL COOPERATIVE ,,2,1. ON FOOT,0,25,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,1. YES,2
04160208880090208301,041602088800902083,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,83,1,3. Both livestock and crop production,02 01 sende,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090208301,041602088800902083,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,83,1,3. Both livestock and crop production,05 02 gebs,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090208301,041602088800902083,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,83,1,3. Both livestock and crop production,03 01 bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090208301,041602088800902083,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,83,1,3. Both livestock and crop production,05 01 tef,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090209601,041602088800902096,4,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,96,1,3. Both livestock and crop production,03 03 meser,14. LENTILS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,36
04160208880090209601,041602088800902096,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,96,1,3. Both livestock and crop production,09 01 bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090209601,041602088800902096,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,96,1,3. Both livestock and crop production,03 01 gebs,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090209601,041602088800902096,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,96,1,3. Both livestock and crop production,08 01 tef,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090209601,041602088800902096,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,96,1,3. Both livestock and crop production,04 01 sende,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090210801,041602088800902108,2,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,108,1,3. Both livestock and crop production,02 01 bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,18
04160208880090210801,041602088800902108,7,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,108,1,3. Both livestock and crop production,03 02 tef,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,18
04160208880090210801,041602088800902108,8,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,108,1,3. Both livestock and crop production,03 06 guwaya,16. VETCH,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,30
04160208880090210801,041602088800902108,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,108,1,3. Both livestock and crop production,02 04 meser,14. LENTILS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090210801,041602088800902108,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,108,1,3. Both livestock and crop production,02 03 sende,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160208880090212001,041602088800902120,1,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,120,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,24
04160208880090212001,041602088800902120,2,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,120,1,3. Both livestock and crop production,senar,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,36
04160208880090212001,041602088800902120,4,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,120,1,3. Both livestock and crop production,meser,14. LENTILS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,18
04160208880090212001,041602088800902120,,041602088800902,1. RURAL,12261.04181818182,4. OROMIA,16,02,8,88,009,02,120,1,3. Both livestock and crop production,tef,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160608880070200801,041606088800702008,1,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,8,1,3. Both livestock and crop production,01_04 Bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,3
04160608880070200801,041606088800702008,2,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,8,1,3. Both livestock and crop production,01_04 Nech Boloke,12. HARICOT BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.5
04160608880070200801,041606088800702008,3,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,8,1,3. Both livestock and crop production,01_05 Nech shinkurt,55. GARLIC,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,1
04160608880070200801,041606088800702008,4,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,8,1,3. Both livestock and crop production,01_06 Bekolo,2. MAIZE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,1
04160608880070200801,041606088800702008,5,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,8,1,3. Both livestock and crop production,01_06 Gomen zer,26. RAPE SEED,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.08
04160608880070200801,041606088800702008,6,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,8,1,3. Both livestock and crop production,01_07 Duba,61. PUMPKINS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.05
04160608880070202001,041606088800702020,1,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,20,1,3. Both livestock and crop production,01_01 Bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,2
04160608880070202001,041606088800702020,6,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,20,1,3. Both livestock and crop production,01_09 Kosta,69. SPINACH,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.5
04160608880070202001,041606088800702020,7,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,20,1,3. Both livestock and crop production,01_09 Beso bila,80. SACRED BASIL,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,0.4,1. ON FOOT,0,50,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
04160608880070202001,041606088800702020,8,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,20,1,3. Both livestock and crop production,02_01 Teff,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,30
04160608880070202001,041606088800702020,,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,20,1,3. Both livestock and crop production,01_05 Nech shinkurt,55. GARLIC,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160608880070202001,041606088800702020,,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,20,1,3. Both livestock and crop production,01_04 Duba,61. PUMPKINS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160608880070203201,041606088800702032,1,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,32,1,3. Both livestock and crop production,01_05 Bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,20
04160608880070203201,041606088800702032,2,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,32,1,3. Both livestock and crop production,01_06 Beso bila,80. SACRED BASIL,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,1,1. ON FOOT,0,50,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
04160608880070203201,041606088800702032,4,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,32,1,3. Both livestock and crop production,01_09 Bekolo,2. MAIZE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,2
04160608880070203201,041606088800702032,7,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,32,1,3. Both livestock and crop production,01_12 Nech Boloke,12. HARICOT BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,2
04160608880070203201,041606088800702032,9,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,32,1,3. Both livestock and crop production,02_01 Nech Shimbra,11. CHICK PEAS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,80
04160608880070203201,041606088800702032,10,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,32,1,3. Both livestock and crop production,02_02 Misir,14. LENTILS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,6
04160608880070203201,041606088800702032,11,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,32,1,3. Both livestock and crop production,02_02 Suf,28. SUNFLOWER,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.2
04160608880070203201,041606088800702032,12,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,32,1,3. Both livestock and crop production,02_03 Sinde,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,90
04160608880070203201,041606088800702032,,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,32,1,3. Both livestock and crop production,04_01 Teff,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160608880070203201,041606088800702032,,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,32,1,3. Both livestock and crop production,01_06 Gomen zer,26. RAPE SEED,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160608880070204501,041606088800702045,1,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,45,1,3. Both livestock and crop production,01_01 Nech Boloke,12. HARICOT BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,2
04160608880070204501,041606088800702045,2,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,45,1,3. Both livestock and crop production,01_02 Bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,5
04160608880070204501,041606088800702045,3,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,45,1,3. Both livestock and crop production,01_03 Gomen zer,26. RAPE SEED,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.2
04160608880070204501,041606088800702045,4,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,45,1,3. Both livestock and crop production,01_03 Kosta,69. SPINACH,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,1,1. ON FOOT,0,50,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
04160608880070204501,041606088800702045,5,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,45,1,3. Both livestock and crop production,01_05 Bekolo,2. MAIZE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,1
04160608880070204501,041606088800702045,6,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,45,1,3. Both livestock and crop production,01_06 Ye Abesha goman,56. KALE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,1
04160608880070204501,041606088800702045,7,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,45,1,3. Both livestock and crop production,01_07 Nech shinkurt,55. GARLIC,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.5
04160608880070204501,041606088800702045,8,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,45,1,3. Both livestock and crop production,02_01 Sinde,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,50
04160608880070204501,041606088800702045,9,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,45,1,3. Both livestock and crop production,02_02 Misir,14. LENTILS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,7
04160608880070204501,041606088800702045,10,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,45,1,3. Both livestock and crop production,02_02 Suf,28. SUNFLOWER,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.25
04160608880070204501,041606088800702045,11,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,45,1,3. Both livestock and crop production,02_03 Gowaya,16. VETCH,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,10
04160608880070204501,041606088800702045,,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,45,1,3. Both livestock and crop production,04_01 Teff,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160608880070204501,041606088800702045,,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,45,1,3. Both livestock and crop production,02_05 Nech Shimbra,11. CHICK PEAS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160608880070205701,041606088800702057,2,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,57,1,3. Both livestock and crop production,01_03 Bekolo,2. MAIZE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,1
04160608880070205701,041606088800702057,3,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,57,1,3. Both livestock and crop production,01_07 Duba,61. PUMPKINS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.08
04160608880070205701,041606088800702057,6,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,57,1,3. Both livestock and crop production,01_09 Nech shinkurt,55. GARLIC,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,1
04160608880070205701,041606088800702057,10,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,57,1,3. Both livestock and crop production,02_01 Sinde,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,50
04160608880070205701,041606088800702057,11,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,57,1,3. Both livestock and crop production,03_01 Teff,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,12
04160608880070205701,041606088800702057,,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,57,1,3. Both livestock and crop production,01_08 Kosta,69. SPINACH,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,0.14000000059604645,1. ON FOOT,0,20,"1. PAID IN FULL,WITH OWN SAVINGS",0,0,,,2. NO,,,,,2. NO,
04160608880070205701,041606088800702057,,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,57,1,3. Both livestock and crop production,01_01 Bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160608880070205701,041606088800702057,,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,57,1,3. Both livestock and crop production,01_08 Ye Abesha goman,56. KALE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
04160608880070206901,041606088800702069,1,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,69,1,3. Both livestock and crop production,01_01 Nech Boloke,12. HARICOT BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,6
04160608880070206901,041606088800702069,3,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,69,1,3. Both livestock and crop production,01_04 Bekolo,2. MAIZE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,1
04160608880070206901,041606088800702069,4,041606088800702,1. RURAL,12929.9512987013,4. OROMIA,16,06,8,88,007,02,69,1,3. Both livestock and crop production,01_04 Kosta,69. SPINACH,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,0.2,1. ON FOOT,0,10,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
