ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs6q01,cs6q02,cs6q03_1,cs6q03_2,cs6q03_3,cs6q04_1,cs6q04_2,cs6q04_3,cs6q05,cs6q06,cs6q07,cs6q08,cs6q09,cs6q10,cs6q11,cs6q12,cs6q12_os,cs6q13,cs6q13_os,cs6q14,cs6q14_os,cs6q14a,cs6q14b,cs6q14c,cs6q15,cs6q15_os,cs6q16a,cs6q16a_os,cs6q16b,cs6q16b_os,cs6q16c,cs6q16c_os,cs6q16d,cs6q16d_os,cs6q17a,cs6q17a_os,cs6q17b,cs6q17b_os,cs6q17c,cs6q17c_os,cs6q17d,cs6q17d_os,cs6q18a,cs6q18a_os,cs6q18b,cs6q18b_os,cs6q18c,cs6q18c_os,cs6q18d,cs6q18d_os,cs6q18e,cs6q18e_os,cs6q18f,cs6q18f_os,cs6q18g,cs6q18g_os,cs6q18h,cs6q18h_os
030707088800708,1. RURAL,3. AMHARA,07,07,8,88,007,08,1. YES,"01,02,07",10,,,5,,,1. Too Much,3. Too Late,3. Too Late,1. YES,,1. YES,50,1. Government,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
030710088801809,1. RURAL,3. AMHARA,07,10,8,88,018,09,1. YES,"01,02,38",9,,,4,,,3. Too Late,2. Right time,1. Very early,1. YES,,2. NO,,3. Union,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,2. Less,,1. More,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,
030714010100520,2. URBAN,3. AMHARA,07,14,1,1,005,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030803030100101,2. URBAN,3. AMHARA,08,03,3,1,001,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030803088802708,1. RURAL,3. AMHARA,08,03,8,88,027,08,1. YES,"snde ,gebss ,mashila",10,8,11,3,4,,2. The Right Amount,2. Right time,2. Right time,1. YES,,1. YES,1,3. Union,,3. Union,,3. Union,,2. NO,2. NO,2. NO,1. Traditional,,1. More,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
030808088800201,1. RURAL,3. AMHARA,08,08,8,88,002,01,1. YES,"gebs, mashila,teff",10,11,,3,1,2,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,2. Less,,"9. Not Applicable, explain",bebotaw ayikerbm,2. Less,,"9. Not Applicable, explain",yelem botaw lay,4. Better,,3. About the Same,,2. Worse,,2. Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
030902088800605,1. RURAL,3. AMHARA,09,02,8,88,006,05,1. YES,"01,02,07",11,,,6,,,2. The Right Amount,2. Right time,1. Very early,1. YES,,1. YES,515,1. Government,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,4. Better,,3. About the Same,,4. Better,,4. Better,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,4. Better,
030906088802103,1. RURAL,3. AMHARA,09,06,8,88,021,03,1. YES,"Akureater 18,Lewez24,Bekolo02",9,10,,3,4,2,2. The Right Amount,1. Very early,3. Too Late,1. YES,,1. YES,500,3. Union,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,1. More,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,4. Better,,3. About the Same,,4. Better,,2. Worse,,2. Worse,,2. Worse,,4. Better,
030910010100304,2. URBAN,3. AMHARA,09,10,1,1,003,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031002088801007,1. RURAL,3. AMHARA,10,02,8,88,010,07,1. YES,Mashila,9,,,3,,,1. Too Much,1. Very early,2. Right time,1. YES,,1. YES,110,1. Government,,1. Government,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
031004088801803,1. RURAL,3. AMHARA,10,04,8,88,018,03,1. YES,"06,09,07",8,11,12,3,1,2,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,3. Union,,2. Private,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,1. More,,"9. Not Applicable, explain",Akefafay Kemengist wich yielm,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,4. Better,
031007010100107,2. URBAN,3. AMHARA,10,07,1,1,001,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031101088800314,1. RURAL,3. AMHARA,11,01,8,88,003,14,1. YES,Bekolo    Tefe     Dagusa,9,10,11,2,3,4,2. The Right Amount,1. Very early,1. Very early,1. YES,,1. YES,12,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,1. More,,1. More,,5. Much Better,,5. Much Better,,5. Much Better,,5. Much Better,,2. Worse,,5. Much Better,,5. Much Better,,5. Much Better,,5. Much Better,,2. Worse,,5. Much Better,,5. Much Better,
031101088800715,1. RURAL,3. AMHARA,11,01,8,88,007,15,1. YES,"Dagusa03,Bekolo02,Tefe07",9,10,11,2,3,4,2. The Right Amount,2. Right time,3. Too Late,1. YES,,1. YES,962,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,1. More,,2. Less,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,4. Better,,4. Better,,4. Better,,4. Better,,2. Worse,,2. Worse,,3. About the Same,
031105010500201,2. URBAN,3. AMHARA,11,05,1,5,002,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031201088800105,1. RURAL,3. AMHARA,12,01,8,88,001,05,1. YES,mashila.masho.boleke,8,10,11,3,2,1,3. Too Late,1. Very early,3. Too Late,1. YES,,1. YES,27,1. Government,,2. Private,,2. Private,,2. NO,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,2. Less,,2. Less,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,4. Better,,4. Better,,3. About the Same,,2. Worse,,3. About the Same,
031201088800502,1. RURAL,3. AMHARA,12,01,8,88,005,02,1. YES,06,8,5,,3,,,3. Too Late,2. Right time,3. Too Late,1. YES,,1. YES,175,3. Union,,2. Private,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,1. More,,3. About the Same Number,,4. Better,,4. Better,,4. Better,,4. Better,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,1. Much Worse,,2. Worse,,2. Worse,
031301088800101,1. RURAL,3. AMHARA,13,01,8,88,001,01,1. YES,1,10,,,10,,,1. Too Much,3. Too Late,2. Right time,1. YES,,1. YES,100,3. Union,,3. Union,,3. Union,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,5. Much Better,,5. Much Better,,3. About the Same,,5. Much Better,,5. Much Better,,5. Much Better,,5. Much Better,,2. Worse,,4. Better,,5. Much Better,,5. Much Better,,3. About the Same,
031301088800401,1. RURAL,3. AMHARA,13,01,8,88,004,01,1. YES,Gebse,6,10,,10,,,1. Too Much,3. Too Late,1. Very early,1. YES,,1. YES,200,3. Union,,3. Union,,3. Union,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,5. Much Better,,5. Much Better,,4. Better,,5. Much Better,,5. Much Better,,5. Much Better,,4. Better,,1. Much Worse,,5. Much Better,,5. Much Better,,5. Much Better,,4. Better,
031303010300223,2. URBAN,3. AMHARA,13,03,1,3,002,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031401088800203,1. RURAL,3. AMHARA,14,01,8,88,002,03,1. YES,01/08/13,9,10,11,3,2,4,2. The Right Amount,3. Too Late,1. Very early,1. YES,,1. YES,205,3. Union,,2. Private,,3. Union,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,1. More,,1. More,,4. Better,,4. Better,,4. Better,,3. About the Same,,2. Worse,,4. Better,,3. About the Same,,2. Worse,,5. Much Better,,3. About the Same,,2. Worse,,3. About the Same,
031401088800709,1. RURAL,3. AMHARA,14,01,8,88,007,09,1. YES,07.   06.  08.   02.,9,10,11,2,3,4,3. Too Late,3. Too Late,1. Very early,1. YES,,1. YES,341,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,1. More,,3. About the Same,,2. Worse,,3. About the Same,,4. Better,,4. Better,,4. Better,,3. About the Same,,4. Better,,5. Much Better,,4. Better,,4. Better,,2. Worse,
031405010100309,2. URBAN,3. AMHARA,14,05,1,1,003,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031503088800107,1. RURAL,3. AMHARA,15,03,8,88,001,07,1. YES,02  06  03,10,9,,4,3,,2. The Right Amount,1. Very early,2. Right time,1. YES,,1. YES,29,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,2. Less,,1. More,,2. Less,,2. Worse,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,4. Better,,3. About the Same,,4. Better,,3. About the Same,
031506010100103,2. URBAN,3. AMHARA,15,06,1,1,001,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031506088800509,1. RURAL,3. AMHARA,15,06,8,88,005,09,1. YES,07   06   15,10,11,9,2,3,4,1. Too Much,2. Right time,3. Too Late,1. YES,,1. YES,57,3. Union,,2. Private,,3. Union,,2. NO,2. NO,2. NO,1. Traditional,,1. More,,3. About the Same Number,,1. More,,2. Less,,1. Much Worse,,5. Much Better,,5. Much Better,,3. About the Same,,2. Worse,,3. About the Same,,5. Much Better,,1. Much Worse,,2. Worse,,2. Worse,,4. Better,,3. About the Same,
031511088801109,1. RURAL,3. AMHARA,15,11,8,88,011,09,1. YES,02.  11  07,1,2,11,3,4,5,1. Too Much,3. Too Late,3. Too Late,1. YES,,1. YES,512,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,5. Much Better,
031603088801008,1. RURAL,3. AMHARA,16,03,8,88,010,08,1. YES,27;06;02,9,10,11,2,3,4,1. Too Much,3. Too Late,1. Very early,1. YES,,1. YES,40,3. Union,,2. Private,,3. Union,,1. YES,1. YES,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,1. More,,1. More,,3. About the Same,,3. About the Same,,2. Worse,,1. Much Worse,,1. Much Worse,,4. Better,,3. About the Same,,1. Much Worse,,5. Much Better,,3. About the Same,,3. About the Same,,4. Better,
031604088800605,1. RURAL,3. AMHARA,16,04,8,88,006,05,1. YES,27;06;03,9,10,11,3,4,2,2. The Right Amount,2. Right time,2. Right time,2. NO,45,2. NO,,4. Other (Specify),Madaberiya Aytekemumi,2. Private,,4. Other (Specify),Mirti. Zer Aytekemum,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,1. More,,1. Much Worse,,1. Much Worse,,3. About the Same,,1. Much Worse,,3. About the Same,,4. Better,,1. Much Worse,,4. Better,,5. Much Better,,3. About the Same,,3. About the Same,,4. Better,
031605010100105,2. URBAN,3. AMHARA,16,05,1,1,001,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040116010100105,2. URBAN,4. OROMIA,01,16,1,1,001,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040203088800403,1. RURAL,4. OROMIA,02,03,8,88,004,03,1. YES,"02,07,03",9,10,,4,5,,2. The Right Amount,3. Too Late,1. Very early,1. YES,,1. YES,30,3. Union,,2. Private,,2. Private,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,2. Less,,1. More,,1. More,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,5. Much Better,,4. Better,,4. Better,,5. Much Better,,2. Worse,,2. Worse,,5. Much Better,
040212088800506,1. RURAL,4. OROMIA,02,12,8,88,005,06,1. YES,"02,07,01",8,11,9,4,3,12,3. Too Late,3. Too Late,2. Right time,1. YES,,1. YES,30,3. Union,,2. Private,,2. Private,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,2. Less,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,4. Better,,5. Much Better,,4. Better,,4. Better,,5. Much Better,,5. Much Better,,4. Better,,4. Better,
040302010100105,2. URBAN,4. OROMIA,03,02,1,1,001,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040302088801201,1. RURAL,4. OROMIA,03,02,8,88,012,01,1. YES,"Teff,sinde,Gabsi,Bokolo",9,10,11,3,4,5,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,3. Union,,3. Union,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,1. More,,1. More,,1. More,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,1. Much Worse,,2. Worse,,4. Better,,1. Much Worse,,4. Better,,4. Better,
040310088800903,1. RURAL,4. OROMIA,03,10,8,88,009,03,1. YES,"02,07,72",9,8,11,3,4,5,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,3. Union,,3. Union,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,
040403088803808,1. RURAL,4. OROMIA,04,03,8,88,038,08,1. YES,"bekolo,tef,mashila",9,11,8,3,2,4,2. The Right Amount,1. Very early,1. Very early,1. YES,,2. NO,,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,3. About the Same Number,,1. More,,2. Less,,3. About the Same,,3. About the Same,,3. About the Same,,1. Much Worse,,5. Much Better,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,2. Worse,,3. About the Same,
040409088801903,1. RURAL,4. OROMIA,04,09,8,88,019,03,1. YES,02_07_06_72,8,9,12,4,3,,2. The Right Amount,3. Too Late,3. Too Late,1. YES,,1. YES,50,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,4. Better,,2. Worse,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,3. About the Same,
040416088800808,1. RURAL,4. OROMIA,04,16,8,88,008,08,1. YES,02-07-06-19-72,11,8,9,4,3,,2. The Right Amount,2. Right time,3. Too Late,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,4. Better,
040417010100207,2. URBAN,4. OROMIA,04,17,1,1,002,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040502088800607,1. RURAL,4. OROMIA,05,02,8,88,006,07,1. YES,"TEFF, SINDE,BAKOLO",11,10,12,2,3,4,2. The Right Amount,2. Right time,1. Very early,1. YES,,1. YES,15,3. Union,,3. Union,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,1. More,,3. About the Same Number,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,4. Better,,1. Much Worse,,4. Better,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,
040511088800604,1. RURAL,4. OROMIA,05,11,8,88,006,04,1. YES,"sinde,gebse,Dinich",10,11,,3,4,,2. The Right Amount,2. Right time,2. Right time,1. YES,,1. YES,30,3. Union,,3. Union,,3. Union,,2. NO,2. NO,2. NO,1. Traditional,,1. More,,2. Less,,1. More,,2. Less,,4. Better,,4. Better,,4. Better,,3. About the Same,,4. Better,,4. Better,,2. Worse,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,4. Better,
040521020100101,2. URBAN,4. OROMIA,05,21,2,1,001,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040601088802404,1. RURAL,4. OROMIA,06,01,8,88,024,04,1. YES,"Teff ,sed,mashila",11,10,9,3,4,,1. Too Much,3. Too Late,3. Too Late,1. YES,,1. YES,18,3. Union,,3. Union,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,2. Less,,2. Less,,1. Much Worse,,1. Much Worse,,2. Worse,,1. Much Worse,,4. Better,,4. Better,,1. Much Worse,,1. Much Worse,,5. Much Better,,4. Better,,2. Worse,,4. Better,
040606088801505,1. RURAL,4. OROMIA,06,06,8,88,015,05,1. YES,"Teff,Sed,Bekela",10,11,12,4,5,6,1. Too Much,3. Too Late,2. Right time,1. YES,,1. YES,40,3. Union,,3. Union,,3. Union,,2. NO,2. NO,1. YES,1. Traditional,,1. More,,1. More,,1. More,,1. More,,5. Much Better,,5. Much Better,,2. Worse,,5. Much Better,,5. Much Better,,5. Much Better,,1. Much Worse,,4. Better,,5. Much Better,,4. Better,,4. Better,,3. About the Same,
040702030100113,2. URBAN,4. OROMIA,07,02,3,1,001,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040807010100204,2. URBAN,4. OROMIA,08,07,1,1,002,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040903010100103,2. URBAN,4. OROMIA,09,03,1,1,001,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040903088802905,1. RURAL,4. OROMIA,09,03,8,88,029,05,1. YES,Chat Bokolo mashela,8,9,11,2,,,3. Too Late,2. Right time,1. Very early,1. YES,,1. YES,150,3. Union,,3. Union,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,3. About the Same,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,2. Worse,,4. Better,,2. Worse,,2. Worse,,3. About the Same,
040909088802804,1. RURAL,4. OROMIA,09,09,8,88,028,04,1. YES,02  06  23,8,10,9,2,3,,3. Too Late,1. Very early,1. Very early,1. YES,,2. NO,,3. Union,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,3. About the Same Number,,2. Less,,3. About the Same,,2. Worse,,3. About the Same,,5. Much Better,,2. Worse,,4. Better,,3. About the Same,,2. Worse,,5. Much Better,,4. Better,,2. Worse,,4. Better,
040913088802102,1. RURAL,4. OROMIA,09,13,8,88,021,02,1. YES,02 06 71,8,9,,4,5,,2. The Right Amount,3. Too Late,1. Very early,2. NO,12,2. NO,,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,1. More,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,4. Better,,2. Worse,,5. Much Better,
041001088801403,1. RURAL,4. OROMIA,10,01,8,88,014,03,1. YES,"07,02,60   ,01.   chat giziyawi sebl bayhonm  bekefitgha dereja yimeretal",8,11,,2,3,,2. The Right Amount,2. Right time,1. Very early,1. YES,,2. NO,,3. Union,,1. Government,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,3. About the Same Number,,2. Less,,2. Worse,,2. Worse,,2. Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,1. Much Worse,,2. Worse,
041008088801110,1. RURAL,4. OROMIA,10,08,8,88,011,10,1. YES,02 06  71,8,9,,4,5,,3. Too Late,2. Right time,1. Very early,1. YES,,1. YES,400,3. Union,,3. Union,,3. Union,,1. YES,2. NO,2. NO,2. Modern,,1. More,,1. More,,1. More,,1. More,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,2. Worse,,4. Better,,4. Better,,5. Much Better,,2. Worse,,3. About the Same,
041009010100207,2. URBAN,4. OROMIA,10,09,1,1,002,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041013088801410,1. RURAL,4. OROMIA,10,13,8,88,014,10,1. YES,"71=chat, 02=bekolo,  06=mashila. 19=keiy boleqae.",9,8,,2,3,,2. The Right Amount,2. Right time,2. Right time,1. YES,,1. YES,292,1. Government,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,3. About the Same Number,,2. Less,,2. Worse,,3. About the Same,,1. Much Worse,,1. Much Worse,,2. Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,
041109088800302,1. RURAL,4. OROMIA,11,09,8,88,003,02,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041112010100108,2. URBAN,4. OROMIA,11,12,1,1,001,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041117088800104,1. RURAL,4. OROMIA,11,17,8,88,001,04,1. YES,07:02:06,2,,,4,5,,2. The Right Amount,1. Very early,1. Very early,1. YES,,2. NO,,2. Private,,2. Private,,4. Other (Specify),No,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,2. Less,,1. Much Worse,,5. Much Better,,3. About the Same,,3. About the Same,,1. Much Worse,,1. Much Worse,,2. Worse,,3. About the Same,,1. Much Worse,,3. About the Same,,1. Much Worse,,1. Much Worse,
041207088800703,1. RURAL,4. OROMIA,12,07,8,88,007,03,1. YES,Adenegora  :Bokolo.  : Tefe,7,8,,11,12,,1. Too Much,3. Too Late,3. Too Late,1. YES,,2. NO,,4. Other (Specify),Bemaheberesebu Madaberiya Becherashe Yemayetekemu Mehonu Yetaweke,2. Private,,2. Private,,1. YES,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",Bekababiwe Maheberesebu Madaberiya Selemayefelegu,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,4. Better,,4. Better,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,
041212088800904,1. RURAL,4. OROMIA,12,12,8,88,009,04,1. YES,Teff   Bokollo  Adengora,7,8,,12,11,,1. Too Much,3. Too Late,1. Very early,1. YES,,2. NO,,4. Other (Specify),madaberiya cherashe ayetekemume,2. Private,,2. Private,,2. NO,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",madeberiya cherashe ayetekemume,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,1. Much Worse,,2. Worse,,9. Not Applicable,beakababiwe bedere yemiste derejite yeleme,9. Not Applicable,tekuame selele,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,
041303088803505,1. RURAL,4. OROMIA,13,03,8,88,035,05,1. YES,74     71,12,11,13,6,7,5,2. The Right Amount,2. Right time,1. Very early,1. YES,,2. NO,,4. Other (Specify),ayeteqemem,3. Union,,4. Other (Specify),ayeteqemum,2. NO,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",ayeteqemum,3. About the Same Number,,1. More,,3. About the Same Number,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,5. Much Better,
041310088801505,1. RURAL,4. OROMIA,13,10,8,88,015,05,1. YES,01 08 15,11,10,9,5,4,3,2. The Right Amount,2. Right time,1. Very early,1. YES,,2. NO,,3. Union,,3. Union,,3. Union,,2. NO,2. NO,2. NO,1. Traditional,,1. More,,1. More,,1. More,,1. More,,4. Better,,4. Better,,3. About the Same,,4. Better,,4. Better,,4. Better,,2. Worse,,4. Better,,5. Much Better,,3. About the Same,,2. Worse,,3. About the Same,
041401088802208,1. RURAL,4. OROMIA,14,01,8,88,022,08,1. YES,Bokolo,8,,,5,4,,1. Too Much,2. Right time,3. Too Late,1. YES,,1. YES,50,1. Government,,1. Government,,1. Government,,1. YES,2. NO,1. YES,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,
041402010100102,2. URBAN,4. OROMIA,14,02,1,1,001,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
