holder_id,household_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s7q01,s7q02,s7q03,s7q03_os,s7q04,s7q05,s7q05_os,s7q06,s7q07,s7q07_os,s7q08,s7q08_os,s7q09,s7q10,s7q10_os,s7q11_1,s7q11_2,s7q11_os,s7q12,s7q13,s7q13_os,s7q14,s7q15,s7q15_os,s7q16,s7q16_os,s7q17,s7q18,s7q18_os,s7q19,s7q20,s7q21,s7q22,s7q23,s7q24,s7q25,s7q26,s7q27,s7q28_1,s7q28_2,s7q28_os,s7q29,s7q30,s7q31_1,s7q31_2,s7q31_3,s7q31_os,s7q32a_1,s7q32a_2,s7q32b_1,s7q32b_2,s7q32c_1,s7q32c_2
06040108880240107901,060401088802401079,060401088802401,1. RURAL,863.3426566416039,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,79,1,3. Both livestock and crop production,1. YES,2. NO,2. HIGH PRICE,,1. YES,,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,1. NON-AVAILABILITY OF THE SERVICE,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,1. YES,1. á‰ á‰£áˆˆá‹­á‹žá‰³á‹‰ áˆµáˆ­ á‹¨áŠá‰ áˆ¨ áŒáŒ¦áˆ½/áŒ á áˆ˜áˆ¬á‰µ/á‹°áŠ•,,0,0,0,0,0,,,,,,,,1. YES,16,5. ROAD CONSTRUCTION,,,,0,,0,,0,
06040108880240108901,060401088802401089,060401088802401,1. RURAL,863.3426566416039,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,89,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,1. NON-AVAILABILITY OF THE SERVICE,,3. MERCHANTS,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,7,0,7,0,0,,7,,,,,,1. YES,3,5. ROAD CONSTRUCTION,,,,0,,0,,0,
06040108880240109901,060401088802401099,060401088802401,1. RURAL,863.3426566416039,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,99,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,1. NON-AVAILABILITY OF THE SERVICE,,3. MERCHANTS,,,0,5. DIGGING,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,4,4,0,0,0,4,,,,,,,1. YES,15,1. TERRACING,,,,0,,0,,0,
07010408880120400701,070104088801204007,070104088801204,1. RURAL,7546.710979381442,7. SNNP,01,04,8,88,012,04,7,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,1. NON-AVAILABILITY OF THE SERVICE,,2. NO,2. INADEQUATE SERVICE PROVIDED,,4. COOPERATIVE,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,1. YES,1. á‰ á‰£áˆˆá‹­á‹žá‰³á‹‰ áˆµáˆ­ á‹¨áŠá‰ áˆ¨ áŒáŒ¦áˆ½/áŒ á áˆ˜áˆ¬á‰µ/á‹°áŠ•,,163,0,54,109,0,,54,109,,,,,1. YES,22,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0,,0,,0,
07010408880120401701,070104088801204017,070104088801204,1. RURAL,7546.710979381442,7. SNNP,01,04,8,88,012,04,17,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,2. INADEQUATE SERVICE PROVIDED,,4. COOPERATIVE,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,40,0,15,25,0,,10,25,,4. I GAVE IT TO ANOTHER PERSON,,,2. NO,,,,,,0,,0,,0,
07010408880120402701,070104088801204027,070104088801204,1. RURAL,7546.710979381442,7. SNNP,01,04,8,88,012,04,27,1,1. crop production only,1. YES,1. YES,,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,2. INADEQUATE SERVICE PROVIDED,,1. GOVERNMENT ORGANIZATION,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,1. YES,1. á‰ á‰£áˆˆá‹­á‹žá‰³á‹‰ áˆµáˆ­ á‹¨áŠá‰ áˆ¨ áŒáŒ¦áˆ½/áŒ á áˆ˜áˆ¬á‰µ/á‹°áŠ•,,50,0,25,25,0,,25,25,,,,,2. NO,,,,,,0,,0,,0,
07010408880120403701,070104088801204037,070104088801204,1. RURAL,7546.710979381442,7. SNNP,01,04,8,88,012,04,37,1,1. crop production only,1. YES,1. YES,,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,2. INADEQUATE SERVICE PROVIDED,,4. COOPERATIVE,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,2. Use livestock to thresh the crop,,1. YES,1. á‰ á‰£áˆˆá‹­á‹žá‰³á‹‰ áˆµáˆ­ á‹¨áŠá‰ áˆ¨ áŒáŒ¦áˆ½/áŒ á áˆ˜áˆ¬á‰µ/á‹°áŠ•,,100,0,50,50,0,,33,50,,1. TO USE REMAINING FOR ANOTHER TIME,4. I GAVE IT TO ANOTHER PERSON,,1. YES,22,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0,,0,,0,
07010408880120404701,070104088801204047,070104088801204,1. RURAL,7546.710979381442,7. SNNP,01,04,8,88,012,04,47,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,2. NO,2. INADEQUATE SERVICE PROVIDED,,4. COOPERATIVE,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,1. YES,1. á‰ á‰£áˆˆá‹­á‹žá‰³á‹‰ áˆµáˆ­ á‹¨áŠá‰ áˆ¨ áŒáŒ¦áˆ½/áŒ á áˆ˜áˆ¬á‰µ/á‹°áŠ•,,113,0,54,59,0,,54,59,,,,,2. NO,,,,,,0,,0,,0,
07010408880120405701,070104088801204057,070104088801204,1. RURAL,7546.710979381442,7. SNNP,01,04,8,88,012,04,57,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,2. INADEQUATE SERVICE PROVIDED,,4. COOPERATIVE,,,0,5. DIGGING,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,1. YES,1. á‰ á‰£áˆˆá‹­á‹žá‰³á‹‰ áˆµáˆ­ á‹¨áŠá‰ áˆ¨ áŒáŒ¦áˆ½/áŒ á áˆ˜áˆ¬á‰µ/á‹°áŠ•,,13,0,4,9,0,,4,9,,,,,1. YES,22,1. TERRACING,3. CONSERVATION ACTIVITIES,7. PREPARING HOLES FOR TREE PLANTATION,,0,,0,,0,
07010408880120406701,070104088801204067,070104088801204,1. RURAL,7546.710979381442,7. SNNP,01,04,8,88,012,04,67,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,1. NON-AVAILABILITY OF THE SERVICE,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,3,0,2,1,0,,2,1,,,,,1. YES,22,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0,,0,,0,
07010408880120407701,070104088801204077,070104088801204,1. RURAL,7546.710979381442,7. SNNP,01,04,8,88,012,04,77,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,2. INADEQUATE SERVICE PROVIDED,,4. COOPERATIVE,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,1. YES,1. á‰ á‰£áˆˆá‹­á‹žá‰³á‹‰ áˆµáˆ­ á‹¨áŠá‰ áˆ¨ áŒáŒ¦áˆ½/áŒ á áˆ˜áˆ¬á‰µ/á‹°áŠ•,,5,0,0,5,0,,,5,,,,,1. YES,22,3. CONSERVATION ACTIVITIES,4. PREPARING WATER HARVESTING  PITS,,,0,,0,,0,
07010408880120408701,070104088801204087,070104088801204,1. RURAL,7546.710979381442,7. SNNP,01,04,8,88,012,04,87,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,2. INADEQUATE SERVICE PROVIDED,,4. COOPERATIVE,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,101,0,50,51,0,,50,51,,,,,1. YES,0,12. OTHER (SPECIFY),,,None,0,,0,,0,
07010408880120409701,070104088801204097,070104088801204,1. RURAL,7546.710979381442,7. SNNP,01,04,8,88,012,04,97,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,2. INADEQUATE SERVICE PROVIDED,,4. COOPERATIVE,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,1. YES,1. á‰ á‰£áˆˆá‹­á‹žá‰³á‹‰ áˆµáˆ­ á‹¨áŠá‰ áˆ¨ áŒáŒ¦áˆ½/áŒ á áˆ˜áˆ¬á‰µ/á‹°áŠ•,,85,0,26,59,0,,26,59,,,,,1. YES,15,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0,,0,,0,
07010408880120410701,070104088801204107,070104088801204,1. RURAL,1067.930798969072,7. SNNP,01,04,8,88,012,04,107,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07010408880120410801,070104088801204108,070104088801204,1. RURAL,1067.930798969072,7. SNNP,01,04,8,88,012,04,108,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07010808880080200601,070108088800802006,070108088800802,1. RURAL,6905.9525,7. SNNP,01,08,8,88,008,02,6,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,1. GOVERNMENT,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,2. Use livestock to thresh the crop,,2. NO,,,50,0,25,25,0,,25,25,,,,,1. YES,30,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0.12,3. LITER
07010808880080201401,070108088800802014,070108088800802,1. RURAL,6905.9525,7. SNNP,01,08,8,88,008,02,14,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,5. LACK OF ADEQUATE CROP FIELD,,1. YES,1. GOVERNMENT,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,0,6. USING BORROWED OXEN,,0,6. Four-wheel Tractor with ploughs,,2. Use livestock to thresh the crop,,2. NO,,,38,0,13,25,0,,11,24,,2. TO USE FOR BELG SEASON,,,1. YES,15,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0.18,3. LITER
07010808880080202201,070108088800802022,070108088800802,1. RURAL,6905.9525,7. SNNP,01,08,8,88,008,02,22,1,3. Both livestock and crop production,1. YES,2. NO,3. LACK OF MONEY,,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,20,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0,
07010808880080203001,070108088800802030,070108088800802,1. RURAL,6905.9525,7. SNNP,01,08,8,88,008,02,30,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,5. LACK OF ADEQUATE CROP FIELD,,1. YES,1. GOVERNMENT,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,38,0,13,25,0,,13,25,,,,,1. YES,22,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0.24,3. LITER
07010808880080203801,070108088800802038,070108088800802,1. RURAL,6905.9525,7. SNNP,01,08,8,88,008,02,38,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,3. MERCHANTS,,,0,6. USING BORROWED OXEN,,0,6. Four-wheel Tractor with ploughs,,2. Use livestock to thresh the crop,,2. NO,,,4,0,2,2,0,,2,2,,,,,1. YES,30,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0.12,3. LITER
07010808880080204601,070108088800802046,070108088800802,1. RURAL,6905.9525,7. SNNP,01,08,8,88,008,02,46,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,1. YES,,,3. MERCHANTS,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,5,0,0,5,0,,,5,,,,,2. NO,,,,,,0,,0,,0.12,3. LITER
07010808880080205401,070108088800802054,070108088800802,1. RURAL,6905.9525,7. SNNP,01,08,8,88,008,02,54,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,3. MERCHANTS,,,0,6. USING BORROWED OXEN,,0,6. Four-wheel Tractor with ploughs,,2. Use livestock to thresh the crop,,2. NO,,,20,0,10,10,0,,10,10,,,,,1. YES,30,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0,
07010808880080206201,070108088800802062,070108088800802,1. RURAL,6905.9525,7. SNNP,01,08,8,88,008,02,62,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,3. MERCHANTS,,,0,1. BY RENTING OX,,0,6. Four-wheel Tractor with ploughs,,2. Use livestock to thresh the crop,,2. NO,,,2,0,1,1,0,,1,1,,,,,1. YES,22,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0,
07010808880080207001,070108088800802070,070108088800802,1. RURAL,6905.9525,7. SNNP,01,08,8,88,008,02,70,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,7. OTHERS(SPECIFY),Not Applicable,1. YES,1. GOVERNMENT,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,0,1. BY RENTING OX,,0,6. Four-wheel Tractor with ploughs,,2. Use livestock to thresh the crop,,2. NO,,,106,0,28,78,0,,28,78,,,,,1. YES,30,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0.6,3. LITER
07010808880080207801,070108088800802078,070108088800802,1. RURAL,6905.9525,7. SNNP,01,08,8,88,008,02,78,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,3. MERCHANTS,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,8,0,3,5,0,,3,5,,,,,1. YES,30,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0,
07011208880090700901,070112088800907009,070112088800907,1. RURAL,7042.704034653465,7. SNNP,01,12,8,88,009,07,9,1,3. Both livestock and crop production,1. YES,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,5. LACK OF ADEQUATE CROP FIELD,,1. YES,3. Non Government financial institute,,,,2. NO,3. IGNORANCE,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,1. YES,1. á‰ á‰£áˆˆá‹­á‹žá‰³á‹‰ áˆµáˆ­ á‹¨áŠá‰ áˆ¨ áŒáŒ¦áˆ½/áŒ á áˆ˜áˆ¬á‰µ/á‹°áŠ•,,0,0,0,0,0,,,,,,,,1. YES,15,1. TERRACING,5. ROAD CONSTRUCTION,,,0,,0,,0,
07011208880090701901,070112088800907019,070112088800907,1. RURAL,7042.704034653465,7. SNNP,01,12,8,88,009,07,19,1,3. Both livestock and crop production,2. NO,2. NO,1. IGNORANCE,,2. NO,1. IGNORANCE,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,3. IGNORANCE,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,5,1. TERRACING,7. PREPARING HOLES FOR TREE PLANTATION,,,0,,0,,0,
07011208880090702901,070112088800907029,070112088800907,1. RURAL,7042.704034653465,7. SNNP,01,12,8,88,009,07,29,1,3. Both livestock and crop production,1. YES,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,3. IGNORANCE,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,3,1. TERRACING,5. ROAD CONSTRUCTION,,,0,,0,,0,
07011208880090703901,070112088800907039,070112088800907,1. RURAL,7042.704034653465,7. SNNP,01,12,8,88,009,07,39,1,3. Both livestock and crop production,1. YES,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,3. IGNORANCE,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,5,1. TERRACING,5. ROAD CONSTRUCTION,,,0,,0,,0,
07011208880090704901,070112088800907049,070112088800907,1. RURAL,7042.704034653465,7. SNNP,01,12,8,88,009,07,49,1,3. Both livestock and crop production,1. YES,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,1. YES,,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,15,1. TERRACING,5. ROAD CONSTRUCTION,,,0,,0,,0,
07011208880090705901,070112088800907059,070112088800907,1. RURAL,7042.704034653465,7. SNNP,01,12,8,88,009,07,59,1,3. Both livestock and crop production,1. YES,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,5,1. TERRACING,5. ROAD CONSTRUCTION,,,0,,0,,0,
07011208880090706901,070112088800907069,070112088800907,1. RURAL,7042.704034653465,7. SNNP,01,12,8,88,009,07,69,1,3. Both livestock and crop production,1. YES,2. NO,3. LACK OF MONEY,,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,4,1. TERRACING,5. ROAD CONSTRUCTION,,,0,,0,,0,
07011208880090707901,070112088800907079,070112088800907,1. RURAL,7042.704034653465,7. SNNP,01,12,8,88,009,07,79,1,3. Both livestock and crop production,1. YES,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,5. OTHERS(SPECIFY),lack of capacity/ shortage of manpower,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
07011208880090708901,070112088800907089,070112088800907,1. RURAL,7042.704034653465,7. SNNP,01,12,8,88,009,07,89,1,3. Both livestock and crop production,1. YES,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,5,1. TERRACING,5. ROAD CONSTRUCTION,,,0,,0,,0,
07011208880090709901,070112088800907099,070112088800907,1. RURAL,7042.704034653465,7. SNNP,01,12,8,88,009,07,99,1,3. Both livestock and crop production,1. YES,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
07020508880120201101,070205088801202011,070205088801202,1. RURAL,6905.9525,7. SNNP,02,05,8,88,012,02,11,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,1. IGNORANCE,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,3. IGNORANCE,,3. MERCHANTS,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,62,0,12,50,0,,12,62,,5. OTHER (SPECIFY),,There is no Difference,1. YES,6,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,58,1. GRAM
07020508880120202301,070205088801202023,070205088801202,1. RURAL,6905.9525,7. SNNP,02,05,8,88,012,02,23,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,1. IGNORANCE,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,3. IGNORANCE,,3. MERCHANTS,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,5,0,2,3,0,,2,3,,,,,1. YES,7,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0,
07020508880120203501,070205088801202035,070205088801202,1. RURAL,6905.9525,7. SNNP,02,05,8,88,012,02,35,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,1. IGNORANCE,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,3. IGNORANCE,,3. MERCHANTS,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,2,0,0,2,0,,,2,,,,,1. YES,4,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0,
07020508880120204701,070205088801202047,070205088801202,1. RURAL,6905.9525,7. SNNP,02,05,8,88,012,02,47,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,2. LACK OF MONEY,,2. NO,,,4. IGNORANCE,,2. NO,4. DOES NOT YIELD ANY RESULTS,,3. MERCHANTS,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,4,0,1,3,0,,1,3,,,,,1. YES,6,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0,
07020508880120205901,070205088801202059,070205088801202,1. RURAL,6905.9525,7. SNNP,02,05,8,88,012,02,59,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,3. IGNORANCE,,3. MERCHANTS,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,4,0,1,3,0,,1,3,,,,,1. YES,6,1. TERRACING,5. ROAD CONSTRUCTION,11. STONE TERRACING,,0,,0,,0.23,1. GRAM
07020508880120207101,070205088801202071,070205088801202,1. RURAL,6905.9525,7. SNNP,02,05,8,88,012,02,71,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,1. IGNORANCE,,2. NO,,,4. IGNORANCE,,2. NO,3. IGNORANCE,,3. MERCHANTS,,,2,,,2,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,18,0,7,11,0,,7,11,,,,,1. YES,4,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0.986,1. GRAM
07020508880120208301,070205088801202083,070205088801202,1. RURAL,6905.9525,7. SNNP,02,05,8,88,012,02,83,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,3. IGNORANCE,,3. MERCHANTS,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,75,0,25,50,0,,25,50,,,,,1. YES,4,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0.65,1. GRAM
07020508880120209501,070205088801202095,070205088801202,1. RURAL,6905.9525,7. SNNP,02,05,8,88,012,02,95,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,1. IGNORANCE,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,3. IGNORANCE,,3. MERCHANTS,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,7,0,2,5,0,,2,7,,5. OTHER (SPECIFY),,There is no Difference,1. YES,8,1. TERRACING,5. ROAD CONSTRUCTION,10. BRIDGE CONSTRUCTION,,0,,0,,0.69,1. GRAM
