holder_id,household_id,harvestedcrop_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s11q00a,s11q01,s11q02a1,s11q02a2,s11q02b1,s11q02b2,s11q03a1,s11q03a2,s11q03a2_os,s11q04,s11q07,s11q08_1,s11q08_2,s11q09_1,s11q09_2,s11q10,s11q10_os,s11q11a,s11q11b,s11q11b_os,s11q12,s11q13_1,s11q13_2,s11q14a,s11q14b,s11q15,s11q16,s11q16_os,s11q17,s11q18a1,s11q18a2,s11q18a2_os,s11q19a1,s11q19a2,s11q19a2_os,s11q20a1,s11q20a2,s11q20a2_os,s11q21a1,s11q21a2,s11q21a2_os,s11q21a3,s11q22_1,s11q22_2,s11q22_os,s11q23,s11q24,s11q24_os,s11q25,s11q25a,s11q25a_os,s11q26_1,s11q26_2,s11q26_os,s11q27a,s11q27b,s11q27c,s11q27d,s11q27e
04200208880250305601,042002088802503056,9,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,56,1,3. Both livestock and crop production,teff,7. TEFF,,,,,3,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,3,3. Quintal,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250305601,042002088802503056,10,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,56,1,3. Both livestock and crop production,chati,71. CHAT,1. 2010,9. May,2. 2011,5. January,6,131. Medeb Small,,,1. YES,1,2,2,,4. LOCAL MARKET,,6,131. Medeb Small,,100,2,,4. December,2011,5,1. On Foot,,0,0,,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250305601,042002088802503056,11,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,56,1,3. Both livestock and crop production,key siri,51. BEER ROOT,,,,,3,131. Medeb Small,,,2. NO,,,,,,,,,,,,,,,,,,,3,41. Bunch Small,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250306601,042002088802503066,1,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,66,1,1. Crop production only,qsiri,51. BEER ROOT,,,,,1,133. Medeb Large,,,2. NO,,,,,,,,,,,,,,,,,,,1,133. Medeb Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250306601,042002088802503066,2,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,66,1,1. Crop production only,bokolo,2. MAIZE,,,,,2,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,1,3. Quintal,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250306601,042002088802503066,3,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,66,1,1. Crop production only,xafi,7. TEFF,,,,,1,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,1,3. Quintal,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250306601,042002088802503066,4,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,66,1,1. Crop production only,buna,72. COFFEE,1. 2010,9. May,2. 2011,5. January,1,3. Quintal,,500,2. NO,,,,,,,,,,,,,,,,,,,1,3. Quintal,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250306601,042002088802503066,5,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,66,1,1. Crop production only,key shukuti,58. ONION,,,,,3,131. Medeb Small,,,2. NO,,,,,,,,,,,,,,,,,,,3,131. Medeb Small,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250306601,042002088802503066,6,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,66,1,1. Crop production only,dinbilala,79. CORIANDER,,,,,3,131. Medeb Small,,,2. NO,,,,,,,,,,,,,,,,,,,3,131. Medeb Small,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250307601,042002088802503076,1,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,76,1,1. Crop production only,qara,59. GREEN PEPPER,,,,,6,133. Medeb Large,,,2. NO,,,,,,,,,,,,,,,,,,,6,133. Medeb Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250307601,042002088802503076,2,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,76,1,1. Crop production only,abesha goman,56. KALE,,,,,3,63. Esir Large,,,2. NO,,,,,,,,,,,,,,,,,,,3,43. Bunch Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250307601,042002088802503076,4,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,76,1,1. Crop production only,xikil goman,52. CABBAGE,,,,,2,132. Medeb Medium,,,2. NO,,,,,,,,,,,,,,,,,,,2,132. Medeb Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250307601,042002088802503076,5,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,76,1,1. Crop production only,bokolo,2. MAIZE,,,,,10,182. Tasa/Tanika/Shember/Selemon Medium,,,2. NO,,,,,,,,,,,,,,,,,,,10,182. Tasa/Tanika/Shember/Selemon Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250307601,042002088802503076,6,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,76,1,1. Crop production only,duba,61. PUMPKINS,,,,,2,133. Medeb Large,,,2. NO,,,,,,,,,,,,,,,,,,,2,133. Medeb Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250307601,042002088802503076,7,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,76,1,1. Crop production only,chati,71. CHAT,1. 2010,8. April,2. 2011,4. December,6,63. Esir Large,,,1. YES,1,2,1,4,4. LOCAL MARKET,,3,61. Esir Small,,150,1,,4. December,2011,2,1. On Foot,,50,3,61. Esir Small,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250308601,042002088802503086,1,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,86,1,1. Crop production only,inseti,74. ENSET,1. 2010,9. May,2. 2011,6. February,2,131. Medeb Small,,,2. NO,,,,,,,,,,,,,,,,,,,2,131. Medeb Small,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250308601,042002088802503086,2,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,86,1,1. Crop production only,abvukado,84. AVOCADOS,1. 2010,9. May,2. 2011,5. January,2,133. Medeb Large,,100,2. NO,,,,,,,,,,,,,,,,,,,3,133. Medeb Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250308601,042002088802503086,3,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,86,1,1. Crop production only,zinzibila,37. GINGER,,,,,2,131. Medeb Small,,,2. NO,,,,,,,,,,,,,,,,,,,2,133. Medeb Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250308601,042002088802503086,4,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,86,1,1. Crop production only,buna,72. COFFEE,1. 2010,9. May,2. 2011,6. February,20,181. Tasa/Tanika/Shember/Selemon Small,,6,2. NO,,,,,,,,,,,,,,,,,,,20,183. Tasa/Tanika/Shember/Selemon Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250309601,042002088802503096,1,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,96,1,1. Crop production only,kara,59. GREEN PEPPER,,,,,5,133. Medeb Large,,,2. NO,,,,,,,,,,,,,,,,,,,5,133. Medeb Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250309601,042002088802503096,2,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,96,1,1. Crop production only,qisiri,51. BEER ROOT,,,,,2,133. Medeb Large,,,2. NO,,,,,,,,,,,,,,,,,,,2,133. Medeb Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250309601,042002088802503096,3,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,96,1,1. Crop production only,bokolo,2. MAIZE,,,,,1,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,1,3. Quintal,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250309601,042002088802503096,4,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,96,1,1. Crop production only,abesha goman,52. CABBAGE,,,,,2,131. Medeb Small,,,2. NO,,,,,,,,,,,,,,,,,,,2,131. Medeb Small,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250309601,042002088802503096,5,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,96,1,1. Crop production only,besobila,80. SACRED BASIL,1. 2010,9. May,2. 2011,4. December,2,61. Esir Small,,2011,2. NO,,,,,,,,,,,,,,,,,,,2,63. Esir Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250309601,042002088802503096,6,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,96,1,1. Crop production only,meshila,6. SORGHUM,,,,,1,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,1,3. Quintal,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250309601,042002088802503096,7,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,96,1,1. Crop production only,buna,72. COFFEE,1. 2010,9. May,2. 2011,5. January,3,3. Quintal,,2011,1. YES,1,,1,,4. LOCAL MARKET,,1,3. Quintal,,1500,1,2,5. January,5,2,3. Drapht Animals,,0,2,3. Quintal,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250309601,042002088802503096,8,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,96,1,1. Crop production only,avukado,84. AVOCADOS,1. 2010,9. May,2. 2011,2. October,1,121. Madaberia/Nuse/Shera/Cheret Small,,50,1. YES,1,2,1,,4. LOCAL MARKET,,1,121. Madaberia/Nuse/Shera/Cheret Small,,100,2,,2. October,1,3,3. Drapht Animals,,0,5,131. Medeb Small,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200208880250309601,042002088802503096,9,042002088802503,1. RURAL,7598.341750841752,4. OROMIA,20,02,8,88,025,03,96,1,1. Crop production only,teeff,7. TEFF,,,,,6,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,6,3. Quintal,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190200701,042007088801902007,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,7,1,3. Both livestock and crop production,banana,42. BANANAS,2. 2011,2. October,2. 2011,3. November,2,42. Bunch Medium,,3,2. NO,,,,,,,,,,,,,,,,,,,2,42. Bunch Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190200701,042007088801902007,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,7,1,3. Both livestock and crop production,duba,61. PUMPKINS,,,,,5,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,5,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190200701,042007088801902007,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,7,1,3. Both livestock and crop production,boqolo,2. MAIZE,,,,,1.5,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,1.5,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190201701,042007088801902017,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,gabsi,1. BARLEY,,,,,10,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,10,1. Kilogram,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,5,1. Kilogram,,4. DID NOTHING,,,0,90,0,10,100
04200708880190201701,042007088801902017,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,abish,36. FENUGREEK,2. 2011,2. October,2. 2011,3. November,4,1. Kilogram,,100,2. NO,,,,,,,,,,,,,,,,,,,4,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190201701,042007088801902017,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,qariya,59. GREEN PEPPER,,,,,11,152. Sahin Medium,,,2. NO,,,,,,,,,,,,,,,,,,,11,132. Medeb Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190201701,042007088801902017,4,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,neci shukurti,55. GARLIC,,,,,9,133. Medeb Large,,,2. NO,,,,,,,,,,,,,,,,,,,9,133. Medeb Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190201701,042007088801902017,6,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,xiqil gomen,52. CABBAGE,,,,,0.5,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,0.5,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190201701,042007088801902017,7,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,mashila,6. SORGHUM,,,,,180,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,180,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190201701,042007088801902017,9,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,teff,7. TEFF,,,,,200,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,120,1. Kilogram,,0,,,80,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190201701,042007088801902017,10,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,maiz,2. MAIZE,,,,,300,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,300,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190201701,042007088801902017,11,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,buna,72. COFFEE,2. 2011,3. November,2. 2011,4. December,18,1. Kilogram,,87,2. NO,,,,,,,,,,,,,,,,,,,18,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190201701,042007088801902017,12,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,17,1,3. Both livestock and crop production,cati,71. CHAT,2. 2011,2. October,2. 2011,2. October,10,193. Zorba/Akara   Large,,,1. YES,1,,1,,7. FRIEND/NEIGHBOR,,8,193. Zorba/Akara   Large,,170,1,,2. October,2011,1,1. On Foot,,40,2,193. Zorba/Akara   Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190202701,042007088801902027,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,27,1,3. Both livestock and crop production,maiz,2. MAIZE,,,,,100,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,100,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190202701,042007088801902027,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,27,1,3. Both livestock and crop production,teff,7. TEFF,,,,,30,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,20,1. Kilogram,,0,,,10,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190202701,042007088801902027,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,27,1,3. Both livestock and crop production,mashila,6. SORGHUM,,,,,400,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,300,1. Kilogram,,0,,,100,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190202701,042007088801902027,4,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,27,1,3. Both livestock and crop production,buna,72. COFFEE,2. 2011,3. November,2. 2011,4. December,40,1. Kilogram,,0,2. NO,,,,,,,,,,,,,,,,,,,40,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190202701,042007088801902027,5,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,27,1,3. Both livestock and crop production,banana,42. BANANAS,2. 2011,3. November,2. 2011,3. November,3,42. Bunch Medium,,0,2. NO,,,,,,,,,,,,,,,,,,,3,42. Bunch Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190203701,042007088801902037,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,37,1,3. Both livestock and crop production,maiz,2. MAIZE,,,,,100,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,80,1. Kilogram,,0,,,20,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190203701,042007088801902037,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,37,1,3. Both livestock and crop production,buna,72. COFFEE,2. 2011,4. December,1. 2010,4. December,100,1. Kilogram,,114,2. NO,,,,,,,,,,,,,,,,,,,70,1. Kilogram,,10,1. Kilogram,,20,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190203701,042007088801902037,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,37,1,3. Both livestock and crop production,teff,7. TEFF,,,,,60,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,40,1. Kilogram,,0,,,20,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190204701,042007088801902047,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,47,1,3. Both livestock and crop production,teff,7. TEFF,,,,,70,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,50,1. Kilogram,,0,,,20,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190204701,042007088801902047,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,47,1,3. Both livestock and crop production,duba,61. PUMPKINS,,,,,2,92. Kerchat/Kemba Medium,,,2. NO,,,,,,,,,,,,,,,,,,,2,92. Kerchat/Kemba Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190205701,042007088801902057,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,57,1,3. Both livestock and crop production,maiz,2. MAIZE,,,,,914,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,500,1. Kilogram,,300,1. Kilogram,,114,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190205701,042007088801902057,4,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,57,1,3. Both livestock and crop production,teff,7. TEFF,,,,,450,1. Kilogram,,,1. YES,1,2,1,,4. LOCAL MARKET,,250,1. Kilogram,,3600,1,2,5. January,2011,2,3. Drapht Animals,,130,150,1. Kilogram,,0,,,50,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190205701,042007088801902057,7,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,57,1,3. Both livestock and crop production,duba,61. PUMPKINS,,,,,3,92. Kerchat/Kemba Medium,,,2. NO,,,,,,,,,,,,,,,,,,,3,92. Kerchat/Kemba Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190206701,042007088801902067,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,67,1,3. Both livestock and crop production,maiz,2. MAIZE,,,,,307,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,280,1. Kilogram,,0,,,27,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190206701,042007088801902067,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,67,1,3. Both livestock and crop production,mashila,6. SORGHUM,,,,,500,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,400,1. Kilogram,,0,,,100,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190206701,042007088801902067,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,67,1,3. Both livestock and crop production,neci boloqe,12. HARICOT BEANS,,,,,3,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,3,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190206701,042007088801902067,4,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,67,1,3. Both livestock and crop production,buna,72. COFFEE,2. 2011,4. December,2. 2011,5. January,32,1. Kilogram,,106,2. NO,,,,,,,,,,,,,,,,,,,32,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190207701,042007088801902077,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,77,1,3. Both livestock and crop production,maiz,2. MAIZE,,,,,650,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,500,1. Kilogram,,50,1. Kilogram,,100,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190207701,042007088801902077,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,77,1,3. Both livestock and crop production,teff,7. TEFF,,,,,120,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,80,1. Kilogram,,0,,,40,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190207701,042007088801902077,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,77,1,3. Both livestock and crop production,mashila,6. SORGHUM,,,,,200,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,170,1. Kilogram,,0,,,30,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190207701,042007088801902077,4,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,77,1,3. Both livestock and crop production,dagusa,3. MILLET,,,,,100,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,100,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190207701,042007088801902077,5,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,77,1,3. Both livestock and crop production,cati,71. CHAT,2. 2011,4. December,2. 2011,4. December,8,193. Zorba/Akara   Large,,,1. YES,1,,1,,6. RELATIVE,,6,193. Zorba/Akara   Large,,120,1,,2. October,2011,1,1. On Foot,,0,2,193. Zorba/Akara   Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190207701,042007088801902077,6,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,77,1,3. Both livestock and crop production,buna,72. COFFEE,2. 2011,4. December,2. 2011,5. January,48,1. Kilogram,,108,2. NO,,,,,,,,,,,,,,,,,,,48,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190208701,042007088801902087,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,87,1,3. Both livestock and crop production,qariya,59. GREEN PEPPER,,,,,8,133. Medeb Large,,,2. NO,,,,,,,,,,,,,,,,,,,8,133. Medeb Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190208701,042007088801902087,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,87,1,3. Both livestock and crop production,neci boloqe,12. HARICOT BEANS,,,,,2,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,2,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190208701,042007088801902087,3,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,87,1,3. Both livestock and crop production,daguza,3. MILLET,,,,,18,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,18,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190208701,042007088801902087,4,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,87,1,3. Both livestock and crop production,maiz,2. MAIZE,,,,,115,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,90,1. Kilogram,,0,,,25,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190208701,042007088801902087,5,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,87,1,3. Both livestock and crop production,teff,7. TEFF,,,,,88,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,50,1. Kilogram,,0,,,38,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190208701,042007088801902087,6,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,87,1,3. Both livestock and crop production,mashila,6. SORGHUM,,,,,300,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,270,1. Kilogram,,0,,,30,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190208701,042007088801902087,7,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,87,1,3. Both livestock and crop production,buna,72. COFFEE,2. 2011,4. December,2. 2011,5. January,30,1. Kilogram,,74,2. NO,,,,,,,,,,,,,,,,,,,30,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190209701,042007088801902097,1,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,97,1,3. Both livestock and crop production,ziginbil,37. GINGER,,,,,5,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,5,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
04200708880190209701,042007088801902097,2,042007088801902,1. RURAL,12406.30841121495,4. OROMIA,20,07,8,88,019,02,97,1,3. Both livestock and crop production,neci  boloqe,12. HARICOT BEANS,,,,,2,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,2,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
